booking_id,customer_id,restaurant,booking_date,time_slot,party_size,special_requests,dietary_requirements
RB012594,7967,Skyline Lounge,2024-04-11 19:47:08,18:00,7,Outdoor seating; Easy access seating required,Vegan
RB012595,41085,Sunset Restaurant,2024-10-02 09:48:11,21:00,2,Wine pairing recommendations needed,Vegetarian
RB012596,10258,Blue Horizon Main,2024-10-25 02:55:47,22:00,3,Gluten-free options required,Vegan
RB012597,45806,Blue Horizon Main,2025-10-28 17:15:07,13:00,8,Anniversary celebration - special dessert requested; Wheelchair accessible table needed,Vegan
RB012598,15058,Blue Horizon Main,2024-06-11 06:49:43,18:00,5,Wheelchair accessible table needed,Gluten-free
RB012599,44299,Blue Horizon Main,2025-03-06 23:57:13,13:00,2,Halal meal options,Halal
RB012600,20952,Skyline Lounge,2024-08-07 12:57:34,19:00,6,Window table with ocean view; Sommelier assistance requested; Easy access seating required,Vegetarian
RB012601,38826,Sunset Restaurant,2024-05-23 20:30:35,17:00,8,Extra space for medical equipment; Custom menu tasting; Engagement celebration; Kosher meal options,Gluten-free
RB012602,6696,Blue Horizon Main,2025-05-21 08:42:46,14:00,5,Vegan menu options; Special wine to be decanted; Near the fireplace,Vegetarian
RB012603,37731,Ocean View Grill,2025-03-23 07:43:15,16:00,4,Easy access seating required,Vegetarian
RB012604,19759,Skyline Lounge,2024-06-10 09:45:35,21:00,4,Outdoor seating,Gluten-free
RB012605,49996,Ocean View Grill,2024-04-02 06:01:17,13:00,1,,None
RB012606,44685,Ocean View Grill,2024-12-14 09:59:46,21:00,3,Easy access seating required; Birthday celebration - cake arranged; Window table with ocean view,Halal
RB012607,23435,Sunset Restaurant,2024-10-10 09:01:51,11:00,6,Gluten-free options required; Easy access seating required; Sommelier assistance requested; Private booth,Vegan
RB012608,23851,Sunset Restaurant,2025-10-27 07:17:21,14:00,2,Wine pairing recommendations needed,Vegan
RB012609,14623,Sunset Restaurant,2024-04-21 19:14:31,17:00,7,Window table with ocean view; Early arrival for cocktails; Engagement celebration; Easy access seating required,Vegetarian
RB012610,12979,Skyline Lounge,2025-11-05 12:41:03,22:00,5,Early arrival for cocktails; Romantic dinner setup requested; Outdoor seating,Vegan
RB012611,27447,Blue Horizon Main,2024-01-29 21:38:31,16:00,1,Kosher meal options; Romantic dinner setup requested,Vegan
RB012612,12931,Blue Horizon Main,2024-08-09 09:47:18,12:00,4,Engagement celebration,Halal
RB012613,46649,Sunset Restaurant,2024-06-22 07:06:15,12:00,3,Birthday celebration - cake arranged; Halal meal options,Vegan
RB012614,15121,Blue Horizon Main,2024-08-29 02:56:39,11:00,8,Wheelchair accessible table needed; Dairy-free alternatives needed; Outdoor seating; Romantic dinner setup requested,Vegan
RB012615,38025,Sunset Restaurant,2025-06-22 02:07:29,20:00,8,Birthday celebration - cake arranged; Gluten-free options required; Custom menu tasting; Easy access seating required,Halal
RB012616,32590,Skyline Lounge,2025-09-07 03:59:35,11:00,2,Vegetarian menu options; Extra space for medical equipment,Halal
RB012617,20401,Ocean View Grill,2025-01-13 23:43:42,13:00,6,Sommelier assistance requested; Wheelchair accessible table needed,Vegan
RB012618,43590,Ocean View Grill,2025-05-05 20:29:10,17:00,8,Easy access seating required; Special wine to be decanted; Business dinner - discrete service requested; Nut-free preparation required,Vegetarian
RB012619,41560,Blue Horizon Main,2024-09-17 03:29:19,18:00,4,Sommelier assistance requested; Quiet corner table; Vegan menu options,Gluten-free
RB012620,35997,Ocean View Grill,2025-05-19 23:26:15,21:00,7,Booster seat needed; Family reunion dinner; Custom menu tasting; Vegan menu options,Halal
RB012621,27843,Blue Horizon Main,2025-02-17 00:34:03,11:00,5,Shellfish allergy - strict preparation required; Window table with ocean view; Sommelier assistance requested,None
RB012622,13114,Skyline Lounge,2024-04-27 17:16:42,16:00,5,Birthday celebration - cake arranged; Sommelier assistance requested; Near the fireplace,None
RB012623,49926,Skyline Lounge,2025-09-28 01:53:03,21:00,3,Custom menu tasting; Romantic dinner setup requested; Quiet corner table,Vegan
RB012624,14245,Blue Horizon Main,2025-04-11 23:23:50,20:00,5,Outdoor seating; Booster seat needed,Vegan
RB012625,202,Sunset Restaurant,2025-04-14 05:33:01,18:00,4,Vegan menu options,Vegan
RB012626,41326,Skyline Lounge,2025-05-08 00:33:18,16:00,7,Booster seat needed; Chef's tasting menu requested; Birthday celebration - cake arranged; Private booth,Halal
RB012627,6446,Ocean View Grill,2025-01-18 19:45:04,18:00,6,Extra space for medical equipment; Chef's tasting menu requested; Vegetarian menu options; Family reunion dinner,Vegan
RB012628,18289,Ocean View Grill,2024-10-22 22:55:26,21:00,8,Early arrival for cocktails; Vegan menu options; Quiet corner table; Business dinner - discrete service requested,None
RB012629,17086,Blue Horizon Main,2025-11-24 19:08:12,19:00,4,Window table with ocean view,Vegetarian
RB012630,49820,Blue Horizon Main,2024-04-17 07:11:52,13:00,4,Quiet corner table; Custom menu tasting; Gluten-free options required,None
RB012631,42178,Blue Horizon Main,2024-07-29 19:23:33,12:00,1,,Vegan
RB012632,21537,Blue Horizon Main,2025-08-05 21:17:38,21:00,5,Outdoor seating; Special wine to be decanted; Kosher meal options,Vegetarian
RB012633,19287,Ocean View Grill,2025-03-09 11:53:52,13:00,8,Birthday celebration - cake arranged; Outdoor seating,Halal
RB012634,44554,Sunset Restaurant,2024-01-13 09:13:30,22:00,7,Vegetarian menu options; Wheelchair accessible table needed,Vegan
RB012635,9556,Sunset Restaurant,2025-11-15 03:20:09,16:00,8,Easy access seating required; Business dinner - discrete service requested,Vegetarian
RB012636,11026,Blue Horizon Main,2025-05-27 07:36:43,15:00,4,Anniversary celebration - special dessert requested; Dairy-free alternatives needed,Vegan
RB012637,39974,Ocean View Grill,2024-08-11 14:42:18,11:00,7,Vegetarian menu options; Window table with ocean view,Halal
RB012638,32300,Ocean View Grill,2025-02-18 18:53:53,17:00,1,Outdoor seating; High chair required,Vegan
RB012639,27683,Blue Horizon Main,2025-07-03 06:18:02,22:00,5,Kosher meal options,Vegetarian
RB012640,7541,Skyline Lounge,2024-10-20 08:33:20,12:00,2,Kosher meal options; Early arrival for cocktails,Vegan
RB012641,26764,Sunset Restaurant,2025-12-12 13:23:05,20:00,4,Shellfish allergy - strict preparation required,Vegetarian
RB012642,46943,Skyline Lounge,2025-08-26 03:38:13,18:00,2,Easy access seating required; Sommelier assistance requested,Vegan
RB012643,11582,Blue Horizon Main,2024-08-04 21:34:04,15:00,1,Easy access seating required; Private booth,Vegetarian
RB012644,42058,Ocean View Grill,2025-05-24 08:56:37,18:00,4,Wine pairing recommendations needed; Quiet corner table; Vegetarian menu options,None
RB012645,25337,Blue Horizon Main,2025-01-30 19:22:37,15:00,4,Chef's tasting menu requested; Gluten-free options required; Extra space for medical equipment,Vegan
RB012646,364,Blue Horizon Main,2024-03-31 02:29:05,16:00,4,Shellfish allergy - strict preparation required,Halal
RB012647,239,Ocean View Grill,2024-09-28 10:12:23,19:00,3,Outdoor seating; Extra space for medical equipment,Vegan
RB012648,9978,Blue Horizon Main,2025-09-02 19:09:06,16:00,8,Near the fireplace; Anniversary celebration - special dessert requested; Early arrival for cocktails; Gluten-free options required,Halal
RB012649,22102,Sunset Restaurant,2025-04-05 03:39:55,22:00,5,Gluten-free options required,Vegetarian
RB012650,31801,Blue Horizon Main,2025-02-13 05:15:38,19:00,7,Quiet corner table; Easy access seating required; Dairy-free alternatives needed; Romantic dinner setup requested,Vegetarian
RB012651,10736,Skyline Lounge,2025-07-27 22:55:14,13:00,5,Engagement celebration; Special wine to be decanted,Vegetarian
RB012652,3032,Ocean View Grill,2024-12-07 22:04:06,14:00,6,Window table with ocean view; Romantic dinner setup requested,None
RB012653,47656,Skyline Lounge,2025-04-21 04:27:16,14:00,6,Custom menu tasting; Vegan menu options; High chair required,Gluten-free
RB012654,39784,Blue Horizon Main,2025-05-21 14:45:28,18:00,5,Vegan menu options; Engagement celebration,None
RB012655,44051,Sunset Restaurant,2024-07-27 15:13:18,18:00,4,Outdoor seating,Gluten-free
RB012656,16685,Ocean View Grill,2024-08-15 15:18:15,11:00,1,Engagement celebration; Booster seat needed,Vegetarian
RB012657,3004,Blue Horizon Main,2024-10-25 08:47:40,12:00,1,,Gluten-free
RB012658,17941,Blue Horizon Main,2025-08-02 22:01:44,14:00,3,Private booth; Early arrival for cocktails,Halal
RB012659,48751,Ocean View Grill,2024-04-10 00:20:56,20:00,8,Vegetarian menu options; Romantic dinner setup requested; Chef's tasting menu requested; High chair required,Vegan
RB012660,5403,Blue Horizon Main,2024-06-12 17:49:15,20:00,7,Chef's tasting menu requested; Family reunion dinner; Near the fireplace; Kosher meal options,Gluten-free
RB012661,37288,Sunset Restaurant,2024-03-17 00:32:06,12:00,8,Extra space for medical equipment; Private booth; Dairy-free alternatives needed,None
RB012662,19577,Ocean View Grill,2024-05-04 11:57:34,17:00,5,Chef's tasting menu requested; Vegan menu options; Private booth,Halal
RB012663,30351,Ocean View Grill,2024-11-15 13:38:43,16:00,6,Special wine to be decanted; Outdoor seating; Extra space for medical equipment; Gluten-free options required,None
RB012664,11589,Skyline Lounge,2025-10-06 22:02:50,17:00,2,Special wine to be decanted,None
RB012665,14213,Sunset Restaurant,2025-04-18 03:58:44,19:00,3,Custom menu tasting,Vegetarian
RB012666,3893,Skyline Lounge,2024-09-25 07:34:13,11:00,2,Custom menu tasting,Gluten-free
RB012667,13758,Ocean View Grill,2025-02-26 02:40:56,15:00,2,Chef's tasting menu requested; Business dinner - discrete service requested,Vegetarian
RB012668,26401,Ocean View Grill,2024-02-28 03:25:36,17:00,1,Near the fireplace; Wine pairing recommendations needed,Halal
RB012669,26046,Skyline Lounge,2025-11-18 01:39:20,20:00,4,Shellfish allergy - strict preparation required; Sommelier assistance requested; Wheelchair accessible table needed,None
RB012670,40132,Skyline Lounge,2025-01-04 14:01:55,18:00,6,Nut-free preparation required; Business dinner - discrete service requested,Vegan
RB012671,17880,Sunset Restaurant,2024-10-23 00:10:04,20:00,4,High chair required; Special wine to be decanted,Halal
RB012672,32331,Blue Horizon Main,2025-12-16 22:17:59,14:00,2,,Vegetarian
RB012673,4189,Ocean View Grill,2024-02-17 19:09:46,13:00,1,,Gluten-free
RB012674,15390,Blue Horizon Main,2025-02-21 03:01:34,16:00,8,Kosher meal options; Easy access seating required; Birthday celebration - cake arranged; Chef's tasting menu requested,None
RB012675,16461,Ocean View Grill,2025-03-03 00:23:21,11:00,5,Window table with ocean view; High chair required; Family reunion dinner,Vegetarian
RB012676,8836,Blue Horizon Main,2025-09-24 23:34:41,21:00,2,,Gluten-free
RB012677,27436,Skyline Lounge,2025-06-03 17:11:35,16:00,6,Special wine to be decanted; Extra space for medical equipment; Bar seating; Birthday celebration - cake arranged,Halal
RB012678,44098,Ocean View Grill,2024-06-14 02:02:04,15:00,6,Dairy-free alternatives needed; Bar seating; Special wine to be decanted; Family reunion dinner,Halal
RB012679,9772,Sunset Restaurant,2024-12-31 01:05:37,11:00,4,Chef's tasting menu requested,Vegetarian
RB012680,16044,Ocean View Grill,2025-10-15 20:00:11,13:00,6,Quiet corner table; Vegan menu options,None
RB012681,37426,Blue Horizon Main,2025-11-19 10:36:13,19:00,5,Dairy-free alternatives needed; Private booth; High chair required,None
RB012682,22170,Blue Horizon Main,2024-08-23 12:27:41,18:00,5,High chair required; Dairy-free alternatives needed,Halal
RB012683,32085,Ocean View Grill,2024-06-22 20:53:44,17:00,5,Vegan menu options; Window table with ocean view,Vegan
RB012684,38876,Ocean View Grill,2024-03-21 08:28:19,21:00,3,Engagement celebration,Vegetarian
RB012685,16509,Sunset Restaurant,2025-01-14 04:07:35,18:00,8,Outdoor seating; Dairy-free alternatives needed; Special wine to be decanted,Vegan
RB012686,35445,Blue Horizon Main,2024-03-21 20:09:17,18:00,1,,None
RB012687,42168,Skyline Lounge,2024-06-03 19:22:13,17:00,1,,Halal
RB012688,11319,Ocean View Grill,2024-03-08 12:58:11,21:00,1,Quiet corner table; Extra space for medical equipment,Vegan
RB012689,21065,Ocean View Grill,2025-03-18 02:03:14,17:00,8,Family reunion dinner; Shellfish allergy - strict preparation required,Gluten-free
RB012690,7525,Sunset Restaurant,2025-11-21 22:54:38,17:00,4,Window table with ocean view,Vegetarian
RB012691,7316,Ocean View Grill,2025-06-05 17:06:05,16:00,1,Dairy-free alternatives needed; Window table with ocean view,Halal
RB012692,41542,Skyline Lounge,2025-02-07 02:35:43,13:00,2,Near the fireplace; High chair required,None
RB012693,20252,Skyline Lounge,2024-05-27 23:09:53,17:00,7,Birthday celebration - cake arranged; Wheelchair accessible table needed,Gluten-free
RB012694,15080,Ocean View Grill,2024-09-09 17:02:09,16:00,8,Family reunion dinner; Halal meal options,Gluten-free
RB012695,30801,Sunset Restaurant,2024-03-04 00:53:14,12:00,4,Shellfish allergy - strict preparation required; Romantic dinner setup requested; Chef's tasting menu requested,Vegan
RB012696,16596,Ocean View Grill,2025-01-10 10:15:34,14:00,4,Window table with ocean view; Anniversary celebration - special dessert requested,Gluten-free
RB012697,2828,Blue Horizon Main,2024-08-15 11:18:46,11:00,1,,None
RB012698,27142,Sunset Restaurant,2024-12-31 04:14:52,13:00,5,Nut-free preparation required; Extra space for medical equipment; Outdoor seating,Vegetarian
RB012699,45862,Blue Horizon Main,2024-02-11 02:00:36,20:00,7,Wheelchair accessible table needed; Vegan menu options,None
RB012700,36923,Ocean View Grill,2024-12-02 09:00:54,13:00,1,Nut-free preparation required,Halal
RB012701,43387,Blue Horizon Main,2024-11-06 21:22:16,21:00,8,Vegetarian menu options; Anniversary celebration - special dessert requested; Wheelchair accessible table needed; Custom menu tasting,Vegetarian
RB012702,24263,Ocean View Grill,2025-11-21 09:09:01,11:00,5,Special wine to be decanted,Halal
RB012703,31018,Sunset Restaurant,2025-07-22 08:51:12,14:00,8,Anniversary celebration - special dessert requested; Quiet corner table,Vegan
RB012704,18072,Skyline Lounge,2024-11-28 08:05:15,20:00,8,Business dinner - discrete service requested; Quiet corner table; Nut-free preparation required; Wheelchair accessible table needed,Halal
RB012705,43341,Blue Horizon Main,2025-09-06 14:45:59,22:00,1,Custom menu tasting,Halal
RB012706,36565,Ocean View Grill,2025-05-17 19:35:26,13:00,6,Bar seating; Wheelchair accessible table needed; Dairy-free alternatives needed; Special wine to be decanted,Vegan
RB012707,44407,Ocean View Grill,2024-03-06 00:58:43,16:00,5,Vegan menu options,Halal
RB012708,20362,Sunset Restaurant,2025-03-01 12:44:03,16:00,6,Private booth; Easy access seating required,Vegetarian
RB012709,24855,Blue Horizon Main,2025-05-17 18:52:59,12:00,3,Quiet corner table; Early arrival for cocktails,Gluten-free
RB012710,28705,Blue Horizon Main,2024-10-14 16:34:27,18:00,6,Shellfish allergy - strict preparation required; Early arrival for cocktails; Extra space for medical equipment; Window table with ocean view,Halal
RB012711,28318,Blue Horizon Main,2025-06-24 22:22:26,19:00,2,Custom menu tasting; Outdoor seating,Vegan
RB012712,13789,Skyline Lounge,2025-12-24 03:45:04,16:00,4,Window table with ocean view; Chef's tasting menu requested,Gluten-free
RB012713,38460,Ocean View Grill,2025-09-30 04:54:02,19:00,5,Dairy-free alternatives needed; Sommelier assistance requested; Business dinner - discrete service requested,None
RB012714,9117,Sunset Restaurant,2025-06-12 12:05:48,12:00,2,Extra space for medical equipment; Vegan menu options,Halal
RB012715,49450,Sunset Restaurant,2024-09-01 01:05:36,17:00,2,Nut-free preparation required; Birthday celebration - cake arranged,Vegan
RB012716,44265,Sunset Restaurant,2024-12-30 01:08:34,11:00,7,Dairy-free alternatives needed; Bar seating; Birthday celebration - cake arranged,Vegan
RB012717,44905,Skyline Lounge,2025-08-20 04:37:02,17:00,8,Vegan menu options; Business dinner - discrete service requested; Wine pairing recommendations needed,Vegan
RB012718,48312,Skyline Lounge,2024-02-02 00:39:27,20:00,4,High chair required; Window table with ocean view; Wine pairing recommendations needed,None
RB012719,8117,Skyline Lounge,2025-02-02 04:03:14,15:00,1,Easy access seating required,Vegetarian
RB012720,35050,Sunset Restaurant,2025-10-02 08:22:31,11:00,3,Nut-free preparation required; Birthday celebration - cake arranged; Near the fireplace,Vegan
RB012721,49285,Blue Horizon Main,2025-03-29 09:10:38,17:00,8,Special wine to be decanted; Gluten-free options required; Private booth,Vegan
RB012722,36322,Skyline Lounge,2024-09-17 11:42:01,14:00,2,,Vegan
RB012723,42117,Blue Horizon Main,2025-05-04 20:34:21,16:00,8,Vegan menu options; Outdoor seating; High chair required; Early arrival for cocktails,Halal
RB012724,5327,Sunset Restaurant,2024-09-21 11:59:18,22:00,8,High chair required; Near the fireplace,Gluten-free
RB012725,12617,Blue Horizon Main,2025-01-11 09:45:31,11:00,8,Wine pairing recommendations needed; High chair required; Vegan menu options; Window table with ocean view,None
RB012726,22148,Ocean View Grill,2024-06-15 12:20:01,13:00,2,Booster seat needed; Outdoor seating,None
RB012727,49494,Ocean View Grill,2025-11-08 06:06:00,17:00,3,Near the fireplace; Kosher meal options; Anniversary celebration - special dessert requested,None
RB012728,48154,Sunset Restaurant,2025-05-31 16:31:42,16:00,4,Outdoor seating; Early arrival for cocktails; Vegetarian menu options,Vegan
RB012729,49557,Ocean View Grill,2025-02-13 18:11:45,15:00,3,Family reunion dinner; Vegetarian menu options,Vegetarian
RB012730,5247,Sunset Restaurant,2025-05-24 12:24:27,21:00,8,Business dinner - discrete service requested; Private booth,Gluten-free
RB012731,43264,Ocean View Grill,2025-07-26 14:19:04,17:00,6,Anniversary celebration - special dessert requested; Sommelier assistance requested,Vegan
RB012732,45299,Blue Horizon Main,2024-07-23 04:20:28,15:00,2,Bar seating; Wheelchair accessible table needed,Halal
RB012733,6515,Sunset Restaurant,2025-05-24 11:52:48,18:00,2,Anniversary celebration - special dessert requested,Halal
RB012734,23117,Skyline Lounge,2024-12-01 01:38:39,17:00,5,Family reunion dinner,Halal
RB012735,34366,Blue Horizon Main,2024-01-10 08:18:39,11:00,5,Nut-free preparation required; Booster seat needed,Halal
RB012736,8468,Sunset Restaurant,2024-07-11 21:50:58,19:00,4,Window table with ocean view; Shellfish allergy - strict preparation required; Family reunion dinner,Vegan
RB012737,9848,Blue Horizon Main,2024-01-19 21:45:16,11:00,2,Extra space for medical equipment,Vegan
RB012738,36353,Skyline Lounge,2025-08-24 18:26:10,12:00,3,Anniversary celebration - special dessert requested; Private booth; Early arrival for cocktails,Halal
RB012739,47389,Skyline Lounge,2024-04-30 10:49:59,17:00,2,Special wine to be decanted; Extra space for medical equipment,Halal
RB012740,1571,Sunset Restaurant,2024-07-20 18:04:38,11:00,2,,Vegan
RB012741,943,Blue Horizon Main,2024-04-26 21:37:35,18:00,1,Easy access seating required,Vegan
RB012742,10567,Skyline Lounge,2026-01-03 05:23:39,21:00,8,Bar seating; Wine pairing recommendations needed; Romantic dinner setup requested,Halal
RB012743,42219,Skyline Lounge,2025-06-21 05:02:37,14:00,8,Booster seat needed; Gluten-free options required,Vegetarian
RB012744,29795,Blue Horizon Main,2024-12-20 04:27:37,19:00,6,Anniversary celebration - special dessert requested; Bar seating; High chair required; Early arrival for cocktails,Gluten-free
RB012745,14351,Skyline Lounge,2025-01-14 22:14:29,13:00,3,Outdoor seating,Gluten-free
RB012746,5848,Sunset Restaurant,2024-01-22 15:52:57,14:00,5,Family reunion dinner; Halal meal options,Gluten-free
RB012747,48896,Skyline Lounge,2024-04-04 05:09:20,11:00,3,Outdoor seating; Wheelchair accessible table needed; Vegetarian menu options,Gluten-free
RB012748,12457,Skyline Lounge,2024-05-26 21:34:57,11:00,8,Romantic dinner setup requested; Bar seating,Vegan
RB012749,1761,Sunset Restaurant,2025-07-13 17:15:23,20:00,7,Kosher meal options; Business dinner - discrete service requested; Easy access seating required,Gluten-free
RB012750,17384,Blue Horizon Main,2025-05-23 07:48:54,16:00,7,Romantic dinner setup requested; Chef's tasting menu requested; Easy access seating required,Gluten-free
RB012751,26522,Ocean View Grill,2024-04-17 23:31:39,22:00,3,Quiet corner table; Business dinner - discrete service requested,Vegan
RB012752,417,Skyline Lounge,2024-09-30 10:39:54,14:00,7,Vegetarian menu options; Chef's tasting menu requested; Extra space for medical equipment,Halal
RB012753,7851,Blue Horizon Main,2025-11-24 23:31:11,22:00,4,Romantic dinner setup requested; Bar seating,Vegetarian
RB012754,34585,Sunset Restaurant,2024-02-12 07:31:03,21:00,5,Extra space for medical equipment,Gluten-free
RB012755,45627,Sunset Restaurant,2025-07-18 10:19:56,22:00,5,Window table with ocean view; Wheelchair accessible table needed,Vegan
RB012756,10823,Sunset Restaurant,2025-09-18 15:41:20,22:00,8,Shellfish allergy - strict preparation required; Business dinner - discrete service requested; Outdoor seating; Early arrival for cocktails,Vegetarian
RB012757,10966,Sunset Restaurant,2024-01-24 07:02:38,22:00,3,Private booth,Halal
RB012758,37508,Blue Horizon Main,2024-07-24 11:21:48,19:00,6,Early arrival for cocktails; Private booth; Extra space for medical equipment; Halal meal options,Vegetarian
RB012759,32021,Sunset Restaurant,2024-12-30 15:21:38,22:00,5,Outdoor seating,Vegetarian
RB012760,39852,Ocean View Grill,2025-01-03 08:40:46,13:00,5,Kosher meal options,None
RB012761,3553,Sunset Restaurant,2024-08-27 06:59:08,21:00,4,Near the fireplace; Easy access seating required; Wine pairing recommendations needed,Halal
RB012762,27433,Blue Horizon Main,2024-05-27 09:04:41,11:00,5,Romantic dinner setup requested; Gluten-free options required; Custom menu tasting,None
RB012763,48690,Skyline Lounge,2025-11-09 00:19:55,19:00,3,Extra space for medical equipment; Anniversary celebration - special dessert requested,None
RB012764,16578,Blue Horizon Main,2024-10-23 01:34:04,20:00,4,Vegetarian menu options; Chef's tasting menu requested; High chair required,None
RB012765,22701,Ocean View Grill,2024-08-05 22:57:24,22:00,6,Near the fireplace; High chair required,Vegan
RB012766,45504,Ocean View Grill,2024-03-02 06:39:05,12:00,8,Business dinner - discrete service requested; Private booth; Vegan menu options,Vegetarian
RB012767,39105,Blue Horizon Main,2024-12-22 02:33:31,16:00,8,Extra space for medical equipment; Outdoor seating,None
RB012768,955,Skyline Lounge,2025-05-29 13:11:50,12:00,5,Anniversary celebration - special dessert requested; Early arrival for cocktails,Vegetarian
RB012769,38547,Skyline Lounge,2024-09-06 07:11:39,15:00,4,Romantic dinner setup requested; Vegetarian menu options,Halal
RB012770,42938,Blue Horizon Main,2025-03-30 10:14:59,15:00,7,Private booth; Easy access seating required,None
RB012771,32636,Skyline Lounge,2024-02-05 18:24:53,15:00,5,Booster seat needed; Early arrival for cocktails,Vegan
RB012772,48625,Skyline Lounge,2025-12-26 19:32:45,15:00,5,Nut-free preparation required; Extra space for medical equipment,None
RB012773,3307,Skyline Lounge,2025-08-10 17:12:01,16:00,4,Romantic dinner setup requested; Vegetarian menu options,Gluten-free
RB012774,34643,Ocean View Grill,2024-08-07 21:32:22,14:00,2,Engagement celebration,Vegan
RB012775,39799,Blue Horizon Main,2025-06-08 17:38:42,22:00,2,,None
RB012776,16538,Skyline Lounge,2025-03-16 08:16:29,17:00,5,Kosher meal options; Engagement celebration; Sommelier assistance requested,Gluten-free
RB012777,39352,Skyline Lounge,2025-05-22 17:48:08,20:00,7,Extra space for medical equipment; Romantic dinner setup requested; Sommelier assistance requested,Halal
RB012778,20434,Ocean View Grill,2025-01-26 09:12:12,21:00,4,Birthday celebration - cake arranged; High chair required,Vegetarian
RB012779,39609,Sunset Restaurant,2024-10-29 07:39:02,22:00,7,Vegan menu options; Chef's tasting menu requested,Vegan
RB012780,15707,Skyline Lounge,2025-09-23 21:22:39,17:00,4,Vegan menu options; Custom menu tasting; Outdoor seating,Halal
RB012781,33731,Sunset Restaurant,2025-10-26 07:41:28,13:00,4,Window table with ocean view; Sommelier assistance requested; Wheelchair accessible table needed,None
RB012782,41161,Ocean View Grill,2024-10-05 12:14:18,13:00,4,Outdoor seating; Early arrival for cocktails,Gluten-free
RB012783,6518,Ocean View Grill,2025-06-09 15:15:30,16:00,3,Quiet corner table; Romantic dinner setup requested,Vegetarian
RB012784,10762,Ocean View Grill,2025-08-14 23:38:43,13:00,4,Romantic dinner setup requested; Booster seat needed; Special wine to be decanted,Vegan
RB012785,4511,Sunset Restaurant,2025-08-26 20:01:03,19:00,3,Wheelchair accessible table needed; Romantic dinner setup requested,Vegan
RB012786,46765,Skyline Lounge,2025-10-06 12:32:31,20:00,5,Window table with ocean view,Vegan
RB012787,34152,Sunset Restaurant,2025-12-19 00:53:03,11:00,6,Gluten-free options required; Family reunion dinner,None
RB012788,31866,Blue Horizon Main,2025-02-12 13:52:46,21:00,2,Easy access seating required; Family reunion dinner,Vegan
RB012789,2039,Skyline Lounge,2025-12-02 00:02:06,15:00,1,Special wine to be decanted; Outdoor seating,None
RB012790,7087,Blue Horizon Main,2024-01-22 22:42:03,19:00,4,Wheelchair accessible table needed,Gluten-free
RB012791,5121,Blue Horizon Main,2025-04-06 09:29:29,18:00,2,Early arrival for cocktails; Romantic dinner setup requested,Halal
RB012792,19471,Sunset Restaurant,2024-07-23 00:32:17,21:00,8,Gluten-free options required; Extra space for medical equipment,Vegan
RB012793,31773,Ocean View Grill,2024-08-06 16:43:10,12:00,7,Vegan menu options; Private booth; Business dinner - discrete service requested; Easy access seating required,Gluten-free
RB012794,24253,Blue Horizon Main,2024-06-20 07:26:01,20:00,6,Kosher meal options; Outdoor seating; Romantic dinner setup requested,None
RB012795,27299,Sunset Restaurant,2025-06-14 07:26:48,22:00,7,Business dinner - discrete service requested; Booster seat needed,Gluten-free
RB012796,32945,Blue Horizon Main,2025-07-06 04:45:26,12:00,8,Birthday celebration - cake arranged; Private booth; Special wine to be decanted,None
RB012797,20742,Sunset Restaurant,2025-10-03 07:26:05,15:00,3,Special wine to be decanted; Birthday celebration - cake arranged; Halal meal options,Halal
RB012798,10452,Sunset Restaurant,2024-11-11 15:00:32,17:00,1,Family reunion dinner,Gluten-free
RB012799,49286,Skyline Lounge,2025-06-18 13:41:43,13:00,6,Family reunion dinner; Dairy-free alternatives needed,Vegan
RB012800,47833,Ocean View Grill,2024-01-21 22:07:34,21:00,4,Window table with ocean view; Wine pairing recommendations needed; Family reunion dinner,None
RB012801,14701,Sunset Restaurant,2024-12-30 20:58:50,14:00,7,Kosher meal options; Engagement celebration; Easy access seating required,Halal
RB012802,10761,Ocean View Grill,2025-04-25 02:42:31,22:00,3,Engagement celebration; Private booth,Vegetarian
RB012803,3136,Blue Horizon Main,2024-08-29 02:56:06,18:00,7,Easy access seating required; Private booth; Custom menu tasting; Business dinner - discrete service requested,None
RB012804,11984,Blue Horizon Main,2025-10-09 14:19:22,12:00,3,Near the fireplace,Vegan
RB012805,40667,Ocean View Grill,2024-12-22 18:09:24,22:00,7,Dairy-free alternatives needed; Extra space for medical equipment; Quiet corner table,Vegetarian
RB012806,3186,Skyline Lounge,2025-01-05 18:40:07,22:00,2,,Halal
RB012807,40780,Blue Horizon Main,2024-02-12 21:08:35,22:00,7,Near the fireplace; Birthday celebration - cake arranged; Easy access seating required,Gluten-free
RB012808,42432,Blue Horizon Main,2025-07-24 05:09:08,15:00,1,Kosher meal options,Gluten-free
RB012809,5678,Sunset Restaurant,2024-07-31 01:23:00,20:00,3,Engagement celebration,Halal
RB012810,41271,Sunset Restaurant,2024-04-21 10:41:15,18:00,3,Private booth; Business dinner - discrete service requested,Vegetarian
RB012811,6156,Skyline Lounge,2024-10-26 05:09:46,19:00,7,Business dinner - discrete service requested; Early arrival for cocktails,Gluten-free
RB012812,34427,Ocean View Grill,2024-06-03 10:57:10,13:00,6,Birthday celebration - cake arranged; Halal meal options; Booster seat needed,Gluten-free
RB012813,7029,Skyline Lounge,2024-11-16 12:24:19,18:00,6,Window table with ocean view; Sommelier assistance requested,None
