booking_id,customer_id,room_number,room_type,check_in,check_out,duration_days,num_adults,num_children,loyalty_tier,special_amenities,special_requests,booking_status,payment_method,total_amount,points_earned
BK010980,17100,1510,Suite,2025-09-05 22:25:52,2025-09-17 13:00:52,12,3,0,Silver,"Welcome Drink, Fruit Basket","Connecting rooms needed, Extra pillows needed, Kosher meals required, Proposal setup assistance needed, Humidifier requested, Early check-in requested for business meeting, Airport pickup requested, Daily yoga session scheduling",Checked-out,Maestro,16197.644697663634,24296
BK010981,19456,0629,Deluxe,2025-08-10 20:44:45,2025-08-16 14:00:45,6,3,0,Gold,"Evening Turndown Service, Executive Lounge Access",,Confirmed,American Express,4504.163815955925,9008
BK010982,1120,0419,Standard,2025-06-27 12:49:50,2025-07-05 11:00:50,8,1,1,Bronze,"Basic WiFi, Welcome Drink",,Cancelled,VISA 19 digit,2995.2442209034293,2995
BK010983,22664,0116,Standard,2025-08-14 20:23:19,2025-08-26 16:00:19,12,2,0,Platinum,"Welcome Champagne, Airport Transfer","Near swimming pool, High floor room requested, Memory foam pillows requested, Roll-away bed requested, Vegan menu requested, Vegetarian meals needed, Honeymoon package requested, Champagne and strawberries setup, Humidifier requested, Extra coffee supplies requested, Early check-in requested for business meeting, Business center access after hours, Train station pickup needed, Airport pickup requested, Air purifier due to allergies, Meditation cushion needed",Confirmed,VISA 16 digit,5236.440491546973,15709
BK010984,8442,2005,Presidential Suite,2025-05-14 05:23:52,2025-05-22 13:00:52,8,2,2,Silver,"Premium WiFi, Welcome Drink","Near swimming pool, Quiet room requested, Roll-away bed requested, King bed preferred, Early breakfast requested, Dairy-free diet restrictions, Special occasion cake needed, Anniversary celebration - room decoration requested, International power adapter needed, Extra towels needed, Meeting room setup needed, Business center access after hours, Private car service needed, Helicopter transfer requested, Air purifier due to allergies, Meditation cushion needed",Checked-out,Mastercard,44752.28287095742,67128
BK010985,37940,0101,Standard,2025-08-16 02:44:49,2025-08-30 13:00:49,14,2,0,Silver,"Premium WiFi, Fruit Basket",,Cancelled,JCB 16 digit,7462.918159178501,11194
BK010986,17112,0317,Standard,2024-03-04 09:38:14,2024-03-18 11:00:14,14,1,0,Bronze,"Basic WiFi, Welcome Drink",,Checked-in,Mastercard,5483.657093799284,5483
BK010987,10416,0612,Deluxe,2025-08-27 01:02:05,2025-09-10 13:02:05,13,2,1,Titanium,"Private Butler Service, Premium Welcome Gift",,Confirmed,JCB 15 digit,8219.147450428958,32876
BK010988,16179,0122,Standard,2025-09-16 04:47:26,2025-09-26 16:47:26,9,1,1,Titanium,"Personal Chef Available, Luxury Airport Transfer",,Confirmed,Mastercard,3564.3083443261758,14257
BK010989,20895,1504,Suite,2025-11-28 06:27:57,2025-12-05 11:00:57,7,2,2,Bronze,"Welcome Drink, Basic WiFi","High floor room requested, Hypoallergenic bedding required, Halal food only, Wedding anniversary celebration, Extra towels needed, Meeting room setup needed, Daily driver service requested, Spa appointment scheduling assistance",Checked-out,VISA 16 digit,13031.057661508918,13031
BK010990,38329,1728,Suite,2024-02-17 08:16:34,2024-02-28 14:00:34,11,3,0,Gold,"Premium Welcome Drink, Executive Lounge Access",,Cancelled,JCB 15 digit,20598.597379701143,41197
BK010991,7780,1324,Suite,2024-04-07 21:57:52,2024-04-11 13:00:52,4,4,0,Silver,"Welcome Drink, Fruit Basket",,Confirmed,Maestro,10608.712172908154,15913
BK010992,35086,0519,Deluxe,2024-11-20 14:50:17,2024-11-25 13:00:17,5,2,0,Silver,"Fruit Basket, Premium WiFi","Room with bathtub preferred, Extra firm pillows, Dairy-free diet restrictions, Proposal setup assistance needed, Humidifier requested, Business center access after hours, Helicopter transfer requested, Specific medical equipment storage",Checked-in,Discover,2972.68112297043,4459
BK010993,38688,1414,Suite,2025-02-15 13:09:29,2025-02-19 13:00:29,4,4,0,Silver,"Fruit Basket, Welcome Drink",,Confirmed,VISA 16 digit,6297.9651885152725,9446
BK010994,3248,0707,Deluxe,2025-07-08 00:40:22,2025-07-20 14:00:22,12,1,1,Gold,"Premium Welcome Drink, Executive Lounge Access",,Checked-in,American Express,7748.181874846117,15496
BK010995,35727,0330,Standard,2024-07-24 21:20:50,2024-07-31 09:20:50,5,2,0,Titanium,"Private Butler Service, Custom Room Fragrance",,Confirmed,VISA 13 digit,1809.5361893225931,7238
BK010996,22438,0822,Deluxe,2025-05-14 16:33:03,2025-05-18 16:00:03,4,1,1,Platinum,"Airport Transfer, Premium Amenities",,Cancelled,VISA 16 digit,2109.8267243188648,6329
BK010997,16751,1616,Suite,2025-11-27 20:08:20,2025-11-30 13:00:20,3,3,0,Silver,"Premium WiFi, Welcome Drink",,Checked-out,American Express,4088.032988496991,6132
BK010998,16659,0425,Standard,2024-12-15 11:27:41,2024-12-19 23:27:41,3,1,0,Titanium,"Luxury Airport Transfer, Premium Welcome Gift",,Cancelled,JCB 16 digit,1074.6165270826937,4298
BK010999,36227,1705,Suite,2025-05-14 20:38:20,2025-05-15 14:00:20,1,3,1,Gold,"Evening Turndown Service, Premium Welcome Drink",,Checked-in,VISA 13 digit,1391.4416849754875,2782
BK011000,48398,1911,Presidential Suite,2024-09-25 06:58:01,2024-09-30 11:00:01,5,2,3,Bronze,"Basic WiFi, Welcome Drink",,Checked-out,Discover,26154.239166945445,26154
BK011001,23184,1402,Suite,2025-11-05 11:22:49,2025-11-07 23:22:49,1,4,0,Titanium,"Custom Room Fragrance, Personal Chef Available","Quiet room requested, Roll-away bed requested, Dairy-free diet restrictions, Birthday surprise setup needed, Air purifier needed, Early check-in requested for business meeting, Private car service needed, Meditation cushion needed",Checked-in,JCB 16 digit,1664.8196895218653,6659
BK011002,24772,0626,Deluxe,2024-04-12 05:50:03,2024-04-15 16:00:03,3,2,0,Platinum,"Welcome Champagne, Premium Amenities",,Checked-out,Diners Club / Carte Blanche,1921.836156354464,5765
BK011003,16051,0809,Deluxe,2025-09-10 15:59:24,2025-09-17 16:00:24,7,3,0,Platinum,"Welcome Champagne, Evening Turndown Service","Accessible room required, Extra blankets needed, Nut allergy - strict avoidance needed, Birthday surprise setup needed, Extra towels needed, Video conference setup assistance, Airport pickup requested, Spa appointment scheduling assistance",Checked-in,American Express,5275.654346434301,15826
BK011004,33767,1420,Suite,2024-12-21 01:35:03,2024-12-30 13:35:03,8,1,2,Titanium,"Premium Welcome Gift, Custom Room Fragrance",,Confirmed,Maestro,9602.098702092275,38408
BK011005,33410,0502,Deluxe,2025-09-04 08:19:51,2025-09-07 11:00:51,3,3,0,Bronze,"Welcome Drink, Basic WiFi",,Cancelled,Diners Club / Carte Blanche,2423.990963040718,2423
BK011006,36003,0912,Deluxe,2025-12-03 23:14:20,2025-12-08 11:00:20,5,2,1,Bronze,"Welcome Drink, Basic WiFi","High floor room requested, Ocean view preferred, King bed preferred, Extra firm pillows, Gluten-free meals required, Kosher meals required, Special occasion cake needed, Honeymoon package requested, Yoga mat in room, Extra towels needed, Office supplies needed in room, Business center access after hours, Helicopter transfer requested, Train station pickup needed, Fitness equipment in room requested, Spa appointment scheduling assistance",Checked-in,Diners Club / Carte Blanche,4494.897033723428,4494
BK011007,31223,0320,Standard,2025-04-09 14:27:37,2025-04-23 14:00:37,14,2,0,Gold,"Evening Turndown Service, Premium Welcome Drink",,Confirmed,VISA 16 digit,5990.478285828445,11980
BK011008,31184,0612,Deluxe,2024-05-13 23:37:50,2024-05-18 16:00:50,5,3,0,Platinum,"Welcome Champagne, Airport Transfer",,Cancelled,VISA 13 digit,2981.668724568015,8945
BK011009,21224,0619,Deluxe,2024-08-06 11:24:31,2024-08-16 11:00:31,10,1,1,Bronze,"Basic WiFi, Welcome Drink",,Cancelled,American Express,5417.186532890024,5417
BK011010,38248,1728,Suite,2024-03-23 11:30:14,2024-03-30 23:30:14,6,3,1,Titanium,"Private Butler Service, Personal Chef Available",,Cancelled,VISA 13 digit,12280.330827839694,49121
BK011011,1730,0213,Standard,2024-01-05 10:20:00,2024-01-15 13:00:00,10,2,0,Silver,"Fruit Basket, Premium WiFi",,Cancelled,VISA 16 digit,5118.300623223882,7677
BK011012,14283,1109,Deluxe,2024-07-25 02:32:45,2024-08-05 11:00:45,11,2,0,Bronze,"Basic WiFi, Welcome Drink","Near swimming pool, Extra blankets needed, Halal food only, Anniversary celebration - room decoration requested, Yoga mat in room, Meeting room setup needed, Airport pickup requested, Fitness equipment in room requested",Cancelled,Discover,7997.43972110522,7997
BK011013,2321,0927,Deluxe,2025-04-09 19:24:30,2025-04-25 07:24:30,14,1,1,Titanium,"Custom Room Fragrance, Premium Welcome Gift",No special requests,Confirmed,JCB 15 digit,6557.327893686002,26229
BK011014,24720,1212,Suite,2025-02-26 04:30:15,2025-03-06 13:00:15,8,4,0,Silver,"Premium WiFi, Fruit Basket","Away from elevator, Corner room preferred, High floor room requested, King bed preferred, Memory foam pillows requested, Extra firm pillows, Kosher meals required, Vegetarian meals needed, Dairy-free diet restrictions, Anniversary celebration - room decoration requested, Birthday surprise setup needed, Wedding anniversary celebration, Humidifier requested, Extra hangers needed, International power adapter needed, Late check-out needed, Meeting room setup needed, Video conference setup assistance, Luxury car rental assistance, Airport pickup requested, Helicopter transfer requested, Air purifier due to allergies, Specific medical equipment storage, Spa appointment scheduling assistance",Checked-in,Maestro,22671.37172656587,34007
BK011015,29233,0314,Standard,2024-11-27 05:20:33,2024-12-06 16:00:33,9,2,0,Platinum,"Premium Amenities, Evening Turndown Service",No special requests,Checked-in,Discover,3403.540535004893,10210
BK011016,7413,0703,Deluxe,2024-07-22 14:09:05,2024-07-30 14:00:05,8,1,1,Gold,"Evening Turndown Service, Executive Lounge Access","Room with bathtub preferred, Connecting rooms needed, Near swimming pool, Crib needed for infant, Extra pillows needed, Extra firm pillows, Vegetarian meals needed, Nut allergy - strict avoidance needed, Kosher meals required, Anniversary celebration - room decoration requested, Birthday surprise setup needed, Honeymoon package requested, Daily newspaper delivery, Humidifier requested, Yoga mat in room, Office supplies needed in room, Late check-out needed, Early check-in requested for business meeting, Train station pickup needed, Private car service needed, Daily driver service requested, Air purifier due to allergies, Fitness equipment in room requested, Daily yoga session scheduling",Checked-out,Maestro,4250.296772529928,8500
BK011017,24010,1823,Presidential Suite,2025-05-01 09:09:33,2025-05-13 21:09:33,11,3,0,Titanium,"Premium Welcome Gift, Luxury Airport Transfer",No special requests,Confirmed,Diners Club / Carte Blanche,46261.569527962994,185046
BK011018,6176,0210,Standard,2024-10-01 16:03:11,2024-10-11 04:03:11,8,1,0,Titanium,"Premium Welcome Gift, Custom Room Fragrance",,Confirmed,VISA 19 digit,2989.29100020038,11957
BK011019,23957,0109,Standard,2025-07-03 19:32:35,2025-07-10 16:00:35,7,1,0,Platinum,"Airport Transfer, Welcome Champagne",,Cancelled,Discover,2385.777161904912,7157
BK011020,17989,0414,Standard,2024-07-10 11:58:10,2024-07-18 13:00:10,8,2,0,Silver,"Premium WiFi, Fruit Basket",,Checked-out,VISA 16 digit,3392.724154339164,5089
BK011021,47489,1806,Presidential Suite,2025-06-11 09:54:44,2025-06-25 11:00:44,14,2,0,Bronze,"Welcome Drink, Basic WiFi","Near swimming pool, Crib needed for infant, Vegan menu requested, Romance package requested, International power adapter needed, Office supplies needed in room, Private car service needed, Daily yoga session scheduling",Checked-out,JCB 16 digit,70159.211619116,70159
BK011022,7607,2030,Presidential Suite,2025-09-13 12:25:54,2025-09-20 11:00:54,7,2,0,Bronze,"Basic WiFi, Welcome Drink","Away from elevator, Corner room preferred, Near swimming pool, Feather-free bedding required, Memory foam pillows requested, Roll-away bed requested, Nut allergy - strict avoidance needed, Vegetarian meals needed, Kosher meals required, Proposal setup assistance needed, Anniversary celebration - room decoration requested, Honeymoon package requested, Humidifier requested, Extra hangers needed, Air purifier needed, Office supplies needed in room, Meeting room setup needed, Early check-in requested for business meeting, Train station pickup needed, Airport pickup requested, Helicopter transfer requested, Spa appointment scheduling assistance, Fitness equipment in room requested, Daily yoga session scheduling",Confirmed,Diners Club / Carte Blanche,31919.630512528678,31919
BK011023,25961,2030,Presidential Suite,2024-10-08 12:11:29,2024-10-19 14:00:29,11,3,1,Gold,"Evening Turndown Service, Premium Welcome Drink","High floor room requested, Quiet room requested, Hypoallergenic bedding required, Crib needed for infant, Kosher meals required, Vegetarian meals needed, Wedding anniversary celebration, Anniversary celebration - room decoration requested, Extra hangers needed, International power adapter needed, Meeting room setup needed, Video conference setup assistance, Private car service needed, Train station pickup needed, Daily yoga session scheduling, Meditation cushion needed",Cancelled,VISA 19 digit,66539.71120243066,133079
BK011024,7047,1806,Presidential Suite,2024-09-06 01:46:44,2024-09-18 13:46:44,11,4,2,Titanium,"Premium Welcome Gift, Private Butler Service",,Checked-in,Discover,65353.89878321605,261415
BK011025,2682,1020,Deluxe,2025-07-28 07:30:16,2025-07-30 19:30:16,1,3,0,Titanium,"Private Butler Service, Premium Welcome Gift",,Checked-in,Diners Club / Carte Blanche,679.3160836984292,2717
BK011026,36309,0125,Standard,2025-03-09 01:15:17,2025-03-20 11:00:17,11,2,0,Bronze,"Basic WiFi, Welcome Drink",,Cancelled,VISA 19 digit,5812.2480567281145,5812
BK011027,15260,0316,Standard,2025-06-01 16:52:03,2025-06-10 11:00:03,9,2,0,Bronze,"Welcome Drink, Basic WiFi",,Checked-out,American Express,4851.988820481205,4851
BK011028,34275,1415,Suite,2024-10-08 14:17:30,2024-10-14 13:00:30,6,3,1,Silver,"Fruit Basket, Premium WiFi","High floor room requested, Crib needed for infant, Vegetarian meals needed, Proposal setup assistance needed, Extra towels needed, Printing services required, Daily driver service requested, Fitness equipment in room requested",Confirmed,Diners Club / Carte Blanche,9705.551169193046,14558
BK011029,27087,0809,Deluxe,2025-04-07 06:40:00,2025-04-15 13:00:00,8,2,1,Silver,"Welcome Drink, Fruit Basket","Corner room preferred, Room with balcony requested, Extra blankets needed, Memory foam pillows requested, In-room dining setup requested, Vegan menu requested, Birthday surprise setup needed, Proposal setup assistance needed, Air purifier needed, Daily newspaper delivery, Early check-in requested for business meeting, Late check-out needed, Daily driver service requested, Train station pickup needed, Specific medical equipment storage, Fitness equipment in room requested",Cancelled,Maestro,6597.943844189951,9896
BK011030,20116,1809,Presidential Suite,2024-07-24 18:56:02,2024-08-09 06:56:02,14,3,2,Titanium,"Custom Room Fragrance, Premium Welcome Gift",,Confirmed,VISA 13 digit,63247.09871122014,252988
BK011031,11199,0429,Standard,2025-04-29 03:29:19,2025-05-10 11:00:19,11,2,0,Bronze,"Basic WiFi, Welcome Drink",,Confirmed,VISA 16 digit,5839.306131896195,5839
BK011032,13694,1206,Suite,2025-09-27 04:17:05,2025-10-09 13:00:05,12,2,1,Silver,"Premium WiFi, Fruit Basket",,Cancelled,Maestro,15111.301549041,22666
BK011033,41512,0505,Deluxe,2024-08-26 01:55:56,2024-09-07 13:55:56,11,2,0,Titanium,"Private Butler Service, Premium Welcome Gift",,Confirmed,JCB 16 digit,5896.780313371818,23587
BK011034,38437,1622,Suite,2024-11-04 16:44:19,2024-11-17 16:00:19,13,2,2,Platinum,"Welcome Champagne, Evening Turndown Service",,Checked-out,Discover,19766.815541553293,59300
BK011035,30761,2015,Presidential Suite,2025-04-09 22:05:24,2025-04-21 14:00:24,12,2,1,Gold,"Evening Turndown Service, Premium Welcome Drink","Quiet room requested, Near swimming pool, Corner room preferred, Memory foam pillows requested, Feather-free bedding required, Extra blankets needed, In-room dining setup requested, Kosher meals required, Dairy-free diet restrictions, Wedding anniversary celebration, Champagne and strawberries setup, Proposal setup assistance needed, International power adapter needed, Humidifier requested, Extra hangers needed, Office supplies needed in room, Printing services required, Video conference setup assistance, Airport pickup requested, Private car service needed, Luxury car rental assistance, Specific medical equipment storage, Spa appointment scheduling assistance, Fitness equipment in room requested",Checked-out,VISA 13 digit,60404.16776960384,120808
BK011036,4841,0203,Standard,2025-04-05 16:00:56,2025-04-19 11:00:56,14,1,0,Bronze,"Welcome Drink, Basic WiFi",No special requests,Cancelled,Diners Club / Carte Blanche,5150.874283767273,5150
BK011037,23519,0610,Deluxe,2024-09-09 21:09:47,2024-09-12 11:00:47,3,2,0,Bronze,"Basic WiFi, Welcome Drink",No special requests,Checked-out,VISA 16 digit,2478.094180245425,2478
BK011038,29848,0802,Deluxe,2024-07-04 08:34:50,2024-07-11 14:00:50,7,2,0,Gold,"Premium Welcome Drink, Executive Lounge Access","Room with bathtub preferred, High floor room requested, Connecting rooms needed, Crib needed for infant, Roll-away bed requested, King bed preferred, Dairy-free diet restrictions, Early breakfast requested, Gluten-free meals required, Anniversary celebration - room decoration requested, Champagne and strawberries setup, Honeymoon package requested, Extra hangers needed, Extra towels needed, Daily newspaper delivery, Early check-in requested for business meeting, Late check-out needed, Printing services required, Daily driver service requested, Luxury car rental assistance, Train station pickup needed, Personal trainer session requested, Air purifier due to allergies, Meditation cushion needed",Cancelled,Maestro,4464.223169697879,8928
BK011039,15277,0826,Deluxe,2025-05-30 09:55:33,2025-06-12 13:00:33,13,2,1,Silver,"Fruit Basket, Premium WiFi",,Confirmed,Discover,7985.630516778211,11978
BK011040,31790,0320,Standard,2025-04-12 10:03:58,2025-04-22 22:03:58,9,2,0,Titanium,"Private Butler Service, Custom Room Fragrance",No special requests,Checked-in,JCB 15 digit,3152.4206971532803,12609
BK011041,1783,1525,Suite,2025-02-16 12:39:47,2025-02-23 11:00:47,7,3,1,Bronze,"Welcome Drink, Basic WiFi","Quiet room requested, Extra pillows needed, Early breakfast requested, Wedding anniversary celebration, Air purifier needed, Late check-out needed, Helicopter transfer requested, Meditation cushion needed",Checked-out,Discover,16047.905871604067,16047
BK011042,49231,1812,Presidential Suite,2025-04-30 16:47:42,2025-05-09 11:00:42,9,2,1,Bronze,"Welcome Drink, Basic WiFi",,Checked-in,VISA 16 digit,43008.010796068076,43008
BK011043,1232,0419,Standard,2024-04-14 03:55:27,2024-04-17 11:00:27,3,1,0,Bronze,"Welcome Drink, Basic WiFi",,Checked-out,VISA 16 digit,1095.2598867794002,1095
BK011044,14928,1917,Presidential Suite,2024-09-11 23:14:10,2024-09-25 11:14:10,12,1,3,Titanium,"Personal Chef Available, Custom Room Fragrance",,Checked-out,Discover,51610.44384944638,206441
BK011045,1776,1420,Suite,2024-05-20 15:54:17,2024-05-28 14:00:17,8,3,0,Gold,"Premium Welcome Drink, Evening Turndown Service",,Cancelled,JCB 15 digit,13854.539058596341,27709
BK011046,17630,0809,Deluxe,2025-11-06 21:53:17,2025-11-09 14:00:17,3,1,2,Gold,"Evening Turndown Service, Executive Lounge Access",,Confirmed,American Express,1569.123467288704,3138
BK011047,31054,1607,Suite,2025-01-17 02:21:02,2025-01-18 16:00:02,1,1,3,Platinum,"Welcome Champagne, Airport Transfer","Quiet room requested, Accessible room required, King bed preferred, Extra pillows needed, Vegan menu requested, In-room dining setup requested, Champagne and strawberries setup, Wedding anniversary celebration, Extra towels needed, Extra coffee supplies requested, Video conference setup assistance, Late check-out needed, Train station pickup needed, Private car service needed, Spa appointment scheduling assistance, Meditation cushion needed",Cancelled,Diners Club / Carte Blanche,1692.3715287413997,5077
BK011048,16629,0306,Standard,2024-06-17 18:32:21,2024-06-21 16:00:21,4,2,0,Platinum,"Welcome Champagne, Premium Amenities",,Confirmed,VISA 16 digit,1905.1455957243707,5715
BK011049,35048,1116,Deluxe,2025-10-06 05:48:02,2025-10-18 17:48:02,11,2,1,Titanium,"Luxury Airport Transfer, Personal Chef Available",No special requests,Checked-in,Mastercard,6983.722131038058,27934
BK011050,13687,1112,Deluxe,2024-11-10 16:37:54,2024-11-24 16:00:54,14,2,0,Platinum,"Premium Amenities, Welcome Champagne","Quiet room requested, Corner room preferred, Extra pillows needed, Extra firm pillows, Kosher meals required, Vegetarian meals needed, Romance package requested, Proposal setup assistance needed, Yoga mat in room, Extra hangers needed, Office supplies needed in room, Early check-in requested for business meeting, Helicopter transfer requested, Daily driver service requested, Specific medical equipment storage, Spa appointment scheduling assistance",Checked-out,Diners Club / Carte Blanche,9205.792465557566,27617
BK011051,23181,1511,Suite,2025-07-30 01:04:34,2025-08-04 13:04:34,4,3,1,Titanium,"Luxury Airport Transfer, Custom Room Fragrance","Room with bathtub preferred, Corner room preferred, Extra pillows needed, Roll-away bed requested, Late dinner service needed, Kosher meals required, Proposal setup assistance needed, Wedding anniversary celebration, Yoga mat in room, Air purifier needed, Video conference setup assistance, Business center access after hours, Luxury car rental assistance, Daily driver service requested, Personal trainer session requested, Fitness equipment in room requested",Checked-in,VISA 19 digit,6053.223924530836,24212
BK011052,23637,0423,Standard,2025-01-14 14:52:51,2025-01-26 11:00:51,12,2,0,Bronze,"Basic WiFi, Welcome Drink",No special requests,Cancelled,VISA 16 digit,4914.866644085938,4914
BK011053,3094,0919,Deluxe,2025-10-26 23:23:54,2025-11-06 14:00:54,11,3,0,Gold,"Premium Welcome Drink, Executive Lounge Access",,Checked-out,Discover,8458.763801113244,16917
BK011054,27254,0212,Standard,2025-07-23 05:52:13,2025-07-28 17:52:13,4,2,0,Titanium,"Personal Chef Available, Luxury Airport Transfer","Corner room preferred, Away from elevator, Ocean view preferred, Extra pillows needed, Feather-free bedding required, Roll-away bed requested, Kosher meals required, Vegetarian meals needed, In-room dining setup requested, Birthday surprise setup needed, Special occasion cake needed, Wedding anniversary celebration, Humidifier requested, Specific brand toiletries requested, Yoga mat in room, Early check-in requested for business meeting, Business center access after hours, Meeting room setup needed, Airport pickup requested, Private car service needed, Helicopter transfer requested, Specific medical equipment storage, Fitness equipment in room requested, Daily yoga session scheduling",Confirmed,JCB 16 digit,1405.4137455960702,5621
BK011055,3648,1925,Presidential Suite,2025-05-03 11:33:33,2025-05-14 11:00:33,11,2,3,Bronze,"Basic WiFi, Welcome Drink",,Checked-out,JCB 16 digit,55048.226667571485,55048
BK011056,9011,0810,Deluxe,2025-01-21 08:24:33,2025-01-24 14:00:33,3,3,0,Gold,"Executive Lounge Access, Premium Welcome Drink","Room with bathtub preferred, Away from elevator, Accessible room required, Extra firm pillows, Roll-away bed requested, King bed preferred, Kosher meals required, Nut allergy - strict avoidance needed, Dairy-free diet restrictions, Wedding anniversary celebration, Anniversary celebration - room decoration requested, Honeymoon package requested, Yoga mat in room, Extra hangers needed, Extra towels needed, Late check-out needed, Video conference setup assistance, Early check-in requested for business meeting, Train station pickup needed, Luxury car rental assistance, Private car service needed, Spa appointment scheduling assistance, Daily yoga session scheduling, Meditation cushion needed",Checked-in,Maestro,2484.513591623119,4969
BK011057,20556,1002,Deluxe,2025-12-20 23:43:12,2026-01-01 11:00:12,12,1,1,Bronze,"Basic WiFi, Welcome Drink",,Confirmed,VISA 16 digit,8488.506906391354,8488
BK011058,23714,1415,Suite,2025-08-24 05:06:39,2025-08-29 13:00:39,5,1,1,Silver,"Welcome Drink, Premium WiFi",No special requests,Confirmed,VISA 16 digit,6599.400656626272,9899
BK011059,22495,1814,Presidential Suite,2024-12-23 10:44:23,2025-01-03 22:44:23,10,3,3,Titanium,"Private Butler Service, Custom Room Fragrance",,Checked-in,JCB 16 digit,44695.06036729882,178780
BK011060,37597,1105,Deluxe,2024-09-16 14:40:04,2024-09-21 02:40:04,3,2,0,Titanium,"Luxury Airport Transfer, Private Butler Service",No special requests,Checked-in,American Express,1464.2035181583342,5856
BK011061,25505,1524,Suite,2025-12-12 12:05:13,2025-12-26 16:00:13,14,2,0,Platinum,"Welcome Champagne, Airport Transfer",,Cancelled,VISA 16 digit,24782.234963920433,74346
BK011062,16534,0224,Standard,2025-02-19 12:21:03,2025-02-21 14:00:03,2,1,0,Gold,"Evening Turndown Service, Executive Lounge Access",,Checked-in,JCB 15 digit,734.0368798144342,1468
BK011063,42249,0730,Deluxe,2025-10-10 21:20:59,2025-10-16 09:20:59,4,1,1,Titanium,"Private Butler Service, Custom Room Fragrance",,Checked-in,VISA 16 digit,2413.6567297686684,9654
BK011064,14918,2004,Presidential Suite,2024-05-13 21:31:00,2024-05-27 09:31:00,12,3,0,Titanium,"Personal Chef Available, Luxury Airport Transfer","Connecting rooms needed, High floor room requested, Memory foam pillows requested, Hypoallergenic bedding required, Gluten-free meals required, Vegetarian meals needed, Wedding anniversary celebration, Special occasion cake needed, Specific brand toiletries requested, Daily newspaper delivery, Meeting room setup needed, Early check-in requested for business meeting, Private car service needed, Train station pickup needed, Fitness equipment in room requested, Daily yoga session scheduling",Checked-out,VISA 13 digit,60794.75804522507,243179
BK011065,4924,0105,Standard,2025-09-21 03:25:30,2025-10-06 15:25:30,14,1,0,Titanium,"Custom Room Fragrance, Personal Chef Available",,Confirmed,Diners Club / Carte Blanche,4679.9724899764415,18719
BK011066,34439,1314,Suite,2024-03-07 16:45:31,2024-03-10 13:00:31,3,1,2,Silver,"Fruit Basket, Welcome Drink",,Checked-in,JCB 16 digit,6470.876857892572,9706
BK011067,8715,0930,Deluxe,2024-01-15 16:04:52,2024-01-23 13:00:52,8,3,0,Silver,"Fruit Basket, Premium WiFi",,Cancelled,Discover,6293.149229821932,9439
BK011068,38524,0326,Standard,2024-11-04 08:16:20,2024-11-16 13:00:20,12,1,0,Silver,"Premium WiFi, Welcome Drink","Away from elevator, Room with bathtub preferred, Extra pillows needed, King bed preferred, Vegan menu requested, In-room dining setup requested, Proposal setup assistance needed, Honeymoon package requested, Air purifier needed, Specific brand toiletries requested, Meeting room setup needed, Early check-in requested for business meeting, Daily driver service requested, Helicopter transfer requested, Fitness equipment in room requested, Personal trainer session requested",Checked-in,Maestro,4544.4690191225545,6816
BK011069,25227,0229,Standard,2024-05-17 21:26:54,2024-05-20 09:26:54,1,2,0,Titanium,"Premium Welcome Gift, Custom Room Fragrance",No special requests,Checked-out,Maestro,442.08479602137055,1768
BK011070,36767,1124,Deluxe,2025-04-18 12:02:23,2025-04-29 13:00:23,11,3,0,Silver,"Premium WiFi, Fruit Basket",,Checked-out,VISA 16 digit,8790.927064740972,13186
BK011071,30969,1014,Deluxe,2025-06-20 20:25:05,2025-06-26 11:00:05,6,3,0,Bronze,"Basic WiFi, Welcome Drink",,Confirmed,Mastercard,4004.387266777745,4004
BK011072,27022,0121,Standard,2024-07-05 11:08:54,2024-07-08 13:00:54,3,2,0,Silver,"Premium WiFi, Welcome Drink","Ocean view preferred, Away from elevator, Accessible room required, Extra pillows needed, Feather-free bedding required, King bed preferred, In-room dining setup requested, Vegan menu requested, Halal food only, Romance package requested, Champagne and strawberries setup, Anniversary celebration - room decoration requested, Daily newspaper delivery, Specific brand toiletries requested, Humidifier requested, Late check-out needed, Printing services required, Business center access after hours, Luxury car rental assistance, Train station pickup needed, Private car service needed, Specific medical equipment storage, Daily yoga session scheduling, Meditation cushion needed",Checked-out,Maestro,1307.3732600379763,1961
BK011073,44287,1111,Deluxe,2025-04-07 02:25:20,2025-04-18 16:00:20,11,3,0,Platinum,"Airport Transfer, Evening Turndown Service","Corner room preferred, Near swimming pool, Room with bathtub preferred, Roll-away bed requested, Hypoallergenic bedding required, Crib needed for infant, Late dinner service needed, Vegetarian meals needed, Nut allergy - strict avoidance needed, Honeymoon package requested, Special occasion cake needed, Proposal setup assistance needed, Extra hangers needed, International power adapter needed, Extra towels needed, Video conference setup assistance, Early check-in requested for business meeting, Late check-out needed, Train station pickup needed, Helicopter transfer requested, Private car service needed, Specific medical equipment storage, Personal trainer session requested, Meditation cushion needed",Checked-in,American Express,7355.469352075982,22066
BK011074,18248,0520,Deluxe,2025-06-30 18:46:57,2025-07-14 14:00:57,14,1,1,Gold,"Evening Turndown Service, Premium Welcome Drink",,Confirmed,VISA 19 digit,6996.93583172972,13993
BK011075,22799,0526,Deluxe,2024-01-07 02:57:50,2024-01-17 13:00:50,10,2,0,Silver,"Premium WiFi, Welcome Drink",,Confirmed,Discover,5944.865345577529,8917
