payment_id,booking_id,amount,payment_method,payment_provider,status,timestamp,processing_fee,total_charged
PAY011126,BK009780,15129.824002030202,Debit Card,Visa Debit,Completed,2024-03-30 01:58:04,227.147360030453,15356.971362060654
PAY011127,BK009781,14006.384618716958,Credit Card,MasterCard,Completed,2024-01-09 11:48:22,406.48515394279184,14412.86977265975
PAY011128,BK009782,920.6504423008575,Bank Transfer,ACH,Completed,2024-12-16 15:21:30,12.206504423008575,932.8569467238663
PAY011128,BK009782,4603.2522115042875,Bank Transfer,ACH,Completed,2024-12-22 15:21:30,61.03252211504287,4664.284733619331
PAY011130,BK009783,74478.14713677597,Credit Card,American Express,Completed,2024-02-09 11:54:06,2160.1662669665034,76638.31340374248
PAY011131,BK009784,35993.550333157036,Credit Card,Visa,Completed,2024-07-04 05:02:39,1044.112959661554,37037.66329281859
PAY011132,BK009785,5003.030887578476,Credit Card,Visa,Completed,2024-05-20 19:01:57,145.38789573977581,5148.418783318251
PAY011133,BK009786,7040.914019421885,Credit Card,American Express,Completed,2024-09-05 16:44:27,204.48650656323468,7245.40052598512
PAY011134,BK009787,6394.057326463268,Bank Transfer,ACH,Completed,2023-12-12 09:25:34,66.94057326463268,6460.9978997279
PAY011134,BK009787,31970.286632316336,Bank Transfer,ACH,Completed,2024-01-13 09:25:34,334.7028663231634,32304.9894986395
PAY011136,BK009788,12965.458061434332,Corporate Account,Corporate Card,Completed,2025-10-07 21:28:33,129.65458061434333,13095.112642048676
PAY011137,BK009789,911.1025769317166,Credit Card,Visa,Completed,2025-09-07 01:11:14,26.721974731019785,937.8245516627364
PAY011138,BK009790,3314.9777103915035,Credit Card,MasterCard,Completed,2025-11-02 08:36:35,96.4343536013536,3411.412063992857
PAY011139,BK009791,8107.060075973877,Corporate Account,Corporate Card,Completed,2025-12-13 19:16:43,81.07060075973878,8188.130676733616
PAY011140,BK009792,29331.369274223547,Credit Card,Visa,Completed,2025-11-06 19:53:35,850.9097089524829,30182.27898317603
PAY011141,BK009793,5488.439412406866,Bank Transfer,ACH,Completed,2025-10-12 19:29:16,57.88439412406866,5546.323806530934
PAY011141,BK009793,27442.197062034327,Bank Transfer,ACH,Completed,2025-10-24 19:29:16,289.4219706203433,27731.61903265467
PAY011143,BK009794,54941.45365908218,Credit Card,Discover,Completed,2025-10-24 00:51:27,1593.6021561133832,56535.05581519556
PAY011144,BK009795,19096.396899245454,Credit Card,Discover,Completed,2024-10-20 13:17:51,554.0955100781182,19650.49240932357
PAY011145,BK009796,10297.721945549793,Corporate Account,Corporate Card,Completed,2025-04-25 15:19:56,102.97721945549793,10400.69916500529
PAY011146,BK009797,12192.834995006824,Credit Card,American Express,Completed,2025-08-04 18:25:58,353.89221485519795,12546.727209862021
PAY011147,BK009798,4036.200024166421,Debit Card,MasterCard Debit,Completed,2025-11-09 07:54:22,60.74300036249632,4096.943024528917
PAY011148,BK009799,6511.4687695202765,Debit Card,MasterCard Debit,Completed,2025-11-14 14:27:14,97.87203154280415,6609.340801063081
PAY011149,BK009800,4410.137869768623,Credit Card,American Express,Completed,2024-03-16 01:38:58,128.1939982232901,4538.331867991913
PAY011150,BK009801,8280.663581785604,Corporate Account,Corporate Card,Completed,2025-01-18 07:52:39,82.80663581785605,8363.47021760346
PAY011151,BK009802,31788.68343259573,Corporate Account,Direct Billing,Completed,2025-07-28 07:26:18,317.8868343259573,32106.570266921688
PAY011152,BK009803,45899.319435674835,Credit Card,American Express,Completed,2024-01-11 04:16:46,1331.3802636345702,47230.69969930941
PAY011153,BK009804,3806.7578253206784,Debit Card,Visa Debit,Completed,2024-09-23 12:03:13,57.30136737981018,3864.0591927004884
PAY011154,BK009805,4086.5011533756424,Debit Card,MasterCard Debit,Completed,2024-07-06 14:54:39,61.497517300634634,4147.9986706762775
PAY011155,BK009806,14022.81305802136,Credit Card,Discover,Completed,2024-12-09 10:36:58,406.96157868261946,14429.77463670398
PAY011156,BK009807,2289.5064776140466,Bank Transfer,ACH,Completed,2025-10-17 06:29:41,25.895064776140465,2315.401542390187
PAY011156,BK009807,11447.532388070233,Bank Transfer,ACH,Completed,2025-11-25 06:29:41,129.47532388070232,11577.007711950935
PAY011158,BK009808,5029.483057069535,Credit Card,MasterCard,Completed,2024-10-12 22:39:48,146.15500865501653,5175.638065724552
PAY011159,BK009809,49596.04716238158,Credit Card,Visa,Completed,2024-12-26 20:38:44,1438.5853677090658,51034.63253009065
PAY011160,BK009810,3344.606840761207,Corporate Account,Direct Billing,Completed,2024-04-18 22:03:18,33.44606840761207,3378.052909168819
PAY011161,BK009811,2289.781953525884,Credit Card,MasterCard,Completed,2024-05-03 02:56:31,66.70367665225064,2356.4856301781347
PAY011162,BK009812,3513.8580091084714,Bank Transfer,Wire Transfer,Completed,2023-12-02 13:29:29,38.13858009108471,3551.9965891995557
PAY011162,BK009812,17569.290045542355,Bank Transfer,Wire Transfer,Completed,2024-01-12 13:29:29,190.69290045542354,17759.982945997777
PAY011164,BK009813,4088.1774427686464,Debit Card,Visa Debit,Completed,2024-03-22 13:31:48,61.522661641529695,4149.700104410176
PAY011165,BK009814,4694.6044593784945,Bank Transfer,ACH,Completed,2024-08-07 18:19:40,49.94604459378495,4744.550503972279
PAY011165,BK009814,23473.02229689247,Bank Transfer,ACH,Completed,2024-09-25 18:19:40,249.73022296892472,23722.752519861395
PAY011167,BK009815,25525.646954751635,Credit Card,Visa,Completed,2025-03-26 09:24:32,740.5437616877974,26266.190716439432
PAY011168,BK009816,5533.193567182063,Corporate Account,Corporate Card,Completed,2024-10-12 18:52:07,55.33193567182063,5588.525502853883
PAY011169,BK009817,3455.0313906107795,Debit Card,Visa Debit,Completed,2024-10-23 10:48:25,52.02547085916169,3507.056861469941
PAY011170,BK009818,24134.963951924292,Corporate Account,Direct Billing,Completed,2024-01-24 14:10:20,241.3496395192429,24376.313591443533
PAY011171,BK009819,302.38813462487286,Bank Transfer,ACH,Completed,2024-12-11 05:19:09,6.023881346248729,308.41201597112155
PAY011171,BK009819,1511.9406731243641,Bank Transfer,ACH,Completed,2025-01-03 05:19:09,30.119406731243643,1542.0600798556077
PAY011173,BK009820,7307.099243615448,Corporate Account,Corporate Card,Completed,2025-03-14 18:31:59,73.07099243615448,7380.170236051603
PAY011174,BK009821,16900.766936079846,Debit Card,Visa Debit,Completed,2025-02-19 03:33:42,253.71150404119768,17154.478440121045
PAY011175,BK009822,3181.4333640631785,Bank Transfer,ACH,Completed,2024-11-16 01:04:46,34.81433364063178,3216.2476977038104
PAY011175,BK009822,15907.166820315892,Bank Transfer,ACH,Completed,2024-12-06 01:04:46,174.0716682031589,16081.238488519051
PAY011177,BK009823,410.42034751034777,Debit Card,MasterCard Debit,Completed,2024-05-02 11:41:36,6.356305212655217,416.776652723003
PAY011178,BK009824,623.0178528983532,Credit Card,Visa,Completed,2024-07-29 14:36:02,18.367517734052246,641.3853706324055
PAY011179,BK009825,1034.5413660169752,Credit Card,Discover,Completed,2024-02-23 05:34:51,30.301699614492282,1064.8430656314674
PAY011180,BK009826,7585.9837041528845,Debit Card,Visa Debit,Completed,2025-12-23 05:42:53,113.98975556229327,7699.973459715177
PAY011181,BK009827,2352.5626498623346,Bank Transfer,ACH,Completed,2023-12-16 11:45:49,26.525626498623343,2379.088276360958
PAY011181,BK009827,11762.813249311672,Bank Transfer,ACH,Completed,2023-12-29 11:45:49,132.6281324931167,11895.441381804789
PAY011183,BK009828,39783.0521798073,Credit Card,Visa,Completed,2023-12-20 16:28:28,1154.0085132144118,40937.06069302171
PAY011184,BK009829,4224.618792352324,Bank Transfer,ACH,Completed,2024-02-26 16:56:35,45.246187923523244,4269.864980275847
PAY011184,BK009829,21123.09396176162,Bank Transfer,ACH,Completed,2024-03-30 16:56:35,226.2309396176162,21349.324901379237
PAY011186,BK009830,4949.2288407072665,Debit Card,MasterCard Debit,Completed,2025-11-04 06:15:47,74.438432610609,5023.667273317876
PAY011187,BK009831,23000.798538044175,Credit Card,MasterCard,Completed,2025-04-14 20:30:20,667.3231576032811,23668.121695647456
PAY011188,BK009832,14730.26315467358,Credit Card,Visa,Completed,2025-09-21 15:12:55,427.47763148553383,15157.740786159113
PAY011189,BK009833,511.64889943417893,Bank Transfer,SEPA,Completed,2025-03-02 07:12:21,8.116488994341791,519.7653884285207
PAY011189,BK009833,2558.2444971708946,Bank Transfer,SEPA,Completed,2025-03-29 07:12:21,40.58244497170895,2598.8269421426035
PAY011191,BK009834,20260.294716330645,Credit Card,Visa,Completed,2025-07-14 04:55:16,587.8485467735887,20848.143263104233
PAY011192,BK009835,6167.739078000052,Corporate Account,Direct Billing,Completed,2024-07-16 22:36:10,61.67739078000052,6229.416468780053
PAY011193,BK009836,21312.421489954242,Credit Card,Discover,Completed,2024-04-20 12:38:19,618.360223208673,21930.781713162916
PAY011194,BK009837,882.3148296014765,Credit Card,MasterCard,Completed,2025-08-05 06:35:13,25.88713005844282,908.2019596599193
PAY011195,BK009838,29893.41789994913,Credit Card,Visa,Completed,2024-06-21 20:07:22,867.2091190985248,30760.627019047657
PAY011196,BK009839,4086.3338428622988,Corporate Account,Corporate Card,Completed,2025-03-19 14:57:55,40.86333842862299,4127.197181290921
PAY011197,BK009840,23425.72736392516,Credit Card,Discover,Completed,2024-05-26 09:12:16,679.6460935538297,24105.373457478992
PAY011198,BK009841,2874.7583966877264,Corporate Account,Direct Billing,Completed,2024-09-11 08:16:38,28.747583966877265,2903.5059806546037
PAY011199,BK009842,20877.190001706622,Corporate Account,Corporate Card,Completed,2024-12-18 22:32:48,208.77190001706623,21085.961901723687
PAY011200,BK009843,25185.325186031823,Credit Card,American Express,Completed,2025-11-13 18:32:02,730.6744303949229,25915.999616426747
PAY011201,BK009844,11097.635009796253,Corporate Account,Direct Billing,Completed,2025-05-07 05:34:20,110.97635009796254,11208.611359894216
PAY011202,BK009845,12617.064521405868,Credit Card,Discover,Completed,2025-08-29 06:08:47,366.1948711207702,12983.259392526637
PAY011203,BK009846,23173.673512354144,Credit Card,Visa,Completed,2025-01-16 10:33:13,672.3365318582702,23846.010044212413
PAY011204,BK009847,2704.8435431753664,Credit Card,Visa,Completed,2024-07-30 14:27:10,78.74046275208563,2783.584005927452
PAY011205,BK009848,39455.623354888085,Corporate Account,Direct Billing,Completed,2025-04-11 06:25:35,394.55623354888087,39850.179588436964
PAY011206,BK009849,1254.4113534460707,Debit Card,MasterCard Debit,Completed,2024-11-02 15:45:11,19.01617030169106,1273.4275237477618
PAY011207,BK009850,35030.584717098034,Debit Card,Visa Debit,Completed,2024-07-09 05:29:50,525.6587707564705,35556.2434878545
PAY011208,BK009851,13413.18791995514,Credit Card,MasterCard,Completed,2024-08-24 20:11:44,389.2824496786991,13802.47036963384
PAY011209,BK009852,4079.010447013118,Debit Card,MasterCard Debit,Completed,2024-07-11 02:14:12,61.38515670519677,4140.395603718315
PAY011210,BK009853,10411.218510391465,Credit Card,Discover,Completed,2025-07-28 18:39:52,302.2253368013525,10713.443847192817
PAY011211,BK009854,7131.564254861695,Credit Card,Discover,Completed,2025-07-25 22:39:17,207.1153633909892,7338.679618252684
PAY011212,BK009855,1852.012594062065,Debit Card,Visa Debit,Completed,2024-07-12 12:30:44,27.980188910930973,1879.992782972996
PAY011213,BK009856,1644.7707699496152,Credit Card,American Express,Completed,2025-04-06 23:24:51,47.99835232853884,1692.769122278154
PAY011214,BK009857,45353.97487409687,Credit Card,Visa,Completed,2024-07-12 04:50:37,1315.5652713488093,46669.54014544568
PAY011215,BK009858,3023.7163431474983,Credit Card,Discover,Completed,2024-03-22 01:45:52,87.98777395127745,3111.704117098776
PAY011216,BK009859,57455.99627757591,Corporate Account,Direct Billing,Completed,2024-06-27 13:51:22,574.5599627757591,58030.556240351674
PAY011217,BK009860,2249.6054943233153,Credit Card,American Express,Completed,2024-09-02 13:31:31,65.53855933537615,2315.1440536586915
PAY011218,BK009861,9174.226570198822,Credit Card,Visa,Completed,2024-04-12 19:24:22,266.35257053576584,9440.579140734588
PAY011219,BK009862,5953.461348858426,Credit Card,Discover,Completed,2024-05-01 02:52:25,172.9503791168944,6126.411727975321
PAY011220,BK009863,4484.098832059215,Credit Card,American Express,Completed,2024-07-30 07:45:37,130.33886612971725,4614.437698188933
PAY011221,BK009864,2993.4817716039465,Credit Card,Visa,Completed,2025-06-08 13:48:11,87.11097137651446,3080.592742980461
PAY011222,BK009865,9833.409843848522,Credit Card,Visa,Completed,2024-07-13 06:54:01,285.46888547160717,10118.87872932013
PAY011223,BK009866,66741.33113176361,Credit Card,Visa,Completed,2025-08-18 14:44:01,1935.7986028211449,68677.12973458476
PAY011224,BK009867,5666.436742880441,Credit Card,MasterCard,Completed,2025-06-16 11:14:43,164.6266655435328,5831.063408423974
PAY011225,BK009868,3278.4250660176676,Debit Card,Visa Debit,Completed,2025-09-29 23:44:26,49.37637599026502,3327.8014420079326
PAY011226,BK009869,1747.8397832785745,Debit Card,Visa Debit,Completed,2024-07-18 00:44:25,26.417596749178614,1774.257380027753
PAY011227,BK009870,4380.705566347142,Credit Card,Discover,Completed,2025-08-01 12:59:43,127.34046142406712,4508.046027771209
PAY011228,BK009871,1187.9307033324167,Credit Card,MasterCard,Completed,2024-01-18 16:08:22,34.74999039664008,1222.6806937290567
PAY011229,BK009872,22672.26465625306,Credit Card,Visa,Completed,2024-11-02 17:32:58,657.7956750313388,23330.0603312844
PAY011230,BK009873,407.1759629950528,Credit Card,MasterCard,Completed,2025-09-07 09:53:35,12.108102926856533,419.28406592190936
PAY011231,BK009874,10316.100969120684,Corporate Account,Direct Billing,Completed,2025-09-30 15:55:41,103.16100969120684,10419.26197881189
PAY011232,BK009875,1960.3315053195383,Debit Card,Visa Debit,Completed,2025-06-20 11:33:28,29.604972579793074,1989.9364778993315
PAY011233,BK009876,5493.445746971564,Bank Transfer,ACH,Completed,2024-03-03 11:41:14,57.934457469715646,5551.3802044412805
PAY011233,BK009876,27467.22873485782,Bank Transfer,ACH,Completed,2024-04-08 11:41:14,289.6722873485782,27756.9010222064
PAY011235,BK009877,256.3379199428715,Bank Transfer,ACH,Completed,2024-03-14 07:52:06,5.563379199428716,261.9012991423002
PAY011235,BK009877,1281.6895997143574,Bank Transfer,ACH,Completed,2024-04-11 07:52:06,27.816895997143575,1309.506495711501
PAY011237,BK009878,3846.660563803466,Credit Card,Visa,Completed,2025-11-20 23:10:25,111.85315635030052,3958.513720153767
PAY011238,BK009879,30249.743172440525,Debit Card,MasterCard Debit,Completed,2025-10-01 16:20:19,453.9461475866078,30703.689320027133
PAY011239,BK009880,19879.208840627423,Corporate Account,Direct Billing,Completed,2025-03-07 04:29:38,198.79208840627425,20078.000929033697
PAY011240,BK009881,5715.809007787597,Credit Card,American Express,Completed,2025-09-15 08:19:22,166.05846122584032,5881.867469013437
PAY011241,BK009882,4798.473001184064,Debit Card,MasterCard Debit,Completed,2025-11-02 01:18:05,72.17709501776096,4870.650096201824
PAY011242,BK009883,868.2835725369207,Credit Card,Discover,Completed,2025-04-19 09:54:29,25.480223603570703,893.7637961404914
PAY011243,BK009884,15208.089617835987,Credit Card,MasterCard,Completed,2025-05-31 21:43:22,441.3345989172437,15649.42421675323
PAY011244,BK009885,1626.3571559882487,Credit Card,Discover,Completed,2025-01-02 16:44:20,47.46435752365921,1673.8215135119078
PAY011245,BK009886,7593.937673683855,Corporate Account,Direct Billing,Completed,2025-04-15 12:32:04,75.93937673683855,7669.877050420693
PAY011246,BK009887,12862.039252357155,Credit Card,Visa,Completed,2024-05-23 12:16:50,373.29913831835756,13235.338390675513
PAY011247,BK009888,28929.264668080614,Corporate Account,Direct Billing,Completed,2025-07-05 12:20:53,289.2926466808062,29218.55731476142
PAY011248,BK009889,1295.3927067094128,Debit Card,Visa Debit,Completed,2025-03-13 12:30:56,19.63089060064119,1315.023597310054
PAY011249,BK009890,3672.143276776734,Debit Card,Visa Debit,Completed,2025-06-13 11:37:07,55.28214915165101,3727.4254259283853
PAY011250,BK009891,2834.200032264216,Credit Card,Discover,Completed,2025-03-24 00:45:11,82.49180093566227,2916.6918331998786
PAY011251,BK009892,400.52135897018576,Credit Card,Discover,Completed,2025-01-01 02:28:47,11.915119410135388,412.43647838032115
PAY011252,BK009893,18668.15996319209,Debit Card,Visa Debit,Completed,2023-12-16 02:31:13,280.22239944788134,18948.38236263997
PAY011253,BK009894,11332.112973336698,Bank Transfer,ACH,Completed,2024-09-05 20:57:44,116.32112973336696,11448.434103070063
PAY011253,BK009894,56660.56486668348,Bank Transfer,ACH,Completed,2024-10-17 20:57:44,581.6056486668348,57242.17051535031
PAY011255,BK009895,4183.997621864836,Bank Transfer,Wire Transfer,Completed,2024-09-29 20:02:25,44.83997621864837,4228.837598083485
PAY011255,BK009895,20919.988109324182,Bank Transfer,Wire Transfer,Completed,2024-11-11 20:02:25,224.19988109324183,21144.187990417424
PAY011257,BK009896,9070.270049084933,Corporate Account,Direct Billing,Completed,2024-11-02 14:09:15,90.70270049084932,9160.972749575782
PAY011258,BK009897,6161.466333343354,Credit Card,MasterCard,Completed,2023-12-30 14:42:53,178.98252366695726,6340.448857010311
PAY011259,BK009898,4795.432514888866,Credit Card,American Express,Completed,2025-08-21 00:39:03,139.3675429317771,4934.800057820643
PAY011260,BK009899,4459.055568344615,Credit Card,American Express,Completed,2024-07-28 08:20:50,129.61261148199384,4588.668179826608
PAY011261,BK009900,5866.14099722214,Debit Card,Visa Debit,Completed,2025-07-18 04:46:56,88.1921149583321,5954.333112180472
PAY011262,BK009901,5825.941456778293,Credit Card,American Express,Completed,2024-08-09 01:54:30,169.25230224657054,5995.1937590248635
PAY011263,BK009902,15388.79312596609,Credit Card,American Express,Completed,2025-03-31 23:01:53,446.5750006530167,15835.368126619107
PAY011264,BK009903,4045.5679578586974,Debit Card,Visa Debit,Completed,2024-02-16 00:30:30,60.88351936788046,4106.4514772265775
PAY011265,BK009904,11702.638302572414,Corporate Account,Corporate Card,Completed,2024-03-05 12:04:12,117.02638302572414,11819.664685598138
PAY011266,BK009905,48507.43063420525,Credit Card,MasterCard,Completed,2025-05-29 06:55:54,1407.0154883919522,49914.446122597205
PAY011267,BK009906,2233.0407174584184,Credit Card,MasterCard,Completed,2024-02-16 02:44:10,65.05818080629413,2298.0988982647127
PAY011268,BK009907,7042.598587652814,Credit Card,MasterCard,Completed,2024-11-06 12:51:50,204.53535904193163,7247.133946694746
PAY011269,BK009908,6487.60711531311,Corporate Account,Corporate Card,Completed,2024-08-03 22:17:03,64.8760711531311,6552.483186466241
PAY011270,BK009909,6285.178434730788,Credit Card,Visa,Completed,2024-04-28 09:59:57,182.57017460719285,6467.74860933798
PAY011271,BK009910,8452.194884205248,Credit Card,American Express,Completed,2024-11-29 19:53:01,245.4136516419522,8697.608535847201
PAY011272,BK009911,90956.39389399913,Debit Card,Visa Debit,Completed,2024-10-11 17:46:02,1364.545908409987,92320.93980240912
PAY011273,BK009912,3253.9461797068857,Debit Card,Visa Debit,Completed,2024-04-11 10:07:01,49.00919269560329,3302.955372402489
PAY011274,BK009913,3604.206378437719,Debit Card,MasterCard Debit,Completed,2025-04-17 01:04:44,54.26309567656579,3658.469474114285
PAY011275,BK009914,6723.731337932763,Debit Card,Visa Debit,Completed,2024-04-03 17:42:07,101.05597006899146,6824.787308001755
PAY011276,BK009915,21117.14999543052,Debit Card,MasterCard Debit,Completed,2025-06-14 17:51:36,316.9572499314578,21434.107245361978
PAY011277,BK009916,6236.653369876687,Credit Card,Discover,Completed,2025-04-20 20:24:05,181.16294772642394,6417.816317603111
PAY011278,BK009917,3628.019220405282,Credit Card,Discover,Completed,2024-11-15 05:01:13,105.51255739175318,3733.531777797035
PAY011279,BK009918,1437.6919120579355,Credit Card,American Express,Completed,2025-02-08 07:55:56,41.99306544968013,1479.6849775076157
PAY011280,BK009919,7316.895691967785,Corporate Account,Corporate Card,Completed,2025-09-05 12:52:53,73.16895691967785,7390.064648887463
PAY011281,BK009920,11857.437693736956,Corporate Account,Corporate Card,Completed,2025-09-10 06:40:18,118.57437693736956,11976.012070674326
PAY011282,BK009921,1086.0006591232238,Debit Card,MasterCard Debit,Completed,2025-11-04 15:02:37,16.490009886848355,1102.4906690100722
PAY011283,BK009922,2884.7033333556215,Credit Card,MasterCard,Completed,2024-09-03 16:33:46,83.95639666731303,2968.6597300229346
PAY011284,BK009923,1265.6009402794107,Debit Card,MasterCard Debit,Completed,2024-05-21 10:44:19,19.18401410419116,1284.7849543836019
PAY011285,BK009924,2473.5552574298963,Credit Card,MasterCard,Completed,2025-03-06 22:02:03,72.033102465467,2545.5883598953633
PAY011286,BK009925,17835.77574942043,Corporate Account,Corporate Card,Completed,2025-07-16 09:43:25,178.35775749420432,18014.133506914633
PAY011287,BK009926,10456.071879406152,Credit Card,Visa,Completed,2025-07-31 07:22:14,303.5260845027784,10759.597963908931
PAY011288,BK009927,2298.5580754741372,Credit Card,MasterCard,Completed,2025-11-09 03:05:16,66.95818418874998,2365.516259662887
PAY011289,BK009928,2137.8591032371787,Credit Card,American Express,Completed,2024-10-30 07:52:47,62.29791399387818,2200.1570172310567
PAY011290,BK009929,704.4070650117828,Credit Card,MasterCard,Completed,2025-12-14 01:15:14,20.727804885341705,725.1348698971245
PAY011291,BK009930,57871.80186271553,Corporate Account,Direct Billing,Completed,2025-04-11 15:58:32,578.7180186271553,58450.51988134269
PAY011292,BK009931,877.7735524355114,Bank Transfer,ACH,Completed,2025-06-05 08:44:56,11.777735524355116,889.5512879598666
PAY011292,BK009931,4388.867762177557,Bank Transfer,ACH,Completed,2025-07-08 08:44:56,58.88867762177557,4447.756439799333
PAY011294,BK009932,6249.533435928421,Bank Transfer,SEPA,Completed,2024-10-13 12:17:27,65.4953343592842,6315.028770287704
PAY011294,BK009932,31247.6671796421,Bank Transfer,SEPA,Completed,2024-11-09 12:17:27,327.476671796421,31575.14385143852
PAY011296,BK009933,1484.5703321149726,Credit Card,American Express,Completed,2024-06-16 12:09:05,43.3525396313342,1527.9228717463068
PAY011297,BK009934,1558.353148693363,Credit Card,Discover,Completed,2025-09-19 20:10:17,45.492241312107524,1603.8453900054706
PAY011298,BK009935,12066.702060912092,Corporate Account,Direct Billing,Completed,2024-02-24 12:16:10,120.66702060912093,12187.369081521212
PAY011299,BK009936,3427.0635618342963,Credit Card,American Express,Completed,2025-09-01 04:35:15,99.68484329319459,3526.748405127491
PAY011300,BK009937,8193.590488771077,Corporate Account,Corporate Card,Completed,2024-06-17 04:02:04,81.93590488771076,8275.526393658787
PAY011301,BK009938,15135.54939774449,Corporate Account,Direct Billing,Completed,2024-09-24 23:02:51,151.3554939774449,15286.904891721933
PAY011302,BK009939,19829.91313062518,Credit Card,MasterCard,Completed,2024-12-17 21:43:35,575.3674807881303,20405.28061141331
PAY011303,BK009940,1680.2283746176477,Credit Card,American Express,Completed,2025-08-01 18:39:52,49.02662286391178,1729.2549974815595
PAY011304,BK009941,28606.18010625319,Credit Card,Visa,Completed,2025-01-06 10:59:32,829.8792230813425,29436.05932933453
PAY011305,BK009942,5211.000122745438,Corporate Account,Corporate Card,Completed,2025-10-21 01:25:48,52.110001227454376,5263.110123972892
PAY011306,BK009943,52849.18597375252,Corporate Account,Corporate Card,Completed,2025-07-03 07:24:11,528.4918597375253,53377.677833490045
PAY011307,BK009944,3815.336739492754,Credit Card,American Express,Completed,2024-05-05 15:50:06,110.94476544528987,3926.281504938044
PAY011308,BK009945,8312.519611356953,Corporate Account,Direct Billing,Completed,2024-04-11 06:53:40,83.12519611356953,8395.644807470522
PAY011309,BK009946,1003.7754796417421,Credit Card,Visa,Completed,2025-06-08 09:15:53,29.409488909610523,1033.1849685513525
PAY011310,BK009947,1236.3305624924692,Bank Transfer,Wire Transfer,Completed,2025-06-19 19:57:00,15.363305624924692,1251.693868117394
PAY011310,BK009947,6181.6528124623455,Bank Transfer,Wire Transfer,Completed,2025-06-24 19:57:00,76.81652812462346,6258.469340586969
PAY011312,BK009948,2096.353201912509,Credit Card,Discover,Completed,2024-09-01 21:24:50,61.09424285546277,2157.447444767972
PAY011313,BK009949,4910.507970808942,Credit Card,MasterCard,Completed,2024-03-19 11:40:35,142.70473115345936,5053.212701962402
PAY011314,BK009950,8371.614174316734,Credit Card,Discover,Completed,2025-06-17 21:45:55,243.0768110551853,8614.690985371919
PAY011315,BK009951,3776.5739147023287,Debit Card,Visa Debit,Completed,2024-11-28 20:55:27,56.84860872053493,3833.422523422864
PAY011316,BK009952,3992.2592906149566,Credit Card,American Express,Completed,2024-10-17 05:36:27,116.07551942783374,4108.33481004279
PAY011317,BK009953,3178.783450154057,Credit Card,American Express,Completed,2025-02-08 16:36:17,92.48472005446766,3271.2681702085247
PAY011318,BK009954,1236.3755703792297,Bank Transfer,Wire Transfer,Completed,2024-06-30 00:22:23,15.363755703792297,1251.739326083022
PAY011318,BK009954,6181.877851896148,Bank Transfer,Wire Transfer,Completed,2024-07-10 00:22:23,76.81877851896148,6258.696630415109
PAY011320,BK009955,483.8800999543421,Corporate Account,Corporate Card,Completed,2024-02-05 21:35:52,4.838800999543421,488.7189009538855
PAY011321,BK009956,3614.3604824324575,Bank Transfer,ACH,Completed,2025-09-13 15:23:33,39.143604824324576,3653.5040872567824
PAY011321,BK009956,18071.802412162288,Bank Transfer,ACH,Completed,2025-10-13 15:23:33,195.71802412162288,18267.52043628391
PAY011323,BK009957,7833.7796771516505,Debit Card,Visa Debit,Completed,2023-12-09 04:34:36,117.70669515727475,7951.486372308926
PAY011324,BK009958,3455.173050224027,Debit Card,Visa Debit,Completed,2024-05-27 14:52:35,52.02759575336041,3507.2006459773875
PAY011325,BK009959,6485.836591130896,Corporate Account,Direct Billing,Completed,2025-06-07 14:42:08,64.85836591130895,6550.694957042205
PAY011326,BK009960,1197.2803520681398,Bank Transfer,Wire Transfer,Completed,2024-08-25 00:54:32,14.972803520681396,1212.253155588821
PAY011326,BK009960,5986.401760340698,Bank Transfer,Wire Transfer,Completed,2024-10-13 00:54:32,74.86401760340698,6061.265777944105
PAY011328,BK009961,4693.085238094166,Credit Card,Visa,Completed,2025-11-25 06:59:57,136.39947190473083,4829.4847099988965
PAY011329,BK009962,3971.911403317007,Debit Card,Visa Debit,Completed,2025-07-04 09:27:36,59.77867104975511,4031.6900743667625
PAY011330,BK009963,3328.29859494805,Credit Card,American Express,Completed,2025-06-20 04:20:22,96.82065925349345,3425.1192542015433
PAY011331,BK009964,14842.22380781608,Corporate Account,Direct Billing,Completed,2025-05-25 01:30:48,148.4222380781608,14990.646045894242
PAY011332,BK009965,7870.120437242176,Corporate Account,Corporate Card,Completed,2024-03-26 09:21:31,78.70120437242177,7948.821641614598
PAY011333,BK009966,8425.528226570836,Debit Card,Visa Debit,Completed,2024-03-03 11:38:23,126.58292339856253,8552.111149969398
PAY011334,BK009967,12181.904206196597,Debit Card,Visa Debit,Completed,2025-04-24 07:04:45,182.92856309294893,12364.832769289547
PAY011335,BK009968,16556.944029239818,Corporate Account,Corporate Card,Completed,2025-12-04 07:38:03,165.56944029239818,16722.513469532216
PAY011336,BK009969,7016.239251187837,Debit Card,MasterCard Debit,Completed,2024-11-14 03:45:42,105.44358876781756,7121.682839955654
PAY011337,BK009970,1776.4622151225376,Credit Card,American Express,Completed,2025-01-04 18:03:19,51.81740423855359,1828.2796193610911
PAY011338,BK009971,1524.5192772289347,Credit Card,American Express,Completed,2024-06-24 02:05:47,44.51105903963911,1569.0303362685738
PAY011339,BK009972,3503.580696185863,Debit Card,Visa Debit,Completed,2025-01-13 16:35:49,52.75371044278795,3556.334406628651
PAY011340,BK009973,5167.861405196112,Credit Card,American Express,Completed,2025-10-16 06:28:44,150.16798075068726,5318.029385946799
