room_id,room_number,floor,type,square_feet,basic_amenities,additional_amenities,max_occupancy,bed_type,view_type,accessibility,status,last_renovation,base_rate,max_rate
RM000223,0813,8,Deluxe,490,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Ocean View', 'Lounge Access', 'Balcony', 'Pool View']",3,King,Lounge Access,False,Maintenance,2024-03-02,500,750
RM000224,0814,8,Deluxe,456,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Balcony', 'Ocean View', 'Lounge Access', 'Pool View']",3,Double Queen,Soaking Tub,False,Maintenance,2024-04-12,500,750
RM000225,0815,8,Deluxe,584,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Balcony', 'Lounge Access']",3,Double Queen,Standard View,False,Occupied,2022-08-25,500,750
RM000226,0816,8,Deluxe,590,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Lounge Access', 'Balcony', 'Soaking Tub', 'Ocean View']",3,Double Queen,Balcony,False,Available,2023-09-12,500,750
RM000227,0817,8,Deluxe,457,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Pool View'],3,King,Pool View,False,Maintenance,2022-08-20,500,750
RM000228,0818,8,Deluxe,471,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Lounge Access', 'Pool View']",3,Double Queen,Lounge Access,False,Maintenance,2022-12-20,500,750
RM000229,0819,8,Deluxe,526,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Lounge Access', 'Ocean View']",3,Double Queen,Ocean View,False,Available,2024-03-03,500,750
RM000230,0820,8,Deluxe,530,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Lounge Access'],3,Double Queen,Standard View,False,Occupied,2024-12-14,500,750
RM000231,0821,8,Deluxe,569,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Lounge Access', 'Ocean View']",3,Double Queen,Soaking Tub,False,Occupied,2024-06-24,500,750
RM000232,0822,8,Deluxe,459,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Lounge Access', 'Pool View', 'Soaking Tub', 'Ocean View']",3,King,Soaking Tub,False,Available,2023-01-17,500,750
RM000233,0823,8,Deluxe,453,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Pool View', 'Soaking Tub', 'Lounge Access']",3,King,Soaking Tub,False,Occupied,2023-12-14,500,750
RM000234,0824,8,Deluxe,522,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Lounge Access']",3,Double Queen,Standard View,False,Available,2024-05-22,500,750
RM000235,0825,8,Deluxe,564,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Pool View'],3,King,Pool View,False,Available,2022-11-05,500,750
RM000236,0826,8,Deluxe,461,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Lounge Access'],3,Double Queen,Standard View,False,Maintenance,2024-12-25,500,750
RM000237,0827,8,Deluxe,549,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Lounge Access'],3,King,Standard View,False,Available,2023-06-29,500,750
RM000238,0828,8,Deluxe,459,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Balcony', 'Lounge Access']",3,King,Standard View,False,Available,2022-05-09,500,750
RM000239,0829,8,Deluxe,481,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Balcony', 'Soaking Tub', 'Pool View']",3,King,Ocean View,False,Occupied,2024-04-20,500,750
RM000240,0830,8,Deluxe,554,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Lounge Access', 'Pool View']",3,King,Balcony,False,Occupied,2024-05-09,500,750
RM000241,0901,9,Deluxe,453,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Lounge Access', 'Balcony', 'Pool View']",3,Double Queen,Lounge Access,False,Occupied,2023-07-16,500,750
RM000242,0902,9,Deluxe,473,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Balcony'],3,Double Queen,Standard View,False,Available,2022-03-21,500,750
RM000243,0903,9,Deluxe,505,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Balcony']",3,Double Queen,Balcony,False,Available,2023-12-29,500,750
RM000244,0904,9,Deluxe,479,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Balcony'],3,Double Queen,Standard View,False,Available,2023-04-16,500,750
RM000245,0905,9,Deluxe,474,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Balcony']",3,Double Queen,Balcony,False,Occupied,2022-11-28,500,750
RM000246,0906,9,Deluxe,593,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Pool View', 'Balcony', 'Ocean View', 'Soaking Tub']",3,King,Pool View,False,Available,2024-06-22,500,750
RM000247,0907,9,Deluxe,565,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Pool View', 'Ocean View']",3,King,Pool View,False,Occupied,2022-01-22,500,750
RM000248,0908,9,Deluxe,582,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Ocean View'],3,King,Ocean View,False,Maintenance,2024-11-05,500,750
RM000249,0909,9,Deluxe,545,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Pool View', 'Soaking Tub', 'Ocean View', 'Lounge Access']",3,Double Queen,Ocean View,False,Maintenance,2024-10-08,500,750
RM000250,0910,9,Deluxe,501,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Ocean View'],3,King,Ocean View,False,Occupied,2022-10-19,500,750
RM000251,0911,9,Deluxe,513,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Pool View']",3,Double Queen,Ocean View,False,Occupied,2024-04-10,500,750
RM000252,0912,9,Deluxe,549,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Pool View', 'Soaking Tub', 'Ocean View', 'Lounge Access']",3,King,Lounge Access,False,Occupied,2024-01-22,500,750
RM000253,0913,9,Deluxe,548,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Pool View', 'Soaking Tub']",3,King,Pool View,False,Maintenance,2024-08-26,500,750
RM000254,0914,9,Deluxe,562,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Pool View', 'Lounge Access', 'Ocean View']",3,King,Lounge Access,False,Available,2023-05-05,500,750
RM000255,0915,9,Deluxe,568,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Pool View', 'Balcony', 'Lounge Access', 'Soaking Tub', 'Ocean View']",3,King,Ocean View,False,Maintenance,2022-03-16,500,750
RM000256,0916,9,Deluxe,561,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Lounge Access'],3,King,Standard View,True,Occupied,2023-05-18,500,750
RM000257,0917,9,Deluxe,545,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Lounge Access'],3,Double Queen,Standard View,False,Maintenance,2023-11-16,500,750
RM000258,0918,9,Deluxe,578,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Pool View', 'Lounge Access', 'Soaking Tub']",3,King,Pool View,False,Occupied,2022-12-28,500,750
RM000259,0919,9,Deluxe,452,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Balcony']",3,King,Ocean View,False,Maintenance,2022-01-23,500,750
RM000260,0920,9,Deluxe,467,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Ocean View', 'Lounge Access', 'Balcony', 'Pool View']",3,Double Queen,Soaking Tub,False,Maintenance,2024-10-16,500,750
RM000261,0921,9,Deluxe,520,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Lounge Access']",3,Double Queen,Standard View,False,Maintenance,2023-10-30,500,750
RM000262,0922,9,Deluxe,588,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Balcony']",3,King,Ocean View,False,Maintenance,2023-01-13,500,750
RM000263,0923,9,Deluxe,486,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Soaking Tub', 'Ocean View', 'Lounge Access', 'Pool View']",3,King,Pool View,False,Occupied,2022-01-05,500,750
RM000264,0924,9,Deluxe,480,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Pool View', 'Balcony', 'Lounge Access', 'Ocean View']",3,King,Balcony,False,Available,2024-07-28,500,750
RM000265,0925,9,Deluxe,552,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Balcony']",3,King,Ocean View,False,Maintenance,2023-11-01,500,750
RM000266,0926,9,Deluxe,507,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Soaking Tub', 'Pool View']",3,King,Soaking Tub,False,Maintenance,2023-12-12,500,750
RM000267,0927,9,Deluxe,577,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Pool View', 'Lounge Access', 'Balcony', 'Ocean View', 'Soaking Tub']",3,Double Queen,Pool View,False,Available,2023-03-05,500,750
RM000268,0928,9,Deluxe,457,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Pool View']",3,King,Pool View,False,Available,2022-02-07,500,750
RM000269,0929,9,Deluxe,574,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Lounge Access', 'Soaking Tub', 'Balcony']",3,Double Queen,Standard View,False,Maintenance,2024-12-15,500,750
RM000270,0930,9,Deluxe,570,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Ocean View'],3,King,Ocean View,False,Occupied,2023-05-10,500,750
RM000271,1001,10,Deluxe,455,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Lounge Access', 'Pool View', 'Balcony', 'Ocean View']",3,King,Pool View,False,Maintenance,2022-11-19,500,750
RM000272,1002,10,Deluxe,568,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Lounge Access']",3,Double Queen,Standard View,True,Available,2023-11-22,500,750
RM000273,1003,10,Deluxe,540,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Balcony']",3,Double Queen,Standard View,False,Available,2023-11-18,500,750
RM000274,1004,10,Deluxe,515,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Pool View']",3,King,Pool View,False,Maintenance,2024-10-11,500,750
RM000275,1005,10,Deluxe,486,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Soaking Tub', 'Lounge Access', 'Ocean View', 'Pool View']",3,King,Balcony,False,Maintenance,2023-10-19,500,750
RM000276,1006,10,Deluxe,519,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Pool View', 'Balcony', 'Ocean View']",3,Double Queen,Ocean View,False,Available,2022-11-15,500,750
RM000277,1007,10,Deluxe,589,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']",['Soaking Tub'],3,Double Queen,Standard View,False,Available,2023-11-15,500,750
RM000278,1008,10,Deluxe,598,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Soaking Tub', 'Pool View', 'Lounge Access']",3,King,Ocean View,False,Maintenance,2022-12-17,500,750
RM000279,1009,10,Deluxe,561,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Soaking Tub']",3,King,Standard View,False,Available,2022-11-24,500,750
RM000280,1010,10,Deluxe,554,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Soaking Tub', 'Lounge Access', 'Ocean View']",3,King,Lounge Access,False,Occupied,2024-04-30,500,750
RM000281,1011,10,Deluxe,497,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Lounge Access']",3,King,Standard View,False,Available,2023-02-13,500,750
RM000282,1012,10,Deluxe,458,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Balcony', 'Pool View', 'Lounge Access']",3,King,Pool View,False,Occupied,2023-04-02,500,750
RM000283,1013,10,Deluxe,542,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Pool View']",3,Double Queen,Balcony,False,Occupied,2023-08-15,500,750
RM000284,1014,10,Deluxe,513,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Ocean View', 'Lounge Access', 'Pool View']",3,Double Queen,Pool View,False,Available,2024-12-21,500,750
RM000285,1015,10,Deluxe,453,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Balcony', 'Soaking Tub', 'Lounge Access']",3,King,Standard View,False,Occupied,2022-01-29,500,750
RM000286,1016,10,Deluxe,551,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Lounge Access', 'Soaking Tub']",3,Double Queen,Standard View,False,Occupied,2024-11-27,500,750
RM000287,1017,10,Deluxe,524,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Lounge Access', 'Pool View', 'Balcony', 'Ocean View']",3,King,Lounge Access,False,Available,2024-09-09,500,750
RM000288,1018,10,Deluxe,451,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Soaking Tub', 'Balcony', 'Lounge Access', 'Pool View', 'Ocean View']",3,Double Queen,Ocean View,False,Occupied,2022-12-25,500,750
RM000289,1019,10,Deluxe,542,"['Air Conditioning', '55"" Smart TV', 'Nespresso Machine', 'Mini Fridge', 'Hair Dryer', 'In-Room Safe', 'Work Desk', 'High-Speed WiFi', 'Bluetooth Speaker', 'Microwave', 'Premium Bathrobes', 'Designer Slippers', 'Evening Turndown Service']","['Lounge Access', 'Soaking Tub', 'Pool View', 'Ocean View']",3,King,Soaking Tub,False,Available,2022-05-10,500,750
