feedback_id,booking_id,customer_id,rating,feedback_text,feedback_date,sentiment,category,subcategory,feedback_source,language,is_verified_stay,helpful_votes,satisfaction_scores,tags,status,response_required,response_text,staff_response,response_date,response_time_hours,resolved
FB004836,BK021174,17621,5,What an outstanding room experience! clean but showing some wear Every aspect was carefully thought out. Sets the standard for luxury accommodations. It's rare to find this level of excellence. This sets a new standard for excellence.,2025-07-21 14:00:11,positive,room,comfort,in-person,en,True,32,"{'cleanliness': 3, 'service': 1, 'value': 4, 'location': 4, 'amenities': 4}",room quality,resolved,False,Your kind words about our room mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2025-07-22 23:00:11,33.0,True
FB004837,BK003048,3999,4,"The service met standard expectations. lack of follow-up Nothing particularly stood out, either positively or negatively. More consistent service standards are needed. It served its purpose but left room for improvement. Not bad, but not particularly memorable.",2025-08-24 02:07:17,neutral,service,concierge,phone,es,True,52,"{'cleanliness': 5, 'service': 1, 'value': 1, 'location': 5, 'amenities': 3}",service quality,resolved,False,Thank you for your feedback regarding our service. We value your feedback and take it seriously. We are continuously working to improve our services.,,2025-08-24 04:07:17,2.0,True
FB004838,BK001896,7847,4,"The dining met standard expectations. limited menu options Nothing particularly stood out, either positively or negatively. Updated facilities would enhance the experience. It served its purpose but left room for improvement. Not bad, but not particularly memorable.",2024-08-23 16:00:44,neutral,dining,service,in-person,fr,True,61,"{'cleanliness': 2, 'service': 2, 'value': 2, 'location': 3, 'amenities': 1}",menu,resolved,True,Thank you for your feedback regarding our dining. We value your feedback and take it seriously. We are continuously working to improve our services.,,2024-08-25 12:00:44,44.0,True
FB004839,BK024591,1570,4,I had an exceptional room experience during my stay. beautiful view from the window The attention to detail was remarkable. The experience was absolutely flawless. I would definitely recommend this aspect of the hotel to others. Highly recommended for anyone seeking quality.,2024-09-25 14:00:47,positive,room,comfort,email,en,True,14,"{'cleanliness': 3, 'service': 2, 'value': 2, 'location': 5, 'amenities': 1}","housekeeping, comfort, maintenance",resolved,False,Thank you for your wonderful feedback about our room! We value your feedback and take it seriously. We look forward to welcoming you back soon.,Thank you for your wonderful feedback about our room! We value your feedback and take it seriously. We look forward to welcoming you back soon.,2024-09-27 06:00:47,40.0,True
FB004840,BK015569,6245,4,What an outstanding dining experience! fresh ingredients Every aspect was carefully thought out. Every aspect exceeded our expectations. It's rare to find this level of excellence. I will definitely be returning on my next visit.,2025-01-21 16:00:17,positive,dining,menu variety,email,fr,True,36,"{'cleanliness': 1, 'service': 2, 'value': 4, 'location': 3, 'amenities': 1}","food quality, service",resolved,False,We're delighted to hear about your experience with our dining. We value your feedback and take it seriously. We hope to see you again!,,2025-01-23 15:00:17,47.0,True
FB004841,BK048801,26332,4,What an outstanding service experience! personalized attention Every aspect was carefully thought out. The level of service was outstanding. It's rare to find this level of excellence. This sets a new standard for excellence.,2026-01-18 16:00:30,positive,service,housekeeping,in-person,ja,True,45,"{'cleanliness': 2, 'service': 4, 'value': 2, 'location': 2, 'amenities': 4}","service quality, responsiveness, professionalism",resolved,True,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,,2026-01-19 09:00:30,17.0,True
FB004842,BK049856,39523,5,I had an exceptional amenities experience during my stay. great spa services The attention to detail was remarkable. The attention to detail was truly remarkable. I would definitely recommend this aspect of the hotel to others. Exactly what a luxury hotel should be.,2024-03-22 13:00:13,positive,amenities,pool,email,fr,True,73,"{'cleanliness': 5, 'service': 4, 'value': 5, 'location': 2, 'amenities': 1}",availability,resolved,False,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2024-03-24 13:00:13,48.0,True
FB004843,BK015774,198,5,I had an exceptional dining experience during my stay. authentic local cuisine The attention to detail was remarkable. The attention to detail was truly remarkable. I would definitely recommend this aspect of the hotel to others. Highly recommended for anyone seeking quality.,2025-12-10 14:00:13,positive,dining,ambiance,mobile,zh,True,1,"{'cleanliness': 3, 'service': 5, 'value': 4, 'location': 3, 'amenities': 2}","restaurant, food quality, menu",resolved,False,Thank you for your wonderful feedback about our dining! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2025-12-11 10:00:13,20.0,True
FB004844,BK029432,38170,4,What an outstanding room experience! clean but showing some wear Every aspect was carefully thought out. A perfect example of luxury hospitality. It's rare to find this level of excellence. This experience has made me a loyal customer.,2025-12-23 22:10:57,positive,room,noise,web,en,True,4,"{'cleanliness': 4, 'service': 4, 'value': 4, 'location': 2, 'amenities': 4}","amenities, maintenance, housekeeping",resolved,True,We're delighted to hear about your experience with our room. We value your feedback and take it seriously. We hope to see you again!,,2025-12-25 18:10:57,44.0,True
FB004845,BK024429,4388,5,I had an exceptional service experience during my stay. friendly and helpful concierge The attention to detail was remarkable. A masterclass in customer service. I would definitely recommend this aspect of the hotel to others. I can't wait to visit again.,2024-06-07 14:00:48,positive,service,concierge,web,de,True,43,"{'cleanliness': 1, 'service': 5, 'value': 5, 'location': 2, 'amenities': 5}","hospitality, professionalism",resolved,False,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,2024-06-09 10:00:48,44.0,True
FB004846,BK044562,30566,4,I can't say enough good things about the dining. diverse menu options The quality was consistently high throughout my stay. Sets the standard for luxury accommodations. This is exactly what you hope for in a luxury hotel. I can't wait to visit again.,2025-12-11 16:00:58,positive,dining,ambiance,mobile,es,True,52,"{'cleanliness': 2, 'service': 4, 'value': 4, 'location': 5, 'amenities': 5}","menu, service, dining",resolved,False,We're delighted to hear about your experience with our dining. We value your feedback and take it seriously. We hope to see you again!,,2025-12-12 14:00:58,22.0,True
FB004847,BK023845,45166,5,What an outstanding amenities experience! beautiful pool area Every aspect was carefully thought out. The level of service was outstanding. It's rare to find this level of excellence. A truly memorable experience worth repeating.,2024-05-27 13:00:24,positive,amenities,wifi,in-person,de,True,8,"{'cleanliness': 5, 'service': 1, 'value': 3, 'location': 2, 'amenities': 1}",quality,resolved,False,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,2024-05-29 11:00:24,46.0,True
FB004848,BK006268,11293,4,What an outstanding dining experience! authentic local cuisine Every aspect was carefully thought out. The attention to detail was truly remarkable. It's rare to find this level of excellence. Looking forward to my next stay here.,2024-10-09 14:00:23,positive,dining,ambiance,email,fr,True,63,"{'cleanliness': 4, 'service': 4, 'value': 4, 'location': 2, 'amenities': 2}","dining, service, menu",resolved,False,Thank you for your wonderful feedback about our dining! We value your feedback and take it seriously. We look forward to welcoming you back soon.,Thank you for your wonderful feedback about our dining! We value your feedback and take it seriously. We look forward to welcoming you back soon.,2024-10-09 17:00:23,3.0,True
FB004849,BK045992,8219,3,"The service was adequate for my needs. efficient check-in process While not exceptional, it met basic expectations. Enhanced quality control measures are necessary. There's potential for improvement but it was acceptable overall. Might consider staying again if improvements are made.",2025-05-14 11:00:04,neutral,service,room service,phone,fr,True,92,"{'cleanliness': 2, 'service': 2, 'value': 4, 'location': 3, 'amenities': 4}",professionalism,resolved,False,Thank you for your feedback regarding our service. We value your feedback and take it seriously. We are continuously working to improve our services.,,2025-05-16 05:00:04,42.0,True
FB004850,BK049112,27699,5,I had an exceptional amenities experience during my stay. great spa services The attention to detail was remarkable. The experience was absolutely flawless. I would definitely recommend this aspect of the hotel to others. Exactly what a luxury hotel should be.,2024-01-28 14:00:21,positive,amenities,spa,web,ja,True,30,"{'cleanliness': 3, 'service': 5, 'value': 1, 'location': 1, 'amenities': 2}",availability,resolved,True,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2024-01-28 15:00:21,1.0,True
FB004851,BK040785,12193,3,"The amenities was adequate for my needs. spa fully booked While not exceptional, it met basic expectations. More attention to detail is needed. There's potential for improvement but it was acceptable overall. Not bad, but not particularly memorable.",2024-05-23 14:00:31,neutral,amenities,business center,in-person,es,True,67,"{'cleanliness': 1, 'service': 4, 'value': 1, 'location': 2, 'amenities': 2}",amenities,resolved,True,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for your feedback regarding our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2024-05-24 18:00:31,28.0,True
FB004852,BK037776,42415,5,"The amenities exceeded all my expectations. clean and modern gym Throughout my stay, I was consistently impressed. The attention to detail was truly remarkable. This level of quality really sets this hotel apart. A truly memorable experience worth repeating.",2025-02-16 00:51:10,positive,amenities,spa,email,fr,True,40,"{'cleanliness': 3, 'service': 2, 'value': 2, 'location': 3, 'amenities': 1}",quality,resolved,False,Your kind words about our amenities mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2025-02-16 19:51:10,19.0,True
FB004853,BK037840,4962,4,I can't say enough good things about the room. modern amenities worked perfectly The quality was consistently high throughout my stay. Everything was handled with utmost professionalism. This is exactly what you hope for in a luxury hotel. Looking forward to my next stay here.,2025-06-11 13:00:45,positive,room,comfort,in-person,zh,True,70,"{'cleanliness': 1, 'service': 3, 'value': 2, 'location': 2, 'amenities': 2}","amenities, room quality, comfort",resolved,False,Your kind words about our room mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2025-06-11 14:00:45,1.0,True
FB004854,BK045265,7457,3,"The room was adequate for my needs. lighting could be better While not exceptional, it met basic expectations. Enhanced quality control measures are necessary. There's potential for improvement but it was acceptable overall. Met basic needs but left room for improvement.",2024-05-29 13:00:10,neutral,room,amenities,email,zh,True,78,"{'cleanliness': 1, 'service': 1, 'value': 1, 'location': 2, 'amenities': 4}","comfort, housekeeping, amenities",resolved,True,We appreciate your honest feedback about our room. We value your feedback and take it seriously. We are continuously working to improve our services.,,2024-05-29 19:00:10,6.0,True
FB004855,BK040948,36967,5,What an outstanding dining experience! authentic local cuisine Every aspect was carefully thought out. The attention to detail was truly remarkable. It's rare to find this level of excellence. I can't wait to visit again.,2024-09-08 13:00:21,positive,dining,food quality,in-person,es,True,51,"{'cleanliness': 1, 'service': 5, 'value': 5, 'location': 5, 'amenities': 5}","service, menu",resolved,False,Thank you for your wonderful feedback about our dining! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2024-09-09 16:00:21,27.0,True
FB004856,BK048201,36209,4,"The amenities was adequate for my needs. limited business center hours While not exceptional, it met basic expectations. More consistent service standards are needed. There's potential for improvement but it was acceptable overall. Met basic needs but left room for improvement.",2025-08-22 14:00:44,neutral,amenities,pool,in-person,es,True,77,"{'cleanliness': 3, 'service': 4, 'value': 2, 'location': 1, 'amenities': 4}","amenities, facilities, availability",resolved,False,We appreciate your honest feedback about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,,2025-08-23 23:00:44,33.0,True
FB004857,BK041665,44199,4,I had an exceptional amenities experience during my stay. clean and modern gym The attention to detail was remarkable. The attention to detail was truly remarkable. I would definitely recommend this aspect of the hotel to others. Looking forward to my next stay here.,2025-03-06 14:00:05,positive,amenities,business center,web,es,True,72,"{'cleanliness': 2, 'service': 5, 'value': 1, 'location': 3, 'amenities': 5}",maintenance,resolved,True,Your kind words about our amenities mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,Your kind words about our amenities mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,2025-03-07 08:00:05,18.0,True
FB004858,BK024941,39939,4,What an outstanding amenities experience! beautiful pool area Every aspect was carefully thought out. A perfect example of luxury hospitality. It's rare to find this level of excellence. Looking forward to my next stay here.,2024-01-25 12:35:05,positive,amenities,wifi,in-person,fr,True,91,"{'cleanliness': 5, 'service': 5, 'value': 3, 'location': 3, 'amenities': 5}",quality,resolved,True,Your kind words about our amenities mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2024-01-26 00:35:05,12.0,True
FB004859,BK018862,9322,5,I can't say enough good things about the amenities. clean and modern gym The quality was consistently high throughout my stay. A perfect example of luxury hospitality. This is exactly what you hope for in a luxury hotel. Exactly what a luxury hotel should be.,2024-07-17 13:56:17,positive,amenities,wifi,email,fr,True,77,"{'cleanliness': 1, 'service': 2, 'value': 3, 'location': 5, 'amenities': 2}","quality, maintenance",resolved,False,Your kind words about our amenities mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2024-07-18 09:56:17,20.0,True
FB004860,BK020055,37639,3,"The amenities met standard expectations. spa fully booked Nothing particularly stood out, either positively or negatively. Better staff training would make a significant difference. It served its purpose but left room for improvement. Not bad, but not particularly memorable.",2024-11-05 11:00:01,neutral,amenities,spa,in-person,es,True,99,"{'cleanliness': 4, 'service': 4, 'value': 2, 'location': 1, 'amenities': 4}",availability,resolved,False,We appreciate your honest feedback about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,We appreciate your honest feedback about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2024-11-06 09:00:01,22.0,True
FB004861,BK011275,17163,4,I can't say enough good things about the dining. beautiful presentation The quality was consistently high throughout my stay. Exemplary in every way possible. This is exactly what you hope for in a luxury hotel. This experience has made me a loyal customer.,2024-08-06 14:00:51,positive,dining,value,phone,en,True,25,"{'cleanliness': 2, 'service': 3, 'value': 1, 'location': 2, 'amenities': 2}",menu,resolved,True,Your kind words about our dining mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,Your kind words about our dining mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,2024-08-07 19:00:51,29.0,True
FB004862,BK049556,33034,3,"The amenities was adequate for my needs. beautiful pool area While not exceptional, it met basic expectations. Investment in modern amenities would help. There's potential for improvement but it was acceptable overall. Hoping to see improvements on my next visit.",2024-02-09 22:50:34,neutral,amenities,wifi,phone,es,True,52,"{'cleanliness': 4, 'service': 5, 'value': 1, 'location': 5, 'amenities': 2}",maintenance,resolved,True,We appreciate your honest feedback about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,We appreciate your honest feedback about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2024-02-10 21:50:34,23.0,True
FB004863,BK037196,32321,4,I can't say enough good things about the room. beautiful view from the window The quality was consistently high throughout my stay. A masterclass in customer service. This is exactly what you hope for in a luxury hotel. This experience has made me a loyal customer.,2024-01-18 14:00:39,positive,room,comfort,phone,ja,True,62,"{'cleanliness': 3, 'service': 1, 'value': 2, 'location': 1, 'amenities': 3}",maintenance,resolved,True,Your kind words about our room mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2024-01-18 21:00:39,7.0,True
FB004864,BK040215,45071,5,"The service exceeded all my expectations. staff was attentive and professional Throughout my stay, I was consistently impressed. The level of service was outstanding. This level of quality really sets this hotel apart. Looking forward to my next stay here.",2025-05-19 18:45:19,positive,service,room service,web,fr,True,26,"{'cleanliness': 1, 'service': 4, 'value': 4, 'location': 4, 'amenities': 1}","service quality, hospitality",resolved,False,Your kind words about our service mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2025-05-20 13:45:19,19.0,True
FB004865,BK003107,9416,4,What an outstanding dining experience! excellent food quality Every aspect was carefully thought out. The experience was absolutely flawless. It's rare to find this level of excellence. This sets a new standard for excellence.,2024-01-29 13:00:58,positive,dining,service,in-person,ja,True,78,"{'cleanliness': 4, 'service': 1, 'value': 2, 'location': 5, 'amenities': 3}","food quality, service",resolved,True,Your kind words about our dining mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,Your kind words about our dining mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,2024-01-30 14:00:58,25.0,True
FB004866,BK008672,1349,4,I can't say enough good things about the service. personalized attention The quality was consistently high throughout my stay. The staff went above and beyond. This is exactly what you hope for in a luxury hotel. I can't wait to visit again.,2024-10-12 16:00:59,positive,service,front desk,email,es,True,94,"{'cleanliness': 5, 'service': 2, 'value': 3, 'location': 4, 'amenities': 3}","hospitality, staff, responsiveness",resolved,False,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,2024-10-13 06:00:59,14.0,True
FB004867,BK040685,18607,3,"The service met standard expectations. efficient check-in process Nothing particularly stood out, either positively or negatively. Better staff training would make a significant difference. It served its purpose but left room for improvement. Hoping to see improvements on my next visit.",2024-02-29 09:44:32,neutral,service,room service,web,ja,True,80,"{'cleanliness': 4, 'service': 4, 'value': 3, 'location': 3, 'amenities': 5}","professionalism, hospitality, service quality",resolved,False,Thank you for sharing your thoughts about our service. We value your feedback and take it seriously. We are continuously working to improve our services.,,2024-02-29 09:44:32,0.0,True
FB004868,BK028997,23939,4,I can't say enough good things about the service. quick response to requests The quality was consistently high throughout my stay. Couldn't have asked for a better experience. This is exactly what you hope for in a luxury hotel. Highly recommended for anyone seeking quality.,2025-01-23 13:00:28,positive,service,room service,mobile,ja,True,43,"{'cleanliness': 4, 'service': 1, 'value': 3, 'location': 2, 'amenities': 1}","hospitality, professionalism",resolved,True,Your kind words about our service mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,,2025-01-25 00:00:28,35.0,True
FB004869,BK047927,2228,2,"I was disappointed with the amenities experience. limited business center hours This was not what I expected from a hotel of this caliber. Specifically, the business center needs to be addressed promptly. Several issues need to be addressed. Hope management takes these issues seriously.",2024-11-13 13:00:30,negative,amenities,pool,in-person,zh,True,54,"{'cleanliness': 2, 'service': 2, 'value': 4, 'location': 1, 'amenities': 3}","availability, maintenance, amenities",pending,True,We're sorry to hear about your issues with our amenities. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,We're sorry to hear about your issues with our amenities. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,2024-11-14 07:00:30,18.0,True
FB004870,BK048164,20647,4,"The dining exceeded all my expectations. fresh ingredients Throughout my stay, I was consistently impressed. The level of service was outstanding. This level of quality really sets this hotel apart. Highly recommended for anyone seeking quality.",2024-10-05 15:08:18,positive,dining,service,phone,zh,True,52,"{'cleanliness': 3, 'service': 4, 'value': 4, 'location': 3, 'amenities': 3}","food quality, menu",resolved,False,Thank you for your wonderful feedback about our dining! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2024-10-07 14:08:18,47.0,True
FB004871,BK027431,46506,1,"I was disappointed with the service experience. staff seemed overwhelmed This was not what I expected from a hotel of this caliber. Specifically, the concierge needs to be addressed promptly. Several issues need to be addressed. Disappointed given the hotel's reputation.",2025-08-22 16:00:00,negative,service,concierge,in-person,fr,True,3,"{'cleanliness': 2, 'service': 2, 'value': 3, 'location': 2, 'amenities': 3}","professionalism, staff, responsiveness",resolved,True,Please accept our apologies regarding our service. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,Please accept our apologies regarding our service. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,2025-08-24 00:00:00,32.0,True
FB004872,BK047582,262,3,My experience with the room was mixed. needs better soundproofing Some aspects were good while others needed attention. Better staff training would make a significant difference. It was generally satisfactory but could be better. Would consider other options next time.,2024-02-24 16:00:01,neutral,room,noise,phone,en,True,19,"{'cleanliness': 3, 'service': 4, 'value': 3, 'location': 4, 'amenities': 3}","room quality, maintenance, housekeeping",resolved,True,We appreciate your honest feedback about our room. We value your feedback and take it seriously. We are continuously working to improve our services.,We appreciate your honest feedback about our room. We value your feedback and take it seriously. We are continuously working to improve our services.,2024-02-25 02:00:01,10.0,True
FB004873,BK018765,14094,5,What an outstanding dining experience! beautiful presentation Every aspect was carefully thought out. Everything was handled with utmost professionalism. It's rare to find this level of excellence. Highly recommended for anyone seeking quality.,2024-11-09 14:00:30,positive,dining,service,email,fr,True,6,"{'cleanliness': 3, 'service': 5, 'value': 4, 'location': 1, 'amenities': 3}","menu, service",resolved,True,Thank you for your wonderful feedback about our dining! We value your feedback and take it seriously. We look forward to welcoming you back soon.,Thank you for your wonderful feedback about our dining! We value your feedback and take it seriously. We look forward to welcoming you back soon.,2024-11-11 12:00:30,46.0,True
FB004874,BK029039,10155,4,"The room met standard expectations. bathroom fixtures need maintenance Nothing particularly stood out, either positively or negatively. More attention to detail is needed. It served its purpose but left room for improvement. Met basic needs but left room for improvement.",2024-04-12 16:00:35,neutral,room,amenities,email,zh,True,67,"{'cleanliness': 2, 'service': 1, 'value': 1, 'location': 3, 'amenities': 3}","comfort, room quality, maintenance",resolved,False,We appreciate your honest feedback about our room. We value your feedback and take it seriously. We are continuously working to improve our services.,,2024-04-13 10:00:35,18.0,True
FB004875,BK031561,9953,3,"My experience with the amenities was mixed. beautiful pool area Some aspects were good while others needed attention. More consistent service standards are needed. It was generally satisfactory but could be better. Adequate for now, but there's room for growth.",2024-11-02 16:00:38,neutral,amenities,wifi,phone,zh,True,2,"{'cleanliness': 2, 'service': 4, 'value': 3, 'location': 4, 'amenities': 4}","availability, maintenance",resolved,False,Thank you for sharing your thoughts about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for sharing your thoughts about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,2024-11-03 14:00:38,22.0,True
FB004876,BK030823,31328,5,I can't say enough good things about the room. spacious and well-maintained The quality was consistently high throughout my stay. Exemplary in every way possible. This is exactly what you hope for in a luxury hotel. I can't wait to visit again.,2025-01-02 14:00:03,positive,room,cleanliness,in-person,fr,True,7,"{'cleanliness': 1, 'service': 5, 'value': 4, 'location': 2, 'amenities': 2}","maintenance, comfort, room quality",resolved,True,We're delighted to hear about your experience with our room. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our room. We value your feedback and take it seriously. We hope to see you again!,2025-01-03 11:00:03,21.0,True
FB004877,BK015961,746,3,"I was disappointed with the room experience. could use updated furniture This was not what I expected from a hotel of this caliber. Specifically, the cleanliness needs to be addressed promptly. Several issues need to be addressed. Expected much better from this caliber of hotel.",2024-09-01 10:01:28,negative,room,noise,in-person,de,True,80,"{'cleanliness': 5, 'service': 5, 'value': 5, 'location': 3, 'amenities': 5}","housekeeping, maintenance, room quality",resolved,True,We sincerely apologize for your experience with our room. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,We sincerely apologize for your experience with our room. We value your feedback and take it seriously. We are continuously working to improve our services. Please contact our guest relations team to discuss this further.,2024-09-01 13:01:28,3.0,True
FB004878,BK024028,7237,4,"The amenities exceeded all my expectations. beautiful pool area Throughout my stay, I was consistently impressed. The staff went above and beyond. This level of quality really sets this hotel apart. A truly memorable experience worth repeating.",2024-06-16 14:00:57,positive,amenities,gym,in-person,en,True,72,"{'cleanliness': 1, 'service': 1, 'value': 1, 'location': 5, 'amenities': 2}","quality, facilities, availability",resolved,False,Thank you for your wonderful feedback about our amenities! We value your feedback and take it seriously. We look forward to welcoming you back soon.,,2024-06-18 09:00:57,43.0,True
FB004879,BK024042,30911,4,I can't say enough good things about the service. staff was attentive and professional The quality was consistently high throughout my stay. The experience was absolutely flawless. This is exactly what you hope for in a luxury hotel. This sets a new standard for excellence.,2024-07-24 01:48:41,positive,service,housekeeping,web,de,True,0,"{'cleanliness': 5, 'service': 1, 'value': 3, 'location': 1, 'amenities': 4}","service quality, staff, responsiveness",resolved,False,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,We're delighted to hear about your experience with our service. We value your feedback and take it seriously. We hope to see you again!,2024-07-24 23:48:41,22.0,True
FB004880,BK045428,29442,4,I had an exceptional room experience during my stay. comfortable bed and linens The attention to detail was remarkable. The experience was absolutely flawless. I would definitely recommend this aspect of the hotel to others. This sets a new standard for excellence.,2025-03-14 16:00:10,positive,room,comfort,in-person,en,True,42,"{'cleanliness': 4, 'service': 3, 'value': 4, 'location': 1, 'amenities': 2}",comfort,resolved,True,We're delighted to hear about your experience with our room. We value your feedback and take it seriously. We hope to see you again!,,2025-03-15 12:00:10,20.0,True
FB004881,BK032642,5919,3,My experience with the service was mixed. communication issues Some aspects were good while others needed attention. Regular maintenance would prevent these issues. It was generally satisfactory but could be better. Met basic needs but left room for improvement.,2025-08-02 11:00:45,neutral,service,valet,web,fr,True,82,"{'cleanliness': 5, 'service': 5, 'value': 5, 'location': 2, 'amenities': 3}","hospitality, professionalism",resolved,True,We appreciate your honest feedback about our service. We value your feedback and take it seriously. We are continuously working to improve our services.,,2025-08-03 13:00:45,26.0,True
FB004882,BK035010,38853,5,I had an exceptional dining experience during my stay. diverse menu options The attention to detail was remarkable. The experience was absolutely flawless. I would definitely recommend this aspect of the hotel to others. Highly recommended for anyone seeking quality.,2025-07-20 13:00:20,positive,dining,menu variety,web,fr,True,82,"{'cleanliness': 2, 'service': 4, 'value': 5, 'location': 3, 'amenities': 1}","food quality, restaurant",resolved,False,We're delighted to hear about your experience with our dining. We value your feedback and take it seriously. We hope to see you again!,,2025-07-21 01:00:20,12.0,True
FB004883,BK042812,47066,4,"The dining met standard expectations. fresh ingredients Nothing particularly stood out, either positively or negatively. Better communication between departments is essential. It served its purpose but left room for improvement. With some refinements, this could be excellent.",2025-04-17 14:00:56,neutral,dining,service,in-person,en,True,78,"{'cleanliness': 4, 'service': 4, 'value': 3, 'location': 1, 'amenities': 3}","restaurant, menu, food quality",resolved,False,Thank you for sharing your thoughts about our dining. We value your feedback and take it seriously. We are continuously working to improve our services.,,2025-04-18 11:00:56,21.0,True
FB004884,BK011374,16958,5,"The room exceeded all my expectations. clean but showing some wear Throughout my stay, I was consistently impressed. Sets the standard for luxury accommodations. This level of quality really sets this hotel apart. I will definitely be returning on my next visit.",2024-12-08 14:00:27,positive,room,amenities,in-person,fr,True,33,"{'cleanliness': 1, 'service': 5, 'value': 5, 'location': 5, 'amenities': 2}","amenities, room quality",resolved,False,We're delighted to hear about your experience with our room. We value your feedback and take it seriously. We hope to see you again!,,2024-12-09 04:00:27,14.0,True
FB004885,BK020488,43958,3,"The amenities was adequate for my needs. wifi connectivity issues While not exceptional, it met basic expectations. Better communication between departments is essential. There's potential for improvement but it was acceptable overall. Met basic needs but left room for improvement.",2025-02-21 11:00:23,neutral,amenities,wifi,in-person,es,True,37,"{'cleanliness': 1, 'service': 4, 'value': 2, 'location': 3, 'amenities': 5}","amenities, facilities",resolved,False,We appreciate your honest feedback about our amenities. We value your feedback and take it seriously. We are continuously working to improve our services.,,2025-02-23 06:00:23,43.0,True
FB004886,BK006497,12592,4,I can't say enough good things about the service. friendly and helpful concierge The quality was consistently high throughout my stay. The staff went above and beyond. This is exactly what you hope for in a luxury hotel. Looking forward to my next stay here.,2024-09-21 14:00:48,positive,service,front desk,mobile,fr,True,44,"{'cleanliness': 4, 'service': 2, 'value': 1, 'location': 1, 'amenities': 3}",service quality,resolved,False,Your kind words about our service mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,Your kind words about our service mean a lot to us. We value your feedback and take it seriously. Please visit us again soon!,2024-09-23 03:00:48,37.0,True
FB004887,BK008016,9282,4,My experience with the room was mixed. needs better soundproofing Some aspects were good while others needed attention. Updated facilities would enhance the experience. It was generally satisfactory but could be better. Would consider other options next time.,2025-08-31 16:00:11,neutral,room,maintenance,in-person,en,True,17,"{'cleanliness': 2, 'service': 1, 'value': 1, 'location': 4, 'amenities': 5}","comfort, maintenance, amenities",resolved,False,Thank you for your feedback regarding our room. We value your feedback and take it seriously. We are continuously working to improve our services.,Thank you for your feedback regarding our room. We value your feedback and take it seriously. We are continuously working to improve our services.,2025-09-02 10:00:11,42.0,True
