staff_id,date,shift,department
ST000521,2025-01-10 03:03:28.336604,Morning,Housekeeping
ST000119,2025-01-10 03:03:28.336604,Morning,Housekeeping
ST000873,2025-01-10 03:03:28.336604,Afternoon,Housekeeping
ST000538,2025-01-10 03:03:28.336604,Afternoon,Housekeeping
ST000535,2025-01-10 03:03:28.336604,Afternoon,Housekeeping
ST000119,2025-01-10 03:03:28.336604,Afternoon,Housekeeping
ST000671,2025-01-10 03:03:28.336604,Afternoon,Housekeeping
ST000231,2025-01-10 03:03:28.336604,Night,Housekeeping
ST000485,2025-01-10 03:03:28.336604,Night,Housekeeping
ST000828,2025-01-10 03:03:28.336604,Night,Housekeeping
ST000145,2025-01-10 03:03:28.336604,Night,Housekeeping
ST000533,2025-01-10 03:03:28.336604,Night,Housekeeping
ST000929,2025-01-10 03:03:28.336604,Morning,Spa & Wellness
ST000297,2025-01-10 03:03:28.336604,Morning,Spa & Wellness
ST000079,2025-01-10 03:03:28.336604,Morning,Spa & Wellness
ST000663,2025-01-10 03:03:28.336604,Afternoon,Spa & Wellness
ST000142,2025-01-10 03:03:28.336604,Afternoon,Spa & Wellness
ST000956,2025-01-10 03:03:28.336604,Afternoon,Spa & Wellness
ST000407,2025-01-10 03:03:28.336604,Night,Spa & Wellness
ST000654,2025-01-10 03:03:28.336604,Night,Spa & Wellness
ST000822,2025-01-10 03:03:28.336604,Night,Spa & Wellness
ST000708,2025-01-11 03:03:28.336604,Morning,Security
ST000950,2025-01-11 03:03:28.336604,Morning,Security
ST000675,2025-01-11 03:03:28.336604,Morning,Security
ST000754,2025-01-11 03:03:28.336604,Afternoon,Security
ST000524,2025-01-11 03:03:28.336604,Afternoon,Security
ST000266,2025-01-11 03:03:28.336604,Afternoon,Security
ST000809,2025-01-11 03:03:28.336604,Night,Security
ST000735,2025-01-11 03:03:28.336604,Night,Security
ST000049,2025-01-11 03:03:28.336604,Night,Security
ST000163,2025-01-11 03:03:28.336604,Morning,Maintenance
ST000420,2025-01-11 03:03:28.336604,Morning,Maintenance
ST000441,2025-01-11 03:03:28.336604,Afternoon,Maintenance
ST000855,2025-01-11 03:03:28.336604,Afternoon,Maintenance
ST000855,2025-01-11 03:03:28.336604,Night,Maintenance
ST000578,2025-01-11 03:03:28.336604,Night,Maintenance
ST000502,2025-01-11 03:03:28.336604,Morning,Front Desk
ST000046,2025-01-11 03:03:28.336604,Morning,Front Desk
ST000204,2025-01-11 03:03:28.336604,Morning,Front Desk
ST000939,2025-01-11 03:03:28.336604,Afternoon,Front Desk
ST000083,2025-01-11 03:03:28.336604,Afternoon,Front Desk
ST000972,2025-01-11 03:03:28.336604,Afternoon,Front Desk
ST000433,2025-01-11 03:03:28.336604,Night,Front Desk
ST000128,2025-01-11 03:03:28.336604,Night,Front Desk
ST000656,2025-01-11 03:03:28.336604,Night,Front Desk
ST000400,2025-01-11 03:03:28.336604,Morning,Administration
ST000133,2025-01-11 03:03:28.336604,Morning,Administration
ST000129,2025-01-11 03:03:28.336604,Afternoon,Administration
ST000220,2025-01-11 03:03:28.336604,Afternoon,Administration
ST000799,2025-01-11 03:03:28.336604,Night,Administration
ST000041,2025-01-11 03:03:28.336604,Night,Administration
ST000582,2025-01-11 03:03:28.336604,Morning,Food & Beverage
ST000915,2025-01-11 03:03:28.336604,Morning,Food & Beverage
ST000923,2025-01-11 03:03:28.336604,Morning,Food & Beverage
ST000457,2025-01-11 03:03:28.336604,Morning,Food & Beverage
ST000365,2025-01-11 03:03:28.336604,Afternoon,Food & Beverage
ST000815,2025-01-11 03:03:28.336604,Afternoon,Food & Beverage
ST000770,2025-01-11 03:03:28.336604,Afternoon,Food & Beverage
ST000569,2025-01-11 03:03:28.336604,Afternoon,Food & Beverage
ST000613,2025-01-11 03:03:28.336604,Night,Food & Beverage
ST000597,2025-01-11 03:03:28.336604,Night,Food & Beverage
ST000457,2025-01-11 03:03:28.336604,Night,Food & Beverage
ST000333,2025-01-11 03:03:28.336604,Night,Food & Beverage
ST000388,2025-01-11 03:03:28.336604,Morning,Housekeeping
ST000217,2025-01-11 03:03:28.336604,Morning,Housekeeping
ST000652,2025-01-11 03:03:28.336604,Morning,Housekeeping
ST000845,2025-01-11 03:03:28.336604,Morning,Housekeeping
ST000119,2025-01-11 03:03:28.336604,Morning,Housekeeping
ST000312,2025-01-11 03:03:28.336604,Afternoon,Housekeeping
ST000808,2025-01-11 03:03:28.336604,Afternoon,Housekeeping
ST000380,2025-01-11 03:03:28.336604,Afternoon,Housekeeping
ST000101,2025-01-11 03:03:28.336604,Afternoon,Housekeeping
ST000639,2025-01-11 03:03:28.336604,Afternoon,Housekeeping
ST000022,2025-01-11 03:03:28.336604,Night,Housekeeping
ST000397,2025-01-11 03:03:28.336604,Night,Housekeeping
ST000802,2025-01-11 03:03:28.336604,Night,Housekeeping
ST000639,2025-01-11 03:03:28.336604,Night,Housekeeping
ST000776,2025-01-11 03:03:28.336604,Night,Housekeeping
ST000532,2025-01-11 03:03:28.336604,Morning,Spa & Wellness
ST000087,2025-01-11 03:03:28.336604,Morning,Spa & Wellness
ST000867,2025-01-11 03:03:28.336604,Morning,Spa & Wellness
ST000255,2025-01-11 03:03:28.336604,Afternoon,Spa & Wellness
ST000822,2025-01-11 03:03:28.336604,Afternoon,Spa & Wellness
ST000580,2025-01-11 03:03:28.336604,Afternoon,Spa & Wellness
ST000544,2025-01-11 03:03:28.336604,Night,Spa & Wellness
ST000298,2025-01-11 03:03:28.336604,Night,Spa & Wellness
ST000079,2025-01-11 03:03:28.336604,Night,Spa & Wellness
ST000953,2025-01-12 03:03:28.336604,Morning,Security
ST000679,2025-01-12 03:03:28.336604,Morning,Security
ST000603,2025-01-12 03:03:28.336604,Morning,Security
ST000453,2025-01-12 03:03:28.336604,Afternoon,Security
ST000399,2025-01-12 03:03:28.336604,Afternoon,Security
ST000524,2025-01-12 03:03:28.336604,Afternoon,Security
ST000609,2025-01-12 03:03:28.336604,Night,Security
ST000395,2025-01-12 03:03:28.336604,Night,Security
ST000946,2025-01-12 03:03:28.336604,Night,Security
ST000990,2025-01-12 03:03:28.336604,Morning,Maintenance
ST000759,2025-01-12 03:03:28.336604,Morning,Maintenance
ST000722,2025-01-12 03:03:28.336604,Afternoon,Maintenance
ST000814,2025-01-12 03:03:28.336604,Afternoon,Maintenance
ST000511,2025-01-12 03:03:28.336604,Night,Maintenance
ST000425,2025-01-12 03:03:28.336604,Night,Maintenance
ST000869,2025-01-12 03:03:28.336604,Morning,Front Desk
ST000240,2025-01-12 03:03:28.336604,Morning,Front Desk
ST000659,2025-01-12 03:03:28.336604,Morning,Front Desk
ST000340,2025-01-12 03:03:28.336604,Afternoon,Front Desk
ST000436,2025-01-12 03:03:28.336604,Afternoon,Front Desk
ST000139,2025-01-12 03:03:28.336604,Afternoon,Front Desk
ST000637,2025-01-12 03:03:28.336604,Night,Front Desk
ST000089,2025-01-12 03:03:28.336604,Night,Front Desk
ST000137,2025-01-12 03:03:28.336604,Night,Front Desk
ST000851,2025-01-12 03:03:28.336604,Morning,Administration
ST000878,2025-01-12 03:03:28.336604,Morning,Administration
ST000625,2025-01-12 03:03:28.336604,Afternoon,Administration
ST000711,2025-01-12 03:03:28.336604,Afternoon,Administration
ST000404,2025-01-12 03:03:28.336604,Night,Administration
ST000719,2025-01-12 03:03:28.336604,Night,Administration
ST000553,2025-01-12 03:03:28.336604,Morning,Food & Beverage
ST000700,2025-01-12 03:03:28.336604,Morning,Food & Beverage
ST000591,2025-01-12 03:03:28.336604,Morning,Food & Beverage
ST000491,2025-01-12 03:03:28.336604,Morning,Food & Beverage
ST000959,2025-01-12 03:03:28.336604,Afternoon,Food & Beverage
ST000626,2025-01-12 03:03:28.336604,Afternoon,Food & Beverage
ST000221,2025-01-12 03:03:28.336604,Afternoon,Food & Beverage
ST000760,2025-01-12 03:03:28.336604,Afternoon,Food & Beverage
ST000613,2025-01-12 03:03:28.336604,Night,Food & Beverage
ST000780,2025-01-12 03:03:28.336604,Night,Food & Beverage
ST000597,2025-01-12 03:03:28.336604,Night,Food & Beverage
ST000616,2025-01-12 03:03:28.336604,Night,Food & Beverage
ST000067,2025-01-12 03:03:28.336604,Morning,Housekeeping
ST000477,2025-01-12 03:03:28.336604,Morning,Housekeeping
ST000806,2025-01-12 03:03:28.336604,Morning,Housekeeping
ST000495,2025-01-12 03:03:28.336604,Morning,Housekeeping
ST000410,2025-01-12 03:03:28.336604,Morning,Housekeeping
ST000908,2025-01-12 03:03:28.336604,Afternoon,Housekeeping
ST000294,2025-01-12 03:03:28.336604,Afternoon,Housekeeping
ST000744,2025-01-12 03:03:28.336604,Afternoon,Housekeeping
ST000245,2025-01-12 03:03:28.336604,Afternoon,Housekeeping
ST000598,2025-01-12 03:03:28.336604,Afternoon,Housekeeping
ST000114,2025-01-12 03:03:28.336604,Night,Housekeeping
ST000543,2025-01-12 03:03:28.336604,Night,Housekeeping
ST000101,2025-01-12 03:03:28.336604,Night,Housekeeping
ST000824,2025-01-12 03:03:28.336604,Night,Housekeeping
ST000834,2025-01-12 03:03:28.336604,Night,Housekeeping
ST000898,2025-01-12 03:03:28.336604,Morning,Spa & Wellness
ST000883,2025-01-12 03:03:28.336604,Morning,Spa & Wellness
ST000483,2025-01-12 03:03:28.336604,Morning,Spa & Wellness
ST000490,2025-01-12 03:03:28.336604,Afternoon,Spa & Wellness
ST000479,2025-01-12 03:03:28.336604,Afternoon,Spa & Wellness
ST000392,2025-01-12 03:03:28.336604,Afternoon,Spa & Wellness
ST000142,2025-01-12 03:03:28.336604,Night,Spa & Wellness
ST000901,2025-01-12 03:03:28.336604,Night,Spa & Wellness
ST000664,2025-01-12 03:03:28.336604,Night,Spa & Wellness
ST000082,2025-01-13 03:03:28.336604,Morning,Security
ST000019,2025-01-13 03:03:28.336604,Morning,Security
ST000266,2025-01-13 03:03:28.336604,Morning,Security
ST000211,2025-01-13 03:03:28.336604,Afternoon,Security
ST000522,2025-01-13 03:03:28.336604,Afternoon,Security
ST000061,2025-01-13 03:03:28.336604,Afternoon,Security
ST000796,2025-01-13 03:03:28.336604,Night,Security
ST000226,2025-01-13 03:03:28.336604,Night,Security
ST000735,2025-01-13 03:03:28.336604,Night,Security
ST000166,2025-01-13 03:03:28.336604,Morning,Maintenance
ST000185,2025-01-13 03:03:28.336604,Morning,Maintenance
ST000185,2025-01-13 03:03:28.336604,Afternoon,Maintenance
ST000094,2025-01-13 03:03:28.336604,Afternoon,Maintenance
ST000912,2025-01-13 03:03:28.336604,Night,Maintenance
ST000855,2025-01-13 03:03:28.336604,Night,Maintenance
ST000540,2025-01-13 03:03:28.336604,Morning,Front Desk
ST000274,2025-01-13 03:03:28.336604,Morning,Front Desk
ST000556,2025-01-13 03:03:28.336604,Morning,Front Desk
ST000540,2025-01-13 03:03:28.336604,Afternoon,Front Desk
ST000416,2025-01-13 03:03:28.336604,Afternoon,Front Desk
ST000587,2025-01-13 03:03:28.336604,Afternoon,Front Desk
ST000350,2025-01-13 03:03:28.336604,Night,Front Desk
ST000817,2025-01-13 03:03:28.336604,Night,Front Desk
ST000016,2025-01-13 03:03:28.336604,Night,Front Desk
ST000257,2025-01-13 03:03:28.336604,Morning,Administration
ST000711,2025-01-13 03:03:28.336604,Morning,Administration
ST000504,2025-01-13 03:03:28.336604,Afternoon,Administration
ST000184,2025-01-13 03:03:28.336604,Afternoon,Administration
ST000277,2025-01-13 03:03:28.336604,Night,Administration
ST000698,2025-01-13 03:03:28.336604,Night,Administration
ST000537,2025-01-13 03:03:28.336604,Morning,Food & Beverage
ST000747,2025-01-13 03:03:28.336604,Morning,Food & Beverage
ST000518,2025-01-13 03:03:28.336604,Morning,Food & Beverage
ST000456,2025-01-13 03:03:28.336604,Morning,Food & Beverage
ST000773,2025-01-13 03:03:28.336604,Afternoon,Food & Beverage
ST000591,2025-01-13 03:03:28.336604,Afternoon,Food & Beverage
ST000688,2025-01-13 03:03:28.336604,Afternoon,Food & Beverage
ST000031,2025-01-13 03:03:28.336604,Afternoon,Food & Beverage
ST000362,2025-01-13 03:03:28.336604,Night,Food & Beverage
ST000553,2025-01-13 03:03:28.336604,Night,Food & Beverage
ST000171,2025-01-13 03:03:28.336604,Night,Food & Beverage
ST000329,2025-01-13 03:03:28.336604,Night,Food & Beverage
ST000022,2025-01-13 03:03:28.336604,Morning,Housekeeping
ST000374,2025-01-13 03:03:28.336604,Morning,Housekeeping
ST000776,2025-01-13 03:03:28.336604,Morning,Housekeeping
ST000897,2025-01-13 03:03:28.336604,Morning,Housekeeping
ST000186,2025-01-13 03:03:28.336604,Morning,Housekeeping
ST000284,2025-01-13 03:03:28.336604,Afternoon,Housekeeping
ST000897,2025-01-13 03:03:28.336604,Afternoon,Housekeeping
ST000145,2025-01-13 03:03:28.336604,Afternoon,Housekeeping
ST000834,2025-01-13 03:03:28.336604,Afternoon,Housekeeping
ST000826,2025-01-13 03:03:28.336604,Afternoon,Housekeeping
ST000873,2025-01-13 03:03:28.336604,Night,Housekeeping
ST000685,2025-01-13 03:03:28.336604,Night,Housekeeping
ST000684,2025-01-13 03:03:28.336604,Night,Housekeeping
ST000630,2025-01-13 03:03:28.336604,Night,Housekeeping
ST000824,2025-01-13 03:03:28.336604,Night,Housekeeping
ST000298,2025-01-13 03:03:28.336604,Morning,Spa & Wellness
ST000264,2025-01-13 03:03:28.336604,Morning,Spa & Wellness
ST000241,2025-01-13 03:03:28.336604,Morning,Spa & Wellness
ST000283,2025-01-13 03:03:28.336604,Afternoon,Spa & Wellness
ST000703,2025-01-13 03:03:28.336604,Afternoon,Spa & Wellness
ST000361,2025-01-13 03:03:28.336604,Afternoon,Spa & Wellness
ST000078,2025-01-13 03:03:28.336604,Night,Spa & Wellness
ST000144,2025-01-13 03:03:28.336604,Night,Spa & Wellness
ST000654,2025-01-13 03:03:28.336604,Night,Spa & Wellness
ST000206,2025-01-14 03:03:28.336604,Morning,Security
ST000643,2025-01-14 03:03:28.336604,Morning,Security
ST000032,2025-01-14 03:03:28.336604,Morning,Security
ST000501,2025-01-14 03:03:28.336604,Afternoon,Security
ST000482,2025-01-14 03:03:28.336604,Afternoon,Security
ST000214,2025-01-14 03:03:28.336604,Afternoon,Security
ST000473,2025-01-14 03:03:28.336604,Night,Security
ST000812,2025-01-14 03:03:28.336604,Night,Security
ST000934,2025-01-14 03:03:28.336604,Night,Security
ST000655,2025-01-14 03:03:28.336604,Morning,Maintenance
ST000189,2025-01-14 03:03:28.336604,Morning,Maintenance
ST000759,2025-01-14 03:03:28.336604,Afternoon,Maintenance
ST000337,2025-01-14 03:03:28.336604,Afternoon,Maintenance
ST000422,2025-01-14 03:03:28.336604,Night,Maintenance
ST000334,2025-01-14 03:03:28.336604,Night,Maintenance
ST000861,2025-01-14 03:03:28.336604,Morning,Front Desk
ST000636,2025-01-14 03:03:28.336604,Morning,Front Desk
ST000526,2025-01-14 03:03:28.336604,Morning,Front Desk
ST000656,2025-01-14 03:03:28.336604,Afternoon,Front Desk
ST000140,2025-01-14 03:03:28.336604,Afternoon,Front Desk
ST000414,2025-01-14 03:03:28.336604,Afternoon,Front Desk
ST000587,2025-01-14 03:03:28.336604,Night,Front Desk
ST000017,2025-01-14 03:03:28.336604,Night,Front Desk
ST000903,2025-01-14 03:03:28.336604,Night,Front Desk
ST000077,2025-01-14 03:03:28.336604,Morning,Administration
ST000197,2025-01-14 03:03:28.336604,Morning,Administration
ST000742,2025-01-14 03:03:28.336604,Afternoon,Administration
ST000711,2025-01-14 03:03:28.336604,Afternoon,Administration
ST000755,2025-01-14 03:03:28.336604,Night,Administration
ST000160,2025-01-14 03:03:28.336604,Night,Administration
ST000801,2025-01-14 03:03:28.336604,Morning,Food & Beverage
ST000683,2025-01-14 03:03:28.336604,Morning,Food & Beverage
ST000582,2025-01-14 03:03:28.336604,Morning,Food & Beverage
ST000723,2025-01-14 03:03:28.336604,Morning,Food & Beverage
ST000368,2025-01-14 03:03:28.336604,Afternoon,Food & Beverage
ST000034,2025-01-14 03:03:28.336604,Afternoon,Food & Beverage
ST000457,2025-01-14 03:03:28.336604,Afternoon,Food & Beverage
ST000412,2025-01-14 03:03:28.336604,Afternoon,Food & Beverage
ST000548,2025-01-14 03:03:28.336604,Night,Food & Beverage
ST000505,2025-01-14 03:03:28.336604,Night,Food & Beverage
ST000497,2025-01-14 03:03:28.336604,Night,Food & Beverage
ST000616,2025-01-14 03:03:28.336604,Night,Food & Beverage
ST000382,2025-01-14 03:03:28.336604,Morning,Housekeeping
ST000397,2025-01-14 03:03:28.336604,Morning,Housekeeping
ST000466,2025-01-14 03:03:28.336604,Morning,Housekeeping
ST000067,2025-01-14 03:03:28.336604,Morning,Housekeeping
ST000417,2025-01-14 03:03:28.336604,Morning,Housekeeping
ST000635,2025-01-14 03:03:28.336604,Afternoon,Housekeeping
ST000284,2025-01-14 03:03:28.336604,Afternoon,Housekeeping
ST000503,2025-01-14 03:03:28.336604,Afternoon,Housekeeping
ST000685,2025-01-14 03:03:28.336604,Afternoon,Housekeeping
ST000052,2025-01-14 03:03:28.336604,Afternoon,Housekeeping
ST000684,2025-01-14 03:03:28.336604,Night,Housekeeping
ST000285,2025-01-14 03:03:28.336604,Night,Housekeeping
ST000693,2025-01-14 03:03:28.336604,Night,Housekeeping
ST000275,2025-01-14 03:03:28.336604,Night,Housekeeping
ST000070,2025-01-14 03:03:28.336604,Night,Housekeeping
ST000941,2025-01-14 03:03:28.336604,Morning,Spa & Wellness
ST000682,2025-01-14 03:03:28.336604,Morning,Spa & Wellness
ST000565,2025-01-14 03:03:28.336604,Morning,Spa & Wellness
ST000858,2025-01-14 03:03:28.336604,Afternoon,Spa & Wellness
ST000879,2025-01-14 03:03:28.336604,Afternoon,Spa & Wellness
ST000278,2025-01-14 03:03:28.336604,Afternoon,Spa & Wellness
ST000479,2025-01-14 03:03:28.336604,Night,Spa & Wellness
ST000665,2025-01-14 03:03:28.336604,Night,Spa & Wellness
ST000191,2025-01-14 03:03:28.336604,Night,Spa & Wellness
ST000810,2025-01-15 03:03:28.336604,Morning,Security
ST000049,2025-01-15 03:03:28.336604,Morning,Security
ST000899,2025-01-15 03:03:28.336604,Morning,Security
ST000946,2025-01-15 03:03:28.336604,Afternoon,Security
ST000027,2025-01-15 03:03:28.336604,Afternoon,Security
ST000279,2025-01-15 03:03:28.336604,Afternoon,Security
ST000660,2025-01-15 03:03:28.336604,Night,Security
ST000450,2025-01-15 03:03:28.336604,Night,Security
ST000102,2025-01-15 03:03:28.336604,Night,Security
ST000430,2025-01-15 03:03:28.336604,Morning,Maintenance
ST000855,2025-01-15 03:03:28.336604,Morning,Maintenance
ST000122,2025-01-15 03:03:28.336604,Afternoon,Maintenance
ST000752,2025-01-15 03:03:28.336604,Afternoon,Maintenance
ST000085,2025-01-15 03:03:28.336604,Night,Maintenance
ST000661,2025-01-15 03:03:28.336604,Night,Maintenance
ST000572,2025-01-15 03:03:28.336604,Morning,Front Desk
ST000813,2025-01-15 03:03:28.336604,Morning,Front Desk
ST000746,2025-01-15 03:03:28.336604,Morning,Front Desk
ST000574,2025-01-15 03:03:28.336604,Afternoon,Front Desk
ST000339,2025-01-15 03:03:28.336604,Afternoon,Front Desk
ST000293,2025-01-15 03:03:28.336604,Afternoon,Front Desk
ST000350,2025-01-15 03:03:28.336604,Night,Front Desk
ST000325,2025-01-15 03:03:28.336604,Night,Front Desk
ST000054,2025-01-15 03:03:28.336604,Night,Front Desk
ST000781,2025-01-15 03:03:28.336604,Morning,Administration
ST000162,2025-01-15 03:03:28.336604,Morning,Administration
ST000805,2025-01-15 03:03:28.336604,Afternoon,Administration
ST000091,2025-01-15 03:03:28.336604,Afternoon,Administration
ST000546,2025-01-15 03:03:28.336604,Night,Administration
ST000742,2025-01-15 03:03:28.336604,Night,Administration
ST000907,2025-01-15 03:03:28.336604,Morning,Food & Beverage
ST000491,2025-01-15 03:03:28.336604,Morning,Food & Beverage
ST000849,2025-01-15 03:03:28.336604,Morning,Food & Beverage
ST000321,2025-01-15 03:03:28.336604,Morning,Food & Beverage
ST000553,2025-01-15 03:03:28.336604,Afternoon,Food & Beverage
ST000757,2025-01-15 03:03:28.336604,Afternoon,Food & Beverage
ST000040,2025-01-15 03:03:28.336604,Afternoon,Food & Beverage
ST000514,2025-01-15 03:03:28.336604,Afternoon,Food & Beverage
ST000638,2025-01-15 03:03:28.336604,Night,Food & Beverage
ST000363,2025-01-15 03:03:28.336604,Night,Food & Beverage
ST000591,2025-01-15 03:03:28.336604,Night,Food & Beverage
ST000383,2025-01-15 03:03:28.336604,Night,Food & Beverage
ST000834,2025-01-15 03:03:28.336604,Morning,Housekeeping
ST000534,2025-01-15 03:03:28.336604,Morning,Housekeeping
ST000657,2025-01-15 03:03:28.336604,Morning,Housekeeping
ST000101,2025-01-15 03:03:28.336604,Morning,Housekeeping
ST000999,2025-01-15 03:03:28.336604,Morning,Housekeeping
ST000410,2025-01-15 03:03:28.336604,Afternoon,Housekeeping
ST000052,2025-01-15 03:03:28.336604,Afternoon,Housekeeping
ST000909,2025-01-15 03:03:28.336604,Afternoon,Housekeeping
ST000789,2025-01-15 03:03:28.336604,Afternoon,Housekeeping
ST000305,2025-01-15 03:03:28.336604,Afternoon,Housekeeping
ST000547,2025-01-15 03:03:28.336604,Night,Housekeeping
ST000802,2025-01-15 03:03:28.336604,Night,Housekeeping
ST000394,2025-01-15 03:03:28.336604,Night,Housekeeping
ST000316,2025-01-15 03:03:28.336604,Night,Housekeeping
ST000843,2025-01-15 03:03:28.336604,Night,Housekeeping
ST000297,2025-01-15 03:03:28.336604,Morning,Spa & Wellness
ST000867,2025-01-15 03:03:28.336604,Morning,Spa & Wellness
ST000928,2025-01-15 03:03:28.336604,Morning,Spa & Wellness
ST000756,2025-01-15 03:03:28.336604,Afternoon,Spa & Wellness
ST000179,2025-01-15 03:03:28.336604,Afternoon,Spa & Wellness
ST000056,2025-01-15 03:03:28.336604,Afternoon,Spa & Wellness
ST000298,2025-01-15 03:03:28.336604,Night,Spa & Wellness
ST000512,2025-01-15 03:03:28.336604,Night,Spa & Wellness
ST000532,2025-01-15 03:03:28.336604,Night,Spa & Wellness
ST000104,2025-01-16 03:03:28.336604,Morning,Security
ST000335,2025-01-16 03:03:28.336604,Morning,Security
ST000266,2025-01-16 03:03:28.336604,Morning,Security
ST000214,2025-01-16 03:03:28.336604,Afternoon,Security
ST000964,2025-01-16 03:03:28.336604,Afternoon,Security
ST000395,2025-01-16 03:03:28.336604,Afternoon,Security
ST000372,2025-01-16 03:03:28.336604,Night,Security
ST000354,2025-01-16 03:03:28.336604,Night,Security
ST000769,2025-01-16 03:03:28.336604,Night,Security
ST000346,2025-01-16 03:03:28.336604,Morning,Maintenance
ST000759,2025-01-16 03:03:28.336604,Morning,Maintenance
ST000706,2025-01-16 03:03:28.336604,Afternoon,Maintenance
ST000053,2025-01-16 03:03:28.336604,Afternoon,Maintenance
ST000426,2025-01-16 03:03:28.336604,Night,Maintenance
ST000681,2025-01-16 03:03:28.336604,Night,Maintenance
ST000636,2025-01-16 03:03:28.336604,Morning,Front Desk
ST000502,2025-01-16 03:03:28.336604,Morning,Front Desk
ST000969,2025-01-16 03:03:28.336604,Morning,Front Desk
ST000419,2025-01-16 03:03:28.336604,Afternoon,Front Desk
ST000592,2025-01-16 03:03:28.336604,Afternoon,Front Desk
ST000659,2025-01-16 03:03:28.336604,Afternoon,Front Desk
ST000024,2025-01-16 03:03:28.336604,Night,Front Desk
ST000656,2025-01-16 03:03:28.336604,Night,Front Desk
ST000416,2025-01-16 03:03:28.336604,Night,Front Desk
ST000349,2025-01-16 03:03:28.336604,Morning,Administration
ST000277,2025-01-16 03:03:28.336604,Morning,Administration
ST000924,2025-01-16 03:03:28.336604,Afternoon,Administration
ST000742,2025-01-16 03:03:28.336604,Afternoon,Administration
ST000072,2025-01-16 03:03:28.336604,Night,Administration
ST000277,2025-01-16 03:03:28.336604,Night,Administration
ST000613,2025-01-16 03:03:28.336604,Morning,Food & Beverage
ST000801,2025-01-16 03:03:28.336604,Morning,Food & Beverage
ST000203,2025-01-16 03:03:28.336604,Morning,Food & Beverage
ST000683,2025-01-16 03:03:28.336604,Morning,Food & Beverage
ST000553,2025-01-16 03:03:28.336604,Afternoon,Food & Beverage
ST000988,2025-01-16 03:03:28.336604,Afternoon,Food & Beverage
ST000658,2025-01-16 03:03:28.336604,Afternoon,Food & Beverage
ST000760,2025-01-16 03:03:28.336604,Afternoon,Food & Beverage
ST000031,2025-01-16 03:03:28.336604,Night,Food & Beverage
ST000940,2025-01-16 03:03:28.336604,Night,Food & Beverage
ST000254,2025-01-16 03:03:28.336604,Night,Food & Beverage
ST000505,2025-01-16 03:03:28.336604,Night,Food & Beverage
ST000250,2025-01-16 03:03:28.336604,Morning,Housekeeping
ST000382,2025-01-16 03:03:28.336604,Morning,Housekeeping
ST000598,2025-01-16 03:03:28.336604,Morning,Housekeeping
ST000841,2025-01-16 03:03:28.336604,Morning,Housekeeping
ST000685,2025-01-16 03:03:28.336604,Morning,Housekeeping
ST000824,2025-01-16 03:03:28.336604,Afternoon,Housekeeping
ST000897,2025-01-16 03:03:28.336604,Afternoon,Housekeeping
ST000239,2025-01-16 03:03:28.336604,Afternoon,Housekeeping
ST000635,2025-01-16 03:03:28.336604,Afternoon,Housekeeping
ST000374,2025-01-16 03:03:28.336604,Afternoon,Housekeeping
ST000802,2025-01-16 03:03:28.336604,Night,Housekeeping
ST000999,2025-01-16 03:03:28.336604,Night,Housekeeping
ST000239,2025-01-16 03:03:28.336604,Night,Housekeeping
ST000245,2025-01-16 03:03:28.336604,Night,Housekeeping
ST000415,2025-01-16 03:03:28.336604,Night,Housekeeping
ST000297,2025-01-16 03:03:28.336604,Morning,Spa & Wellness
ST000065,2025-01-16 03:03:28.336604,Morning,Spa & Wellness
ST000879,2025-01-16 03:03:28.336604,Morning,Spa & Wellness
ST000580,2025-01-16 03:03:28.336604,Afternoon,Spa & Wellness
ST000179,2025-01-16 03:03:28.336604,Afternoon,Spa & Wellness
ST000583,2025-01-16 03:03:28.336604,Afternoon,Spa & Wellness
ST000147,2025-01-16 03:03:28.336604,Night,Spa & Wellness
ST000255,2025-01-16 03:03:28.336604,Night,Spa & Wellness
ST000927,2025-01-16 03:03:28.336604,Night,Spa & Wellness
ST000375,2025-01-17 03:03:28.336604,Morning,Security
ST000740,2025-01-17 03:03:28.336604,Morning,Security
ST000866,2025-01-17 03:03:28.336604,Morning,Security
ST000211,2025-01-17 03:03:28.336604,Afternoon,Security
ST000116,2025-01-17 03:03:28.336604,Afternoon,Security
ST000977,2025-01-17 03:03:28.336604,Afternoon,Security
ST000784,2025-01-17 03:03:28.336604,Night,Security
ST000881,2025-01-17 03:03:28.336604,Night,Security
ST000631,2025-01-17 03:03:28.336604,Night,Security
ST000752,2025-01-17 03:03:28.336604,Morning,Maintenance
ST000430,2025-01-17 03:03:28.336604,Morning,Maintenance
ST000303,2025-01-17 03:03:28.336604,Afternoon,Maintenance
ST000622,2025-01-17 03:03:28.336604,Afternoon,Maintenance
ST000912,2025-01-17 03:03:28.336604,Night,Maintenance
ST000730,2025-01-17 03:03:28.336604,Night,Maintenance
ST000523,2025-01-17 03:03:28.336604,Morning,Front Desk
ST000351,2025-01-17 03:03:28.336604,Morning,Front Desk
ST000265,2025-01-17 03:03:28.336604,Morning,Front Desk
ST000339,2025-01-17 03:03:28.336604,Afternoon,Front Desk
ST000273,2025-01-17 03:03:28.336604,Afternoon,Front Desk
ST000779,2025-01-17 03:03:28.336604,Afternoon,Front Desk
ST000862,2025-01-17 03:03:28.336604,Night,Front Desk
ST000416,2025-01-17 03:03:28.336604,Night,Front Desk
