appointment_id,booking_id,customer_id,service_type,department,appointment_date,appointment_end,duration_minutes,description,cost,status,staff_id,staff_name
SA000327,BK010582,35344,Spa Treatment,Spa & Wellness,2025-01-05 10:30:00,2025-01-05 12:00:00,90,Premium Hot Stone experience for 90 minutes incorporating Eastern massage with Luxury Oils. Stress Relief.,242.33,Scheduled,ST000800,Staff Member
SA000328,BK010707,39054,Spa Treatment,Spa & Wellness,2025-01-16 13:00:00,2025-01-16 15:00:00,120,Luxurious 120-minute Aromatherapy treatment featuring Luxury Oils and Eastern methods. Stress Relief.,205.69,Scheduled,ST000065,Staff Member
SA000329,BK010767,27347,Wellness Consultation,Spa & Wellness,2025-01-29 11:00:00,2025-01-29 12:00:00,60,60-minute Health Coaching consultation focusing on Work-Life Balance. Actionable Goals.,98.1,Scheduled,ST000510,Staff Member
SA000330,BK010767,27347,Spa Treatment,Spa & Wellness,2025-01-29 13:00:00,2025-01-29 14:30:00,90,Hot Stone massage for 90 minutes using Traditional techniques with Organic Products. Improved Circulation.,287.85,Scheduled,ST000510,Staff Member
SA000331,BK010828,44224,Wellness Consultation,Spa & Wellness,2025-01-10 14:00:00,2025-01-10 15:00:00,60,60-minute Lifestyle Assessment consultation focusing on Diet Optimization. Actionable Goals.,173.21,Scheduled,ST000297,Staff Member
SA000332,BK010923,25804,Massage Therapy,Spa & Wellness,2025-01-16 10:30:00,2025-01-16 12:00:00,90,90-minute Recovery massage using Deep Tissue techniques. Focus on Sport-Specific for Pain Relief.,170.36,Scheduled,ST000065,Staff Member
SA000333,BK010923,25804,Spa Treatment,Spa & Wellness,2025-01-16 15:00:00,2025-01-16 17:00:00,120,Aromatherapy massage for 120 minutes using Eastern techniques with Organic Products. Muscle Recovery.,241.38,Scheduled,ST000065,Staff Member
SA000334,BK011114,1449,Wellness Consultation,Spa & Wellness,2025-01-21 11:00:00,2025-01-21 12:00:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Stress Management. Actionable Goals.,120.26,Scheduled,ST000995,Staff Member
SA000335,BK011114,1449,Spa Treatment,Spa & Wellness,2025-01-21 13:00:00,2025-01-21 14:30:00,90,Hot Stone massage for 90 minutes using Traditional techniques with Luxury Oils. Improved Circulation.,158.02,Scheduled,ST000995,Staff Member
SA000336,BK011220,25172,Wellness Consultation,Spa & Wellness,2025-01-14 13:00:00,2025-01-14 13:45:00,45,In-depth Wellness Strategy session for 45 minutes addressing Stress Management. Lifestyle Enhancement.,143.0,Scheduled,ST000682,Staff Member
SA000337,BK011220,25172,Massage Therapy,Spa & Wellness,2025-01-14 13:45:00,2025-01-14 15:15:00,90,Specialized Therapeutic therapy session for 90 minutes with Deep Tissue approach. Stress Reduction.,183.4,Scheduled,ST000682,Staff Member
SA000338,BK011278,8234,Spa Treatment,Spa & Wellness,2025-01-27 13:00:00,2025-01-27 14:30:00,90,Premium Aromatherapy experience for 90 minutes incorporating Western massage with Luxury Oils. Stress Relief.,266.42,Scheduled,ST000883,Staff Member
SA000339,BK011368,39251,Spa Treatment,Spa & Wellness,2025-01-05 13:00:00,2025-01-05 14:30:00,90,Luxurious 90-minute Swedish treatment featuring Organic Products and Traditional methods. Stress Relief.,184.9,Scheduled,ST000800,Staff Member
SA000340,BK011368,39251,Spa Treatment,Spa & Wellness,2025-01-05 14:30:00,2025-01-05 15:30:00,60,Premium Aromatherapy experience for 60 minutes incorporating Western massage with Organic Products. Improved Circulation.,259.07,Scheduled,ST000800,Staff Member
SA000341,BK011368,39251,Massage Therapy,Spa & Wellness,2025-01-05 15:30:00,2025-01-05 16:30:00,60,60-minute Sports Massage massage using Swedish techniques. Focus on Sport-Specific for Stress Reduction.,158.49,Scheduled,ST000800,Staff Member
SA000342,BK011393,31366,Wellness Consultation,Spa & Wellness,2025-01-15 15:00:00,2025-01-15 16:00:00,60,Comprehensive 60-minute Health Coaching assessment targeting Work-Life Balance. Personalized Plan.,178.84,Scheduled,ST000297,Staff Member
SA000343,BK011494,46662,Spa Treatment,Spa & Wellness,2025-01-25 09:00:00,2025-01-25 10:00:00,60,Deep Tissue massage for 60 minutes using Eastern techniques with Essential Oils. Stress Relief.,297.28,Scheduled,ST000225,Staff Member
SA000344,BK011579,5695,Massage Therapy,Spa & Wellness,2025-01-05 09:00:00,2025-01-05 10:30:00,90,90-minute Therapeutic massage using Swedish techniques. Focus on Tension Relief for Faster Recovery.,93.16,Scheduled,ST000371,Staff Member
SA000345,BK011583,28371,Spa Treatment,Spa & Wellness,2025-01-05 10:30:00,2025-01-05 12:00:00,90,Premium Aromatherapy experience for 90 minutes incorporating Eastern massage with Essential Oils. Relaxation.,213.03,Scheduled,ST000371,Staff Member
SA000346,BK011614,16397,Wellness Consultation,Spa & Wellness,2025-01-11 11:00:00,2025-01-11 12:00:00,60,60-minute Nutrition Planning consultation focusing on Work-Life Balance. Expert Guidance.,107.18,Scheduled,ST000087,Staff Member
SA000347,BK011614,16397,Massage Therapy,Spa & Wellness,2025-01-11 13:00:00,2025-01-11 14:30:00,90,Targeted 90-minute Sports Massage treatment employing Trigger Point methods for Full Body. Pain Relief.,117.97,Scheduled,ST000087,Staff Member
SA000348,BK011640,10559,Spa Treatment,Spa & Wellness,2025-01-31 14:00:00,2025-01-31 15:30:00,90,Premium Swedish experience for 90 minutes incorporating Modern massage with Herbal Products. Stress Relief.,231.66,Scheduled,ST000021,Staff Member
SA000349,BK011640,10559,Wellness Consultation,Spa & Wellness,2025-01-31 15:30:00,2025-01-31 16:15:00,45,45-minute Nutrition Planning consultation focusing on Stress Management. Lifestyle Enhancement.,142.96,Scheduled,ST000021,Staff Member
SA000350,BK011751,12590,Spa Treatment,Spa & Wellness,2025-01-13 09:00:00,2025-01-13 11:00:00,120,Premium Hot Stone experience for 120 minutes incorporating Modern massage with Luxury Oils. Stress Relief.,178.22,Scheduled,ST000241,Staff Member
SA000351,BK011841,38974,Wellness Consultation,Spa & Wellness,2025-01-16 09:00:00,2025-01-16 10:00:00,60,Comprehensive 60-minute Lifestyle Assessment assessment targeting Stress Management. Lifestyle Enhancement.,149.01,Scheduled,ST000879,Staff Member
SA000352,BK011841,38974,Spa Treatment,Spa & Wellness,2025-01-16 10:00:00,2025-01-16 11:30:00,90,Swedish massage for 90 minutes using Western techniques with Organic Products. Relaxation.,226.92,Scheduled,ST000879,Staff Member
SA000353,BK011841,38974,Wellness Consultation,Spa & Wellness,2025-01-16 13:00:00,2025-01-16 14:00:00,60,60-minute Nutrition Planning consultation focusing on Stress Management. Personalized Plan.,97.16,Scheduled,ST000879,Staff Member
SA000354,BK011849,7999,Massage Therapy,Spa & Wellness,2025-01-05 13:00:00,2025-01-05 14:00:00,60,60-minute Sports Massage massage using Swedish techniques. Focus on Sport-Specific for Stress Reduction.,110.19,Scheduled,ST000371,Staff Member
SA000355,BK011849,7999,Massage Therapy,Spa & Wellness,2025-01-05 14:00:00,2025-01-05 15:00:00,60,60-minute Recovery massage using Deep Tissue techniques. Focus on Tension Relief for Faster Recovery.,140.6,Scheduled,ST000371,Staff Member
SA000356,BK011922,49285,Massage Therapy,Spa & Wellness,2025-01-05 15:00:00,2025-01-05 16:30:00,90,Specialized Therapeutic therapy session for 90 minutes with Myofascial Release approach. Faster Recovery.,164.58,Scheduled,ST000371,Staff Member
SA000357,BK011925,13210,Wellness Consultation,Spa & Wellness,2025-01-12 14:00:00,2025-01-12 15:00:00,60,Comprehensive 60-minute Lifestyle Assessment assessment targeting Diet Optimization. Actionable Goals.,122.04,Scheduled,ST000898,Staff Member
SA000358,BK011946,2344,Massage Therapy,Spa & Wellness,2025-01-08 09:45:00,2025-01-08 10:45:00,60,60-minute Relaxation massage using Myofascial Release techniques. Focus on Tension Relief for Stress Reduction.,117.75,Scheduled,ST000794,Staff Member
SA000359,BK011946,2344,Wellness Consultation,Spa & Wellness,2025-01-08 10:45:00,2025-01-08 11:45:00,60,In-depth Health Coaching session for 60 minutes addressing Stress Management. Personalized Plan.,110.1,Scheduled,ST000794,Staff Member
SA000360,BK011947,34693,Spa Treatment,Spa & Wellness,2025-01-09 13:45:00,2025-01-09 15:15:00,90,Luxurious 90-minute Aromatherapy treatment featuring Essential Oils and Western methods. Muscle Recovery.,252.21,Scheduled,ST000973,Staff Member
SA000361,BK011956,6063,Wellness Consultation,Spa & Wellness,2025-01-15 16:00:00,2025-01-15 17:00:00,60,Comprehensive 60-minute Wellness Strategy assessment targeting Sleep Improvement. Actionable Goals.,120.32,Scheduled,ST000297,Staff Member
SA000362,BK011956,6063,Wellness Consultation,Spa & Wellness,2025-01-15 11:15:00,2025-01-15 12:00:00,45,Comprehensive 45-minute Nutrition Planning assessment targeting Stress Management. Expert Guidance.,120.83,Scheduled,ST000297,Staff Member
SA000363,BK012019,37906,Spa Treatment,Spa & Wellness,2025-01-17 13:00:00,2025-01-17 14:30:00,90,Premium Aromatherapy experience for 90 minutes incorporating Eastern massage with Organic Products. Relaxation.,131.1,Scheduled,ST000542,Staff Member
SA000364,BK012019,37906,Wellness Consultation,Spa & Wellness,2025-01-17 14:30:00,2025-01-17 15:30:00,60,Comprehensive 60-minute Wellness Strategy assessment targeting Sleep Improvement. Personalized Plan.,170.31,Scheduled,ST000542,Staff Member
SA000365,BK012019,37906,Wellness Consultation,Spa & Wellness,2025-01-17 15:30:00,2025-01-17 16:15:00,45,45-minute Wellness Strategy consultation focusing on Stress Management. Lifestyle Enhancement.,100.52,Scheduled,ST000542,Staff Member
SA000366,BK012038,16682,Massage Therapy,Spa & Wellness,2025-01-07 13:00:00,2025-01-07 14:30:00,90,90-minute Relaxation massage using Swedish techniques. Focus on Problem Areas for Improved Mobility.,81.07,Scheduled,ST000318,Staff Member
SA000367,BK012052,42973,Massage Therapy,Spa & Wellness,2025-01-04 16:30:00,2025-01-04 17:00:00,30,30-minute Sports Massage massage using Trigger Point techniques. Focus on Problem Areas for Faster Recovery.,139.36,Scheduled,ST000227,Staff Member
SA000368,BK012052,42973,Spa Treatment,Spa & Wellness,2025-01-05 09:00:00,2025-01-05 10:00:00,60,Aromatherapy massage for 60 minutes using Traditional techniques with Luxury Oils. Improved Circulation.,134.9,Scheduled,ST000292,Staff Member
SA000369,BK012104,29085,Wellness Consultation,Spa & Wellness,2025-01-09 15:15:00,2025-01-09 16:00:00,45,Comprehensive 45-minute Nutrition Planning assessment targeting Sleep Improvement. Actionable Goals.,142.97,Scheduled,ST000973,Staff Member
SA000370,BK012111,42537,Spa Treatment,Spa & Wellness,2025-01-20 10:00:00,2025-01-20 12:00:00,120,Hot Stone massage for 120 minutes using Modern techniques with Essential Oils. Relaxation.,154.3,Scheduled,ST000703,Staff Member
SA000371,BK012234,21632,Massage Therapy,Spa & Wellness,2025-01-04 16:30:00,2025-01-04 17:00:00,30,30-minute Relaxation massage using Deep Tissue techniques. Focus on Sport-Specific for Improved Mobility.,127.91,Scheduled,ST000079,Staff Member
SA000372,BK012234,21632,Massage Therapy,Spa & Wellness,2025-01-05 10:00:00,2025-01-05 11:00:00,60,60-minute Recovery massage using Myofascial Release techniques. Focus on Full Body for Improved Mobility.,151.57,Scheduled,ST000292,Staff Member
SA000373,BK012249,41969,Spa Treatment,Spa & Wellness,2025-01-30 14:45:00,2025-01-30 15:45:00,60,Hot Stone massage for 60 minutes using Modern techniques with Herbal Products. Relaxation.,197.28,Scheduled,ST000739,Staff Member
SA000374,BK012265,3865,Massage Therapy,Spa & Wellness,2025-01-10 15:00:00,2025-01-10 16:30:00,90,Targeted 90-minute Relaxation treatment employing Deep Tissue methods for Tension Relief. Faster Recovery.,160.79,Scheduled,ST000297,Staff Member
SA000375,BK012265,3865,Wellness Consultation,Spa & Wellness,2025-01-10 11:15:00,2025-01-10 12:00:00,45,45-minute Lifestyle Assessment consultation focusing on Sleep Improvement. Expert Guidance.,163.45,Scheduled,ST000297,Staff Member
SA000376,BK012351,2147,Massage Therapy,Spa & Wellness,2025-01-15 09:00:00,2025-01-15 10:00:00,60,Specialized Therapeutic therapy session for 60 minutes with Myofascial Release approach. Stress Reduction.,157.11,Scheduled,ST000867,Staff Member
SA000377,BK012362,2702,Wellness Consultation,Spa & Wellness,2025-01-19 15:45:00,2025-01-19 16:45:00,60,60-minute Health Coaching consultation focusing on Stress Management. Personalized Plan.,103.07,Scheduled,ST000973,Staff Member
SA000378,BK012491,35170,Spa Treatment,Spa & Wellness,2025-01-06 09:00:00,2025-01-06 11:00:00,120,Swedish massage for 120 minutes using Traditional techniques with Organic Products. Stress Relief.,225.49,Scheduled,ST000794,Staff Member
SA000379,BK012507,32546,Wellness Consultation,Spa & Wellness,2025-01-16 14:00:00,2025-01-16 15:00:00,60,In-depth Wellness Strategy session for 60 minutes addressing Sleep Improvement. Personalized Plan.,127.45,Scheduled,ST000879,Staff Member
SA000380,BK012526,22741,Massage Therapy,Spa & Wellness,2025-01-05 11:00:00,2025-01-05 12:00:00,60,Targeted 60-minute Recovery treatment employing Swedish methods for Problem Areas. Pain Relief.,137.23,Scheduled,ST000292,Staff Member
SA000381,BK012584,18120,Spa Treatment,Spa & Wellness,2025-01-08 13:00:00,2025-01-08 14:30:00,90,Premium Hot Stone experience for 90 minutes incorporating Modern massage with Organic Products. Improved Circulation.,130.06,Scheduled,ST000794,Staff Member
SA000382,BK012584,18120,Spa Treatment,Spa & Wellness,2025-01-08 14:30:00,2025-01-08 16:30:00,120,Luxurious 120-minute Deep Tissue treatment featuring Essential Oils and Modern methods. Stress Relief.,285.22,Scheduled,ST000794,Staff Member
SA000383,BK012588,34614,Wellness Consultation,Spa & Wellness,2025-01-12 15:00:00,2025-01-12 16:00:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Sleep Improvement. Lifestyle Enhancement.,119.55,Scheduled,ST000898,Staff Member
SA000384,BK012608,15583,Massage Therapy,Spa & Wellness,2025-01-05 13:00:00,2025-01-05 14:00:00,60,60-minute Relaxation massage using Trigger Point techniques. Focus on Sport-Specific for Improved Mobility.,146.47,Scheduled,ST000292,Staff Member
SA000385,BK012840,24542,Spa Treatment,Spa & Wellness,2025-01-05 14:00:00,2025-01-05 16:00:00,120,Deep Tissue massage for 120 minutes using Western techniques with Essential Oils. Stress Relief.,283.36,Scheduled,ST000292,Staff Member
SA000386,BK012881,23756,Massage Therapy,Spa & Wellness,2025-01-14 15:15:00,2025-01-14 16:45:00,90,Specialized Recovery therapy session for 90 minutes with Swedish approach. Stress Reduction.,199.48,Scheduled,ST000682,Staff Member
SA000387,BK012900,28831,Massage Therapy,Spa & Wellness,2025-01-20 13:00:00,2025-01-20 14:00:00,60,60-minute Sports Massage massage using Swedish techniques. Focus on Tension Relief for Improved Mobility.,177.25,Scheduled,ST000703,Staff Member
SA000388,BK012900,28831,Spa Treatment,Spa & Wellness,2025-01-20 14:00:00,2025-01-20 15:30:00,90,Aromatherapy massage for 90 minutes using Traditional techniques with Luxury Oils. Relaxation.,226.2,Scheduled,ST000703,Staff Member
SA000389,BK012911,4834,Wellness Consultation,Spa & Wellness,2025-01-05 16:00:00,2025-01-05 16:45:00,45,In-depth Health Coaching session for 45 minutes addressing Stress Management. Expert Guidance.,94.37,Scheduled,ST000292,Staff Member
SA000390,BK012921,25033,Massage Therapy,Spa & Wellness,2025-01-27 14:30:00,2025-01-27 16:00:00,90,Specialized Relaxation therapy session for 90 minutes with Trigger Point approach. Faster Recovery.,139.64,Scheduled,ST000883,Staff Member
SA000391,BK013005,43502,Massage Therapy,Spa & Wellness,2025-01-19 09:00:00,2025-01-19 10:30:00,90,Specialized Relaxation therapy session for 90 minutes with Myofascial Release approach. Stress Reduction.,163.19,Scheduled,ST000361,Staff Member
SA000392,BK013046,26194,Massage Therapy,Spa & Wellness,2025-01-29 14:30:00,2025-01-29 15:00:00,30,Specialized Sports Massage therapy session for 30 minutes with Trigger Point approach. Faster Recovery.,148.97,Scheduled,ST000510,Staff Member
SA000393,BK013048,13930,Wellness Consultation,Spa & Wellness,2025-01-18 15:00:00,2025-01-18 16:00:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Stress Management. Actionable Goals.,129.27,Scheduled,ST000510,Staff Member
SA000394,BK013055,49356,Wellness Consultation,Spa & Wellness,2025-01-05 09:00:00,2025-01-05 09:45:00,45,45-minute Health Coaching consultation focusing on Work-Life Balance. Expert Guidance.,174.94,Scheduled,ST000407,Staff Member
SA000395,BK013055,49356,Wellness Consultation,Spa & Wellness,2025-01-05 09:45:00,2025-01-05 10:45:00,60,60-minute Health Coaching consultation focusing on Diet Optimization. Expert Guidance.,169.23,Scheduled,ST000407,Staff Member
SA000396,BK013159,48538,Wellness Consultation,Spa & Wellness,2025-01-05 10:45:00,2025-01-05 11:45:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Work-Life Balance. Expert Guidance.,99.39,Scheduled,ST000407,Staff Member
SA000397,BK013159,48538,Wellness Consultation,Spa & Wellness,2025-01-05 13:00:00,2025-01-05 13:45:00,45,In-depth Wellness Strategy session for 45 minutes addressing Stress Management. Personalized Plan.,125.72,Scheduled,ST000407,Staff Member
SA000398,BK013166,18808,Spa Treatment,Spa & Wellness,2025-01-31 09:00:00,2025-01-31 10:30:00,90,Luxurious 90-minute Hot Stone treatment featuring Luxury Oils and Eastern methods. Stress Relief.,222.32,Scheduled,ST000359,Staff Member
SA000399,BK013166,18808,Massage Therapy,Spa & Wellness,2025-01-31 10:30:00,2025-01-31 11:30:00,60,60-minute Therapeutic massage using Deep Tissue techniques. Focus on Problem Areas for Stress Reduction.,119.67,Scheduled,ST000359,Staff Member
SA000400,BK013278,10897,Wellness Consultation,Spa & Wellness,2025-01-07 14:30:00,2025-01-07 15:15:00,45,In-depth Nutrition Planning session for 45 minutes addressing Work-Life Balance. Lifestyle Enhancement.,139.23,Scheduled,ST000318,Staff Member
SA000401,BK013294,23527,Wellness Consultation,Spa & Wellness,2025-01-14 09:00:00,2025-01-14 10:00:00,60,Comprehensive 60-minute Wellness Strategy assessment targeting Diet Optimization. Personalized Plan.,140.34,Scheduled,ST000565,Staff Member
SA000402,BK013322,28676,Wellness Consultation,Spa & Wellness,2025-01-07 15:15:00,2025-01-07 16:15:00,60,Comprehensive 60-minute Wellness Strategy assessment targeting Diet Optimization. Expert Guidance.,104.32,Scheduled,ST000318,Staff Member
SA000403,BK013522,20111,Wellness Consultation,Spa & Wellness,2025-01-15 10:00:00,2025-01-15 10:45:00,45,In-depth Health Coaching session for 45 minutes addressing Diet Optimization. Lifestyle Enhancement.,98.28,Scheduled,ST000867,Staff Member
SA000404,BK013528,24891,Spa Treatment,Spa & Wellness,2025-01-09 09:00:00,2025-01-09 11:00:00,120,Premium Aromatherapy experience for 120 minutes incorporating Eastern massage with Herbal Products. Muscle Recovery.,273.3,Scheduled,ST000191,Staff Member
SA000405,BK013528,24891,Wellness Consultation,Spa & Wellness,2025-01-09 16:00:00,2025-01-09 17:00:00,60,60-minute Nutrition Planning consultation focusing on Stress Management. Expert Guidance.,118.71,Scheduled,ST000973,Staff Member
SA000406,BK013588,1025,Spa Treatment,Spa & Wellness,2025-01-05 13:45:00,2025-01-05 14:45:00,60,Swedish massage for 60 minutes using Western techniques with Essential Oils. Improved Circulation.,180.64,Scheduled,ST000407,Staff Member
SA000407,BK013606,15468,Spa Treatment,Spa & Wellness,2025-01-05 14:45:00,2025-01-05 15:45:00,60,Premium Deep Tissue experience for 60 minutes incorporating Western massage with Herbal Products. Muscle Recovery.,236.3,Scheduled,ST000407,Staff Member
SA000408,BK013626,32825,Spa Treatment,Spa & Wellness,2025-01-06 13:00:00,2025-01-06 15:00:00,120,Deep Tissue massage for 120 minutes using Western techniques with Herbal Products. Relaxation.,265.91,Scheduled,ST000794,Staff Member
SA000409,BK013628,4612,Wellness Consultation,Spa & Wellness,2025-01-05 15:45:00,2025-01-05 16:30:00,45,45-minute Wellness Strategy consultation focusing on Stress Management. Actionable Goals.,133.68,Scheduled,ST000407,Staff Member
SA000410,BK013669,36914,Wellness Consultation,Spa & Wellness,2025-01-05 09:00:00,2025-01-05 10:00:00,60,60-minute Wellness Strategy consultation focusing on Diet Optimization. Personalized Plan.,143.33,Scheduled,ST000512,Staff Member
SA000411,BK013709,23325,Wellness Consultation,Spa & Wellness,2025-01-05 10:00:00,2025-01-05 11:00:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Stress Management. Actionable Goals.,135.41,Scheduled,ST000512,Staff Member
SA000412,BK013717,45672,Wellness Consultation,Spa & Wellness,2025-02-03 13:00:00,2025-02-03 14:00:00,60,60-minute Health Coaching consultation focusing on Sleep Improvement. Actionable Goals.,140.11,Scheduled,ST000973,Staff Member
SA000413,BK013717,45672,Spa Treatment,Spa & Wellness,2025-02-03 14:00:00,2025-02-03 16:00:00,120,Luxurious 120-minute Deep Tissue treatment featuring Luxury Oils and Traditional methods. Muscle Recovery.,141.95,Scheduled,ST000973,Staff Member
SA000414,BK013735,16710,Spa Treatment,Spa & Wellness,2025-01-13 13:00:00,2025-01-13 14:30:00,90,Luxurious 90-minute Swedish treatment featuring Herbal Products and Western methods. Stress Relief.,193.65,Scheduled,ST000241,Staff Member
SA000415,BK013784,44480,Massage Therapy,Spa & Wellness,2025-01-08 09:00:00,2025-01-08 10:00:00,60,Specialized Relaxation therapy session for 60 minutes with Myofascial Release approach. Pain Relief.,136.26,Scheduled,ST000472,Staff Member
SA000416,BK013871,4747,Spa Treatment,Spa & Wellness,2025-01-06 11:00:00,2025-01-06 12:00:00,60,Luxurious 60-minute Aromatherapy treatment featuring Essential Oils and Modern methods. Stress Relief.,177.03,Scheduled,ST000794,Staff Member
SA000417,BK013871,4747,Spa Treatment,Spa & Wellness,2025-01-06 15:00:00,2025-01-06 16:30:00,90,Swedish massage for 90 minutes using Western techniques with Essential Oils. Relaxation.,227.73,Scheduled,ST000794,Staff Member
SA000418,BK013920,34933,Massage Therapy,Spa & Wellness,2025-01-07 16:30:00,2025-01-07 17:00:00,30,30-minute Sports Massage massage using Swedish techniques. Focus on Sport-Specific for Stress Reduction.,88.97,Scheduled,ST000283,Staff Member
SA000419,BK013942,21388,Spa Treatment,Spa & Wellness,2025-01-17 09:00:00,2025-01-17 10:30:00,90,Aromatherapy massage for 90 minutes using Eastern techniques with Organic Products. Improved Circulation.,192.12,Scheduled,ST000147,Staff Member
SA000420,BK013993,33893,Wellness Consultation,Spa & Wellness,2025-01-16 15:00:00,2025-01-16 15:45:00,45,In-depth Nutrition Planning session for 45 minutes addressing Work-Life Balance. Actionable Goals.,159.88,Scheduled,ST000879,Staff Member
SA000421,BK014006,27196,Spa Treatment,Spa & Wellness,2025-01-20 09:00:00,2025-01-20 11:00:00,120,Deep Tissue massage for 120 minutes using Eastern techniques with Essential Oils. Relaxation.,131.27,Scheduled,ST000883,Staff Member
SA000422,BK014006,27196,Massage Therapy,Spa & Wellness,2025-01-20 15:30:00,2025-01-20 16:30:00,60,60-minute Therapeutic massage using Myofascial Release techniques. Focus on Problem Areas for Stress Reduction.,162.29,Scheduled,ST000703,Staff Member
SA000423,BK014055,20761,Spa Treatment,Spa & Wellness,2025-01-21 14:30:00,2025-01-21 16:30:00,120,Premium Deep Tissue experience for 120 minutes incorporating Modern massage with Luxury Oils. Stress Relief.,251.42,Scheduled,ST000995,Staff Member
SA000424,BK014069,41257,Wellness Consultation,Spa & Wellness,2025-01-21 09:00:00,2025-01-21 10:00:00,60,In-depth Lifestyle Assessment session for 60 minutes addressing Sleep Improvement. Personalized Plan.,109.24,Scheduled,ST000739,Staff Member
SA000425,BK014134,26416,Wellness Consultation,Spa & Wellness,2025-01-17 10:30:00,2025-01-17 11:30:00,60,60-minute Nutrition Planning consultation focusing on Work-Life Balance. Expert Guidance.,113.61,Scheduled,ST000147,Staff Member
SA000426,BK014134,26416,Massage Therapy,Spa & Wellness,2025-01-17 16:15:00,2025-01-17 16:45:00,30,Targeted 30-minute Therapeutic treatment employing Trigger Point methods for Tension Relief. Stress Reduction.,114.55,Scheduled,ST000542,Staff Member
SA000427,BK014161,39936,Spa Treatment,Spa & Wellness,2025-01-10 09:00:00,2025-01-10 10:30:00,90,Hot Stone massage for 90 minutes using Traditional techniques with Organic Products. Stress Relief.,180.56,Scheduled,ST000079,Staff Member
SA000428,BK014186,39116,Wellness Consultation,Spa & Wellness,2025-01-05 11:00:00,2025-01-05 11:45:00,45,In-depth Wellness Strategy session for 45 minutes addressing Sleep Improvement. Actionable Goals.,102.09,Scheduled,ST000512,Staff Member
SA000429,BK014186,39116,Wellness Consultation,Spa & Wellness,2025-01-05 13:00:00,2025-01-05 14:00:00,60,In-depth Nutrition Planning session for 60 minutes addressing Sleep Improvement. Expert Guidance.,90.24,Scheduled,ST000512,Staff Member
SA000430,BK014247,34860,Massage Therapy,Spa & Wellness,2025-01-05 14:00:00,2025-01-05 15:00:00,60,Targeted 60-minute Therapeutic treatment employing Deep Tissue methods for Sport-Specific. Pain Relief.,113.63,Scheduled,ST000512,Staff Member
SA000431,BK014291,26387,Massage Therapy,Spa & Wellness,2025-01-19 10:30:00,2025-01-19 11:30:00,60,60-minute Recovery massage using Trigger Point techniques. Focus on Problem Areas for Improved Mobility.,151.24,Scheduled,ST000361,Staff Member
SA000432,BK014298,37287,Wellness Consultation,Spa & Wellness,2025-01-05 15:00:00,2025-01-05 16:00:00,60,Comprehensive 60-minute Nutrition Planning assessment targeting Diet Optimization. Personalized Plan.,148.17,Scheduled,ST000512,Staff Member
SA000433,BK014336,10486,Wellness Consultation,Spa & Wellness,2025-01-14 10:00:00,2025-01-14 11:00:00,60,60-minute Wellness Strategy consultation focusing on Work-Life Balance. Personalized Plan.,155.23,Scheduled,ST000565,Staff Member
SA000434,BK014384,26387,Wellness Consultation,Spa & Wellness,2025-01-23 15:30:00,2025-01-23 16:15:00,45,45-minute Health Coaching consultation focusing on Diet Optimization. Personalized Plan.,167.66,Scheduled,ST000361,Staff Member
SA000435,BK014432,3768,Massage Therapy,Spa & Wellness,2025-01-07 09:00:00,2025-01-07 10:30:00,90,Targeted 90-minute Relaxation treatment employing Deep Tissue methods for Full Body. Improved Mobility.,109.93,Scheduled,ST000596,Staff Member
SA000436,BK014432,3768,Wellness Consultation,Spa & Wellness,2025-01-07 16:15:00,2025-01-07 17:00:00,45,Comprehensive 45-minute Health Coaching assessment targeting Stress Management. Personalized Plan.,132.37,Scheduled,ST000318,Staff Member
SA000437,BK014432,3768,Massage Therapy,Spa & Wellness,2025-01-07 10:30:00,2025-01-07 12:00:00,90,Specialized Relaxation therapy session for 90 minutes with Deep Tissue approach. Improved Mobility.,87.41,Scheduled,ST000596,Staff Member
SA000438,BK014495,23894,Massage Therapy,Spa & Wellness,2025-01-06 09:00:00,2025-01-06 10:30:00,90,Targeted 90-minute Sports Massage treatment employing Deep Tissue methods for Full Body. Pain Relief.,158.9,Scheduled,ST000469,Staff Member
SA000439,BK014579,3418,Wellness Consultation,Spa & Wellness,2025-01-05 16:00:00,2025-01-05 16:45:00,45,45-minute Wellness Strategy consultation focusing on Stress Management. Expert Guidance.,113.42,Scheduled,ST000512,Staff Member
SA000440,BK014634,48459,Spa Treatment,Spa & Wellness,2025-02-01 14:00:00,2025-02-01 15:00:00,60,Luxurious 60-minute Hot Stone treatment featuring Herbal Products and Traditional methods. Stress Relief.,191.95,Scheduled,ST000536,Staff Member
SA000441,BK014634,48459,Spa Treatment,Spa & Wellness,2025-02-01 15:00:00,2025-02-01 16:30:00,90,Aromatherapy massage for 90 minutes using Western techniques with Herbal Products. Stress Relief.,122.66,Scheduled,ST000536,Staff Member
SA000442,BK014639,3334,Wellness Consultation,Spa & Wellness,2025-01-31 16:15:00,2025-01-31 17:00:00,45,45-minute Nutrition Planning consultation focusing on Work-Life Balance. Expert Guidance.,115.13,Scheduled,ST000021,Staff Member
